pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,candidate8_2,office9,candidate9_1,candidate9_2,office10,candidate10_1,candidate10_2,office11,candidate11_1,candidate11_2,office12,candidate12_1,candidate12_2,office13,candidate13_1,candidate13_2
DARE-20121106-Style001v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 1,Edgar L. Barnes,,,NC District Court Judge District 1,Amber Davis Malarney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIDSON-20121106-Style001v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIDSON-20121106-Style002v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIDSON-20121106-Style003v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIDSON-20121106-Style004v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIDSON-20121106-Style005v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIDSON-20121106-Style006v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIDSON-20121106-Style007v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIDSON-20121106-Style008v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIDSON-20121106-Style009v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIDSON-20121106-Style010v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIDSON-20121106-Style011v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIDSON-20121106-Style012v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIDSON-20121106-Style013v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIDSON-20121106-Style014v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIDSON-20121106-Style015v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIE-20121106-Style001v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUPLIN-20121106-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 4A,W. Douglas Parsons,,,NC District Court Judge District 4,William M. (Mac) Cameron III,,NC District Court Judge District 4,"Louis F. Foy, Jr.",,NC District Court Judge District 4,Carol A. Jones,,NC District Court Judge District 4,"James L. (Jim) Moore, Jr.",,NC District Court Judge District 4,Henry L. Stevens IV,,NC District Court Judge District 4,Leonard W. Thagard,,,,,,,,,,,,,,,,,,,
DUPLIN-20121106-Style002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 4A,W. Douglas Parsons,,,NC District Court Judge District 4,Leonard W. Thagard,,NC District Court Judge District 4,William M. (Mac) Cameron III,,NC District Court Judge District 4,"Louis F. Foy, Jr.",,NC District Court Judge District 4,Carol A. Jones,,NC District Court Judge District 4,"James L. (Jim) Moore, Jr.",,NC District Court Judge District 4,Henry L. Stevens IV,,,,,,,,,,,,,,,,,,,
DUPLIN-20121106-Style003.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 4A,W. Douglas Parsons,,,NC District Court Judge District 4,William M. (Mac) Cameron III,,NC District Court Judge District 4,"Louis F. Foy, Jr.",,NC District Court Judge District 4,Carol A. Jones,,NC District Court Judge District 4,"James L. (Jim) Moore, Jr.",,NC District Court Judge District 4,Henry L. Stevens IV,,NC District Court Judge District 4,Leonard W. Thagard,,,,,,,,,,,,,,,,,,,
DUPLIN-20121106-Style004.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 4A,W. Douglas Parsons,,,NC District Court Judge District 4,Leonard W. Thagard,,NC District Court Judge District 4,William M. (Mac) Cameron III,,NC District Court Judge District 4,"Louis F. Foy, Jr.",,NC District Court Judge District 4,Carol A. Jones,,NC District Court Judge District 4,"James L. (Jim) Moore, Jr.",,NC District Court Judge District 4,Henry L. Stevens IV,,,,,,,,,,,,,,,,,,,
DUPLIN-20121106-Style005.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 4A,W. Douglas Parsons,,,NC District Court Judge District 4,William M. (Mac) Cameron III,,NC District Court Judge District 4,"Louis F. Foy, Jr.",,NC District Court Judge District 4,Carol A. Jones,,NC District Court Judge District 4,"James L. (Jim) Moore, Jr.",,NC District Court Judge District 4,Henry L. Stevens IV,,NC District Court Judge District 4,Leonard W. Thagard,,,,,,,,,,,,,,,,,,,
DUPLIN-20121106-Style006.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 4A,W. Douglas Parsons,,,NC District Court Judge District 4,William M. (Mac) Cameron III,,NC District Court Judge District 4,"Louis F. Foy, Jr.",,NC District Court Judge District 4,Carol A. Jones,,NC District Court Judge District 4,"James L. (Jim) Moore, Jr.",,NC District Court Judge District 4,Henry L. Stevens IV,,NC District Court Judge District 4,Leonard W. Thagard,,,,,,,,,,,,,,,,,,,
DUPLIN-20121106-Style007.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 4A,W. Douglas Parsons,,,NC District Court Judge District 4,Leonard W. Thagard,,NC District Court Judge District 4,William M. (Mac) Cameron III,,NC District Court Judge District 4,"Louis F. Foy, Jr.",,NC District Court Judge District 4,Carol A. Jones,,NC District Court Judge District 4,"James L. (Jim) Moore, Jr.",,NC District Court Judge District 4,Henry L. Stevens IV,,,,,,,,,,,,,,,,,,,
DUPLIN-20121106-Style008.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 4A,W. Douglas Parsons,,,NC District Court Judge District 4,Leonard W. Thagard,,NC District Court Judge District 4,William M. (Mac) Cameron III,,NC District Court Judge District 4,"Louis F. Foy, Jr.",,NC District Court Judge District 4,Carol A. Jones,,NC District Court Judge District 4,"James L. (Jim) Moore, Jr.",,NC District Court Judge District 4,Henry L. Stevens IV,,,,,,,,,,,,,,,,,,,
DUPLIN-20121106-Style009.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 4A,W. Douglas Parsons,,,NC District Court Judge District 4,William M. (Mac) Cameron III,,NC District Court Judge District 4,"Louis F. Foy, Jr.",,NC District Court Judge District 4,Carol A. Jones,,NC District Court Judge District 4,"James L. (Jim) Moore, Jr.",,NC District Court Judge District 4,Henry L. Stevens IV,,NC District Court Judge District 4,Leonard W. Thagard,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style003.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style004.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style005.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style006.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style007.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style008.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style009.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 14A,Jim Dornfried,"Orlando F. Hudson, Jr.",,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style010.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 14A,Jim Dornfried,"Orlando F. Hudson, Jr.",,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style011.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 14A,Jim Dornfried,"Orlando F. Hudson, Jr.",,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style012.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 14A,Jim Dornfried,"Orlando F. Hudson, Jr.",,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style013.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 14A,Jim Dornfried,"Orlando F. Hudson, Jr.",,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style014.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style015.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style016.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style017.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style018.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style019.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style020.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style021.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style022.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style023.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style024.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 14A,Jim Dornfried,"Orlando F. Hudson, Jr.",,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20121106-Style025.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 14A,Jim Dornfried,"Orlando F. Hudson, Jr.",,NC District Court Judge District 14,William A. (Drew) Marsh II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDGECOMBE-20121106-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 7,John M. Britt,,,NC District Court Judge District 7,Anthony W. Brown,,NC District Court Judge District 7,John J. Covolo,,NC District Court Judge District 7,William C. Farris,,NC District Court Judge District 7,William G. (Bill) Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
EDGECOMBE-20121106-Style002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 7,John M. Britt,,,NC District Court Judge District 7,Anthony W. Brown,,NC District Court Judge District 7,John J. Covolo,,NC District Court Judge District 7,William C. Farris,,NC District Court Judge District 7,William G. (Bill) Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
EDGECOMBE-20121106-Style003.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 7,John M. Britt,,,NC District Court Judge District 7,Anthony W. Brown,,NC District Court Judge District 7,John J. Covolo,,NC District Court Judge District 7,William C. Farris,,NC District Court Judge District 7,William G. (Bill) Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
EDGECOMBE-20121106-Style004.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 7,John M. Britt,,,NC District Court Judge District 7,Anthony W. Brown,,NC District Court Judge District 7,John J. Covolo,,NC District Court Judge District 7,William C. Farris,,NC District Court Judge District 7,William G. (Bill) Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
EDGECOMBE-20121106-Style005.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 7,John M. Britt,,,NC District Court Judge District 7,Anthony W. Brown,,NC District Court Judge District 7,John J. Covolo,,NC District Court Judge District 7,William C. Farris,,NC District Court Judge District 7,William G. (Bill) Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
EDGECOMBE-20121106-Style006.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 7,John M. Britt,,,NC District Court Judge District 7,Anthony W. Brown,,NC District Court Judge District 7,John J. Covolo,,NC District Court Judge District 7,William C. Farris,,NC District Court Judge District 7,William G. (Bill) Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
EDGECOMBE-20121106-Style007.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 7,John M. Britt,,,NC District Court Judge District 7,Anthony W. Brown,,NC District Court Judge District 7,John J. Covolo,,NC District Court Judge District 7,William C. Farris,,NC District Court Judge District 7,William G. (Bill) Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
EDGECOMBE-20121106-Style008.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 7,John M. Britt,,,NC District Court Judge District 7,Anthony W. Brown,,NC District Court Judge District 7,John J. Covolo,,NC District Court Judge District 7,William C. Farris,,NC District Court Judge District 7,William G. (Bill) Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
EDGECOMBE-20121106-Style009.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 7,John M. Britt,,,NC District Court Judge District 7,Anthony W. Brown,,NC District Court Judge District 7,John J. Covolo,,NC District Court Judge District 7,William C. Farris,,NC District Court Judge District 7,William G. (Bill) Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
EDGECOMBE-20121106-Style010.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 7,John M. Britt,,,NC District Court Judge District 7,Anthony W. Brown,,NC District Court Judge District 7,John J. Covolo,,NC District Court Judge District 7,William C. Farris,,NC District Court Judge District 7,William G. (Bill) Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
EDGECOMBE-20121106-Style011.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 7,John M. Britt,,,NC District Court Judge District 7,Anthony W. Brown,,NC District Court Judge District 7,John J. Covolo,,NC District Court Judge District 7,William C. Farris,,NC District Court Judge District 7,William G. (Bill) Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20121106-Style001v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 21,Camille Banks-Payne,,,NC District Court Judge District 21,Amy Allred,David Sipprell,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,William Graham,,NC District Court Judge District 21,Laurie L. Hutchins,,NC District Court Judge District 21,William B. Reingold,,NC District Court Judge District 21,Andrew Keever,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,,,,
FORSYTH-20121106-Style002v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 21,Camille Banks-Payne,,,NC District Court Judge District 21,Amy Allred,David Sipprell,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,William Graham,,NC District Court Judge District 21,Laurie L. Hutchins,,NC District Court Judge District 21,William B. Reingold,,NC District Court Judge District 21,Andrew Keever,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,,,,
FORSYTH-20121106-Style003v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 21,Camille Banks-Payne,,,NC District Court Judge District 21,Amy Allred,David Sipprell,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,William Graham,,NC District Court Judge District 21,Laurie L. Hutchins,,NC District Court Judge District 21,William B. Reingold,,NC District Court Judge District 21,Andrew Keever,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,,,,
FORSYTH-20121106-Style004v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 21,Camille Banks-Payne,,,NC District Court Judge District 21,Amy Allred,David Sipprell,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,William Graham,,NC District Court Judge District 21,Laurie L. Hutchins,,NC District Court Judge District 21,William B. Reingold,,NC District Court Judge District 21,Andrew Keever,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,,,,
FORSYTH-20121106-Style005v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 21,Camille Banks-Payne,,,NC District Court Judge District 21,Amy Allred,David Sipprell,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,William Graham,,NC District Court Judge District 21,Laurie L. Hutchins,,NC District Court Judge District 21,William B. Reingold,,NC District Court Judge District 21,Andrew Keever,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,,,,
FORSYTH-20121106-Style006v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 21,Camille Banks-Payne,,,NC District Court Judge District 21,Amy Allred,David Sipprell,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,William Graham,,NC District Court Judge District 21,Laurie L. Hutchins,,NC District Court Judge District 21,William B. Reingold,,NC District Court Judge District 21,Andrew Keever,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,,,,
FORSYTH-20121106-Style007v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 21B,David L. Hall,,,NC District Court Judge District 21,Camille Banks-Payne,,NC District Court Judge District 21,Amy Allred,David Sipprell,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,William Graham,,NC District Court Judge District 21,Laurie L. Hutchins,,NC District Court Judge District 21,William B. Reingold,,NC District Court Judge District 21,Andrew Keever,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,
FORSYTH-20121106-Style008v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 21B,David L. Hall,,,NC District Court Judge District 21,Camille Banks-Payne,,NC District Court Judge District 21,Amy Allred,David Sipprell,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,William Graham,,NC District Court Judge District 21,Laurie L. Hutchins,,NC District Court Judge District 21,William B. Reingold,,NC District Court Judge District 21,Andrew Keever,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,
FORSYTH-20121106-Style009v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 21B,David L. Hall,,,NC District Court Judge District 21,Camille Banks-Payne,,NC District Court Judge District 21,Amy Allred,David Sipprell,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,William Graham,,NC District Court Judge District 21,Laurie L. Hutchins,,NC District Court Judge District 21,William B. Reingold,,NC District Court Judge District 21,Andrew Keever,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,
FORSYTH-20121106-Style010v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 21B,David L. Hall,,,NC District Court Judge District 21,Camille Banks-Payne,,NC District Court Judge District 21,Amy Allred,David Sipprell,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,William Graham,,NC District Court Judge District 21,Laurie L. Hutchins,,NC District Court Judge District 21,William B. Reingold,,NC District Court Judge District 21,Andrew Keever,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,
FORSYTH-20121106-Style011v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 21B,David L. Hall,,,NC District Court Judge District 21,Camille Banks-Payne,,NC District Court Judge District 21,Amy Allred,David Sipprell,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,William Graham,,NC District Court Judge District 21,Laurie L. Hutchins,,NC District Court Judge District 21,William B. Reingold,,NC District Court Judge District 21,Andrew Keever,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,
FORSYTH-20121106-Style012v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 21B,David L. Hall,,,NC District Court Judge District 21,Camille Banks-Payne,,NC District Court Judge District 21,Amy Allred,David Sipprell,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,William Graham,,NC District Court Judge District 21,Laurie L. Hutchins,,NC District Court Judge District 21,William B. Reingold,,NC District Court Judge District 21,Andrew Keever,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,
FORSYTH-20121106-Style013v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 21B,David L. Hall,,,NC District Court Judge District 21,Camille Banks-Payne,,NC District Court Judge District 21,Amy Allred,David Sipprell,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,William Graham,,NC District Court Judge District 21,Laurie L. Hutchins,,NC District Court Judge District 21,William B. Reingold,,NC District Court Judge District 21,Andrew Keever,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,
FORSYTH-20121106-Style014v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 21,Camille Banks-Payne,,,NC District Court Judge District 21,Amy Allred,David Sipprell,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,William Graham,,NC District Court Judge District 21,Laurie L. Hutchins,,NC District Court Judge District 21,William B. Reingold,,NC District Court Judge District 21,Andrew Keever,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,,,,
