pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,candidate8_2,office9,candidate9_1,candidate9_2,office10,candidate10_1,candidate10_2,office11,candidate11_1,candidate11_2,office12,candidate12_1,candidate12_2,office13,candidate13_1,candidate13_2
ROWAN-20121106-Style042-NORTH_WARD.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 19C,Marshall Bickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROWAN-20121106-Style043-MILFORD_HILLS_CITY.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 19C,Marshall Bickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROWAN-20121106-Style044-WEST_WARD_3.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 19C,Marshall Bickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROWAN-20121106-Style045-WEST_ENOCHVILLE.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 19C,Marshall Bickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROWAN-20121106-Style046-ELLIS.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 19C,Marshall Bickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUTHERFORD-20121106-Style001v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 29A,Deborah Burgin,Tommy Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMPSON-20121106-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 4A,W. Douglas Parsons,,,NC District Court Judge District 4,William M. (Mac) Cameron III,,NC District Court Judge District 4,"Louis F. Foy, Jr.",,NC District Court Judge District 4,Carol A. Jones,,NC District Court Judge District 4,"James L. (Jim) Moore, Jr.",,NC District Court Judge District 4,Henry L. Stevens IV,,NC District Court Judge District 4,Leonard W. Thagard,,,,,,,,,,,,,,,,,,,
SAMPSON-20121106-Style002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 4A,W. Douglas Parsons,,,NC District Court Judge District 4,William M. (Mac) Cameron III,,NC District Court Judge District 4,"Louis F. Foy, Jr.",,NC District Court Judge District 4,Carol A. Jones,,NC District Court Judge District 4,"James L. (Jim) Moore, Jr.",,NC District Court Judge District 4,Henry L. Stevens IV,,NC District Court Judge District 4,Leonard W. Thagard,,,,,,,,,,,,,,,,,,,
SAMPSON-20121106-Style003.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 4A,W. Douglas Parsons,,,NC District Court Judge District 4,William M. (Mac) Cameron III,,NC District Court Judge District 4,"Louis F. Foy, Jr.",,NC District Court Judge District 4,Carol A. Jones,,NC District Court Judge District 4,"James L. (Jim) Moore, Jr.",,NC District Court Judge District 4,Henry L. Stevens IV,,NC District Court Judge District 4,Leonard W. Thagard,,,,,,,,,,,,,,,,,,,
SAMPSON-20121106-Style004.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 4A,W. Douglas Parsons,,,NC District Court Judge District 4,William M. (Mac) Cameron III,,NC District Court Judge District 4,"Louis F. Foy, Jr.",,NC District Court Judge District 4,Carol A. Jones,,NC District Court Judge District 4,"James L. (Jim) Moore, Jr.",,NC District Court Judge District 4,Henry L. Stevens IV,,NC District Court Judge District 4,Leonard W. Thagard,,,,,,,,,,,,,,,,,,,
SAMPSON-20121106-Style005.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 4A,W. Douglas Parsons,,,NC District Court Judge District 4,William M. (Mac) Cameron III,,NC District Court Judge District 4,"Louis F. Foy, Jr.",,NC District Court Judge District 4,Carol A. Jones,,NC District Court Judge District 4,"James L. (Jim) Moore, Jr.",,NC District Court Judge District 4,Henry L. Stevens IV,,NC District Court Judge District 4,Leonard W. Thagard,,,,,,,,,,,,,,,,,,,
SAMPSON-20121106-Style006.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC Superior Court Judge District 4A,W. Douglas Parsons,,,NC District Court Judge District 4,William M. (Mac) Cameron III,,NC District Court Judge District 4,"Louis F. Foy, Jr.",,NC District Court Judge District 4,Carol A. Jones,,NC District Court Judge District 4,"James L. (Jim) Moore, Jr.",,NC District Court Judge District 4,Henry L. Stevens IV,,NC District Court Judge District 4,Leonard W. Thagard,,,,,,,,,,,,,,,,,,,
SCOTLAND-20121106-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 16A,"John J. Horne, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOTLAND-20121106-Style002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 16A,"John J. Horne, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STANLY-20121106-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20A,John R. Nance,Lisa Blue Thacker,,NC District Court Judge District 20A,Amanda L. (Amy) Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STOKES-20121106-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 17B,William F. (Bill) Southern III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURRY-20121106-Style001v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 17B,William F. (Bill) Southern III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURRY-20121106-Style002v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 17B,William F. (Bill) Southern III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURRY-20121106-Style003v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 17B,William F. (Bill) Southern III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURRY-20121106-Style004v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 17B,William F. (Bill) Southern III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWAIN-20121106-Style001-ALARKA.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWAIN-20121106-Style002-ALMOND.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWAIN-20121106-Style003-BC1.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWAIN-20121106-Style004-BC2.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWAIN-20121106-Style005-WHCH.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWAIN-20121106-Style006-WHCH.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSYLVANIA-20121106-Style001-BREVARD_1v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 29B,"Thomas McAvoy (Mack) Brittain, Jr.",,,NC District Court Judge District 29B,Athena F. Brooks,,NC District Court Judge District 29B,William Cathey,Emily Cowan,NC District Court Judge District 29B,Robin L. Bowen,Peter Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSYLVANIA-20121106-Style002-BREVARD_2v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 29B,"Thomas McAvoy (Mack) Brittain, Jr.",,,NC District Court Judge District 29B,Athena F. Brooks,,NC District Court Judge District 29B,William Cathey,Emily Cowan,NC District Court Judge District 29B,Robin L. Bowen,Peter Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSYLVANIA-20121106-Style003-BREVARD_3v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 29B,"Thomas McAvoy (Mack) Brittain, Jr.",,,NC District Court Judge District 29B,Athena F. Brooks,,NC District Court Judge District 29B,William Cathey,Emily Cowan,NC District Court Judge District 29B,Robin L. Bowen,Peter Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSYLVANIA-20121106-Style004-BREVARD_4v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 29B,"Thomas McAvoy (Mack) Brittain, Jr.",,,NC District Court Judge District 29B,Athena F. Brooks,,NC District Court Judge District 29B,William Cathey,Emily Cowan,NC District Court Judge District 29B,Robin L. Bowen,Peter Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSYLVANIA-20121106-Style005-BOYDv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 29B,"Thomas McAvoy (Mack) Brittain, Jr.",,,NC District Court Judge District 29B,Athena F. Brooks,,NC District Court Judge District 29B,William Cathey,Emily Cowan,NC District Court Judge District 29B,Robin L. Bowen,Peter Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSYLVANIA-20121106-Style006-CATHEYS_CREEKv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 29B,"Thomas McAvoy (Mack) Brittain, Jr.",,,NC District Court Judge District 29B,Athena F. Brooks,,NC District Court Judge District 29B,William Cathey,Emily Cowan,NC District Court Judge District 29B,Robin L. Bowen,Peter Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSYLVANIA-20121106-Style007-CEDAR_MOUNTAINv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 29B,"Thomas McAvoy (Mack) Brittain, Jr.",,,NC District Court Judge District 29B,Athena F. Brooks,,NC District Court Judge District 29B,William Cathey,Emily Cowan,NC District Court Judge District 29B,Robin L. Bowen,Peter Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSYLVANIA-20121106-Style008-DUNNS_ROCKv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 29B,"Thomas McAvoy (Mack) Brittain, Jr.",,,NC District Court Judge District 29B,Athena F. Brooks,,NC District Court Judge District 29B,William Cathey,Emily Cowan,NC District Court Judge District 29B,Robin L. Bowen,Peter Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSYLVANIA-20121106-Style009-EAST_FORKv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 29B,"Thomas McAvoy (Mack) Brittain, Jr.",,,NC District Court Judge District 29B,Athena F. Brooks,,NC District Court Judge District 29B,William Cathey,Emily Cowan,NC District Court Judge District 29B,Robin L. Bowen,Peter Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSYLVANIA-20121106-Style010-LITTLE_RIVERv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 29B,"Thomas McAvoy (Mack) Brittain, Jr.",,,NC District Court Judge District 29B,Athena F. Brooks,,NC District Court Judge District 29B,William Cathey,Emily Cowan,NC District Court Judge District 29B,Robin L. Bowen,Peter Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSYLVANIA-20121106-Style011-PISGAH_FORESTv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 29B,"Thomas McAvoy (Mack) Brittain, Jr.",,,NC District Court Judge District 29B,Athena F. Brooks,,NC District Court Judge District 29B,William Cathey,Emily Cowan,NC District Court Judge District 29B,Robin L. Bowen,Peter Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSYLVANIA-20121106-Style012-ROSMAN_EASTATOEv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 29B,"Thomas McAvoy (Mack) Brittain, Jr.",,,NC District Court Judge District 29B,Athena F. Brooks,,NC District Court Judge District 29B,William Cathey,Emily Cowan,NC District Court Judge District 29B,Robin L. Bowen,Peter Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSYLVANIA-20121106-Style013-TC1v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 29B,"Thomas McAvoy (Mack) Brittain, Jr.",,,NC District Court Judge District 29B,Athena F. Brooks,,NC District Court Judge District 29B,William Cathey,Emily Cowan,NC District Court Judge District 29B,Robin L. Bowen,Peter Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSYLVANIA-20121106-Style014-TC1v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 29B,"Thomas McAvoy (Mack) Brittain, Jr.",,,NC District Court Judge District 29B,Athena F. Brooks,,NC District Court Judge District 29B,William Cathey,Emily Cowan,NC District Court Judge District 29B,Robin L. Bowen,Peter Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSYLVANIA-20121106-Style015-TC7v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 29B,"Thomas McAvoy (Mack) Brittain, Jr.",,,NC District Court Judge District 29B,Athena F. Brooks,,NC District Court Judge District 29B,William Cathey,Emily Cowan,NC District Court Judge District 29B,Robin L. Bowen,Peter Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSYLVANIA-20121106-Style016-TC7v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 29B,"Thomas McAvoy (Mack) Brittain, Jr.",,,NC District Court Judge District 29B,Athena F. Brooks,,NC District Court Judge District 29B,William Cathey,Emily Cowan,NC District Court Judge District 29B,Robin L. Bowen,Peter Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSYLVANIA-20121106-Style017-TC7v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 29B,"Thomas McAvoy (Mack) Brittain, Jr.",,,NC District Court Judge District 29B,Athena F. Brooks,,NC District Court Judge District 29B,William Cathey,Emily Cowan,NC District Court Judge District 29B,Robin L. Bowen,Peter Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSYLVANIA-20121106-Style018-WILLIAMSON_CREEKv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 29B,"Thomas McAvoy (Mack) Brittain, Jr.",,,NC District Court Judge District 29B,Athena F. Brooks,,NC District Court Judge District 29B,William Cathey,Emily Cowan,NC District Court Judge District 29B,Robin L. Bowen,Peter Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRRELL-20121106-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 2,Michael A. Paul,,,NC District Court Judge District 2,Chris McLendon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style001v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20B,Hunt Gwyn,,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style002v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style003v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20B,Hunt Gwyn,,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style004v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style005v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style006v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style007v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style008v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20B,Hunt Gwyn,,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style009v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style010v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style011v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style012v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20B,Hunt Gwyn,,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style013v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20B,Hunt Gwyn,,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style014v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style015v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style016v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20B,Hunt Gwyn,,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style017v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style018v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style019v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style020v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style021v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style022v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style023v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style024v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style025v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style026v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style027v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style028v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20121106-Style029v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 20C,Stephen Vincent Higdon,Althea Richardson-Tucke,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,Sherryl West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
