pdf_file,pdf_url
ALAMANCE-20151103-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
ALAMANCE-20151103-Style002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
ALAMANCE-20151103-Style003.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
ALAMANCE-20151103-Style004.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
ALAMANCE-20151103-Style005.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
ALAMANCE-20151103-Style006.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
ALAMANCE-20151103-Style007.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
ALAMANCE-20151103-Style008.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
ALAMANCE-20151103-Style009.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
ALAMANCE-20151103-Style010.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
ALEXANDER-20151103-Style001-TAYLORSVILLE_1_4_5.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
ALEXANDER-20151103-Style002-TAYLORSVILLE_1_4_5.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
ALEXANDER-20151103-Style003-TAYLORSVILLE_1_4_5.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
ALEXANDER-20151103-Style004-TAYLORSVILLE_2_3.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
ALEXANDER-20151103-Style005-TAYLORSVILLE_2_3.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
ALLEGHANY-20151103-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
ANSON-20151103-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
ANSON-20151103-Style002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
ANSON-20151103-Style003.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
ANSON-20151103-Style004.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
ANSON-20151103-Style005.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
ANSON-20151103-Style006.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
ANSON-20151103-Style007.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2015-11-03.zip
