pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,candidate1_4,candidate1_5,office2,candidate2_1,candidate2_2,candidate2_3,candidate2_4,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,candidate8_2,office9,candidate9_1,candidate9_2,office10,candidate10_1,candidate10_2,office11,candidate11_1,candidate11_2
GRANVILLE-20141104-Style037-WEST_OXFORD_ELEM.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENE-20141104-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 8,Beth Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENE-20141104-Style002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 8,Beth Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENE-20141104-Style003.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 8,Beth Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENE-20141104-Style004.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 8,Beth Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style001v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style002v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style003v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style004v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style005v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style006v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style007v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style008v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style009v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style010v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style011v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style012v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style013v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style014v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style015v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style016v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style017v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style018v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style019v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style020v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style021v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style022v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style023v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style024v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style025v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style026v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style027v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style028v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style029v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style030v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style031v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style032v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style033v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style034v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style035v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style036v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style037v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style038v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style039v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style040v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style041v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style042v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style043v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style044v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style045v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style046v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style047v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style048v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style049v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style050v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style051v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style052v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style053v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style054v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style055v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style056v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style057v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style058v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style059v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style060v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 18C,Stuart Albright,,,,,NC District Court Judge District 18,Wendy M. Enochs,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style061v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style062v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style063v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style064v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style065v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style066v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style067v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style068v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style069v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style070v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style071v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style072v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style073v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style074v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style075v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style076v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style077v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style078v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style079v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style080v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20141104-Style081v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 18,Wendy M. Enochs,,,,,NC District Court Judge District 18,"H. Thomas (Tom) Jarrell, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
