pdf_file,pdf_url
HAYWOOD-20211102-SAMPLE-E-N0003-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/HAYWOOD-20211102-SAMPLE-E-N0003-NON.pdf
BEAUFORT-20211102-SAMPLE-E-N0004-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/BEAUFORT-20211102-SAMPLE-E-N0004-NON.pdf
DAVIE-20211102-SAMPLE-E-N0003-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/DAVIE-20211102-SAMPLE-E-N0003-NON.pdf
ALAMANCE-20211102-SAMPLE-E-N0003-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/ALAMANCE-20211102-SAMPLE-E-N0003-NON.pdf
HALIFAX-20211102-SAMPLE-U-N0008-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/HALIFAX-20211102-SAMPLE-U-N0008-NON.pdf
BERTIE-20211102-SAMPLE-E-N0007-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/BERTIE-20211102-SAMPLE-E-N0007-NON.pdf
WAKE-20211102-SAMPLE-U-N0009-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/WAKE-20211102-SAMPLE-U-N0009-NON.pdf
ORANGE-20211102-SAMPLE-U-N0005-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/ORANGE-20211102-SAMPLE-U-N0005-NON.pdf
DARE-20211102-SAMPLE-U-N0004-MANTEO-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/DARE-20211102-SAMPLE-U-N0004-MANTEO-NON.pdf
FORSYTH-20211102-SAMPLE-E-N0001-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/FORSYTH-20211102-SAMPLE-E-N0001-NON.pdf
FORSYTH-20211102-SAMPLE-E-N0011-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/FORSYTH-20211102-SAMPLE-E-N0011-NON.pdf
MARTIN-20211102-SAMPLE-E-N0006-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/MARTIN-20211102-SAMPLE-E-N0006-NON.pdf
CABARRUS-20211102-SAMPLE-E-N0004-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/CABARRUS-20211102-SAMPLE-E-N0004-NON.pdf
BUNCOMBE-20211102-SAMPLE-E-N0002-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/BUNCOMBE-20211102-SAMPLE-E-N0002-NON.pdf
MECKLENBURG-20211102-SAMPLE-E-N0006-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/MECKLENBURG-20211102-SAMPLE-E-N0006-NON.pdf
PITT-20211102-SAMPLE-U-N0003-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/PITT-20211102-SAMPLE-U-N0003-NON.pdf
AVERY-20211102-SAMPLE-E-N0006-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/AVERY-20211102-SAMPLE-E-N0006-NON.pdf
CALDWELL-20211102-SAMPLE-E-N0003-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/CALDWELL-20211102-SAMPLE-E-N0003-NON.pdf
HALIFAX-20211102-SAMPLE-U-N0001-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/HALIFAX-20211102-SAMPLE-U-N0001-NON.pdf
WAKE-20211102-SAMPLE-U-N0010-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/WAKE-20211102-SAMPLE-U-N0010-NON.pdf
FORSYTH-20211102-SAMPLE-E-N0027-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/FORSYTH-20211102-SAMPLE-E-N0027-NON.pdf
FORSYTH-20211102-SAMPLE-E-N0037-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/FORSYTH-20211102-SAMPLE-E-N0037-NON.pdf
NORTHAMPTON-20211102-SAMPLE-U-N0006-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/NORTHAMPTON-20211102-SAMPLE-U-N0006-NON.pdf
ONSLOW-20211102-SAMPLE-V-M0005-HR17_-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/ONSLOW-20211102-SAMPLE-V-M0005-HR17_-NON.pdf
MOORE-20211102-SAMPLE-U-N0004-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/MOORE-20211102-SAMPLE-U-N0004-NON.pdf
WAYNE-20211102-SAMPLE-E-N0007-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2021-11-02/WAYNE-20211102-SAMPLE-E-N0007-NON.pdf
