pdf_file,pdf_url
DUPLIN-20171107-Style007-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2017-11-07/DUPLIN-20171107-Style007-GEN.pdf
RUTHERFORD-20171107-Style005-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2017-11-07/RUTHERFORD-20171107-Style005-GEN.pdf
ROWAN-20171107-Style003-CLEVELAND-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2017-11-07/ROWAN-20171107-Style003-CLEVELAND-GEN.pdf
MECKLENBURG-20171107-Style017-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2017-11-07/MECKLENBURG-20171107-Style017-GEN.pdf
ANSON-20171107-Style004-POLKTON-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2017-11-07/ANSON-20171107-Style004-POLKTON-GEN.pdf
MECKLENBURG-20171107-Style007-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2017-11-07/MECKLENBURG-20171107-Style007-GEN.pdf
GRAHAM-20171107-Style003-TAPOCO-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2017-11-07/GRAHAM-20171107-Style003-TAPOCO-GEN.pdf
ONSLOW-20171107-Style005-FS16-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2017-11-07/ONSLOW-20171107-Style005-FS16-GEN.pdf
HOKE-20171107-Style004-RAEFORD_5-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2017-11-07/HOKE-20171107-Style004-RAEFORD_5-GEN.pdf
FORSYTH-20171107-Style019-066-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2017-11-07/FORSYTH-20171107-Style019-066-GEN.pdf
WAKE-20171107-Style015-NON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2017-11-07/WAKE-20171107-Style015-NON.pdf
FORSYTH-20171107-Style038-132-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2017-11-07/FORSYTH-20171107-Style038-132-GEN.pdf
EDGECOMBE-20171107-Style012-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2017-11-07/EDGECOMBE-20171107-Style012-GEN.pdf
SCOTLAND-20171107-Style006-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2017-11-07/SCOTLAND-20171107-Style006-GEN.pdf
EDGECOMBE-20171107-Style002-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2017-11-07/EDGECOMBE-20171107-Style002-GEN.pdf
DAVIDSON-20171107-Style015-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2017-11-07/DAVIDSON-20171107-Style015-GEN.pdf
DAVIDSON-20171107-Style005-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2017-11-07/DAVIDSON-20171107-Style005-GEN.pdf
