pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,candidate1_4,candidate1_5,office2,candidate2_1,candidate2_2,candidate2_3,candidate2_4,candidate2_5,office3,candidate3_1,candidate3_2,candidate3_3,candidate3_4,candidate3_5,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,candidate8_2,office9,candidate9_1,candidate9_2
NASH-20181106-Style004-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/NASH-20181106-Style004-GEN.pdf,NC Superior Court Judge District 7A Seat 1,Quentin T. Sumner,,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
NASH-20181106-Style014-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/NASH-20181106-Style014-GEN.pdf,NC Superior Court Judge District 7A Seat 1,Quentin T. Sumner,,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
WILSON-20181106-Style039-WILSON_D-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WILSON-20181106-Style039-WILSON_D-GEN.pdf,NC Superior Court Judge District 7B Seat 1,Lamont Wiggins,,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20181106-Style003-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/DURHAM-20181106-Style003-GEN.pdf,NC Superior Court Judge District 14B Seat 1,"James E. (Jim) Hardin, Jr.",,,,,NC Superior Court Judge District 14B Seat 2,Michael O'Foghludha,,,,,NC Superior Court Judge District 14B Seat 3,Josephine Kerr Davis,Dawn Baxton,,,,NC District Court Judge District 14 Seat 1,Dave Hall,"Fred Battaglia, Jr.",NC District Court Judge District 14 Seat 2,Doretta L. Walker,,NC District Court Judge District 14 Seat 3,Pat Evans,,NC District Court Judge District 14 Seat 4,Brian C. Wilks,,NC District Court Judge District 14 Seat 5,James T. (Jim) Hill,Clayton Jones,NC District Court Judge District 14 Seat 6,Amanda Maris,
DURHAM-20181106-Style013-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/DURHAM-20181106-Style013-GEN.pdf,NC Superior Court Judge District 14B Seat 1,"James E. (Jim) Hardin, Jr.",,,,,NC Superior Court Judge District 14B Seat 2,Michael O'Foghludha,,,,,NC Superior Court Judge District 14B Seat 3,Josephine Kerr Davis,Dawn Baxton,,,,NC District Court Judge District 14 Seat 1,Dave Hall,"Fred Battaglia, Jr.",NC District Court Judge District 14 Seat 2,Doretta L. Walker,,NC District Court Judge District 14 Seat 3,Pat Evans,,NC District Court Judge District 14 Seat 4,Brian C. Wilks,,NC District Court Judge District 14 Seat 5,James T. (Jim) Hill,Clayton Jones,NC District Court Judge District 14 Seat 6,Amanda Maris,
WILSON-20181106-Style047-WILSON_E-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WILSON-20181106-Style047-WILSON_E-GEN.pdf,NC Superior Court Judge District 7C Seat 1,"Walter H. Godwin, Jr.",,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
MARTIN-20181106-Style004-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MARTIN-20181106-Style004-GEN.pdf,NC Superior Court Judge District 2 Seat 1,"Wayland J. Sermons, Jr.",,,,,NC District Court Judge District 2 Seat 1,Sarah A. Homes,"Darrell B. Cayton, Jr.",,,,NC District Court Judge District 2 Seat 2,Regina R. Parker,,,,,,,,,,,,,,,,,,,,,,
ONSLOW-20181106-Style014-JA01-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ONSLOW-20181106-Style014-JA01-GEN.pdf,NC Superior Court Judge District 4 Seat 1,"Albert D. Kirby, Jr.",Henry L. Stevens IV,,,,NC District Court Judge District 4 Seat 1,Paul A. Hardison,,,,,NC District Court Judge District 4 Seat 2,Sarah C. Seaton,,,,,,,,,,,,,,,,,,,,,,
JONES-20181106-Style006-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/JONES-20181106-Style006-GEN.pdf,NC Superior Court Judge District 4 Seat 1,"Albert D. Kirby, Jr.",Henry L. Stevens IV,,,,NC District Court Judge District 4 Seat 1,Paul A. Hardison,,,,,NC District Court Judge District 4 Seat 2,Sarah C. Seaton,,,,,,,,,,,,,,,,,,,,,,
WAKE-20181106-Style003-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WAKE-20181106-Style003-GEN.pdf,NC Superior Court Judge District 10D Seat 1,Keith Gregory,Matt Van Sickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBESON-20181106-Style072-RED_SPRINGS-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROBESON-20181106-Style072-RED_SPRINGS-GEN.pdf,NC District Court Judge District 16B Seat 1,Brooke Locklear Clark,,,,,NC District Court Judge District 16B Seat 2,"Jack Moody, Jr.",Vanessa Burton,,,,NC District Court Judge District 16B Seat 3,Angelica Chavis McIntyre,Dale Deese,,,,,,,,,,,,,,,,,,,,,
WAKE-20181106-Style013-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WAKE-20181106-Style013-GEN.pdf,NC Superior Court Judge District 10B Seat 1,"Vince Rozier, Jr.",,,,,NC District Court Judge District 10E Seat 1,Ms. Sam Hamadani,,,,,NC District Court Judge District 10E Seat 2,Louis Meyer,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20181106-Style041-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MECKLENBURG-20181106-Style041-GEN.pdf,NC Superior Court Judge District 26E Seat 1,Donnie Hoover,,,,,NC District Court Judge District 26E Seat 1,Paige McThenia,,,,,NC District Court Judge District 26E Seat 2,Regan A. Miller,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20181106-Style051-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MECKLENBURG-20181106-Style051-GEN.pdf,NC District Court Judge District 26A Seat 1,Michael J. Stading,Alicia D. Brooks,,,,NC District Court Judge District 26A Seat 2,Paulina N. Havelka,"Donald Cureton, Jr.",,,,NC District Court Judge District 26A Seat 3,Sean Smith,Sabrina Blain,,,,,,,,,,,,,,,,,,,,,
CATAWBA-20181106-Style046-SWEETWATER-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CATAWBA-20181106-Style046-SWEETWATER-GEN.pdf,NC Superior Court Judge District 25B Seat 1,Nathaniel (Nathan) J. Poovey,,,,,NC District Court Judge District 25 Seat 1,David W. Aycock,,,,,NC District Court Judge District 25 Seat 2,Wes W. Barkley,,,,,NC District Court Judge District 25 Seat 3,Sherri Wilson Elliott,,NC District Court Judge District 25 Seat 4,"Robert A. Mullinax, Jr.",,NC District Court Judge District 25 Seat 5,Amy Sigmon Walker,Scott M. Cranford,NC District Court Judge District 25 Seat 6,Clifton H. Smith,,NC District Court Judge District 25 Seat 7,Mark L. Killian,,,,
GRANVILLE-20181106-Style001-ANTIOCH-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/GRANVILLE-20181106-Style001-ANTIOCH-GEN.pdf,NC Superior Court Judge District 9 Seat 1,Steven E. Hight,Paul Ross,Lawrence Tickle,John Dunlow,,NC Superior Court Judge District 9 Seat 2,Cindy Sturges,Mitchell Styers,Carolyn J. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20181106-Style025-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WAKE-20181106-Style025-GEN.pdf,NC Superior Court Judge District 10B Seat 1,"Vince Rozier, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILSON-20181106-Style034-WILSON_B-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WILSON-20181106-Style034-WILSON_B-GEN.pdf,NC Superior Court Judge District 7B Seat 1,Lamont Wiggins,,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
ROBESON-20181106-Style063-SMYRNA-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROBESON-20181106-Style063-SMYRNA-GEN.pdf,NC District Court Judge District 16B Seat 1,Brooke Locklear Clark,,,,,NC District Court Judge District 16B Seat 2,"Jack Moody, Jr.",Vanessa Burton,,,,NC District Court Judge District 16B Seat 3,Angelica Chavis McIntyre,Dale Deese,,,,,,,,,,,,,,,,,,,,,
WAKE-20181106-Style035-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WAKE-20181106-Style035-GEN.pdf,NC Superior Court Judge District 10D Seat 1,Keith Gregory,Matt Van Sickle,,,,NC District Court Judge District 10F Seat 1,Kris D. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURRY-20181106-Style003-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/SURRY-20181106-Style003-GEN.pdf,NC District Court Judge District 17B Seat 1,"Spencer G. Key, Jr.",,,,,NC District Court Judge District 17B Seat 2,Gretchen Hollar Kirkman,Tom Langan,,,,NC District Court Judge District 17B Seat 3,Marion M. Boone,,,,,,,,,,,,,,,,,,,,,,
SWAIN-20181106-Style005-WHCH-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/SWAIN-20181106-Style005-WHCH-GEN.pdf,NC District Court Judge District 30 Seat 1,Donna Forga,,,,,NC District Court Judge District 30 Seat 2,Leo J. Phillips,Kristina L. Earwood,,,,NC District Court Judge District 30 Seat 3,Roy Wijewickrama,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20181106-Style067-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MECKLENBURG-20181106-Style067-GEN.pdf,NC Superior Court Judge District 26C Seat 1,Reggie E. McKnight,George Bell,Howard L. Clark III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCDOWELL-20181106-Style010-MARION_3-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MCDOWELL-20181106-Style010-MARION_3-GEN.pdf,NC District Court Judge District 29A Seat 1,Robert K. Martelle,,,,,NC District Court Judge District 29A Seat 2,Corey J. MacKinnon,Randy Pool,,,,NC District Court Judge District 29A Seat 3,Laura Anne Powell,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20181106-Style077-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MECKLENBURG-20181106-Style077-GEN.pdf,NC Superior Court Judge District 26C Seat 1,Reggie E. McKnight,George Bell,Howard L. Clark III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBESON-20181106-Style006-BURNT_SWAMP-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROBESON-20181106-Style006-BURNT_SWAMP-GEN.pdf,NC District Court Judge District 16B Seat 1,Brooke Locklear Clark,,,,,NC District Court Judge District 16B Seat 2,"Jack Moody, Jr.",Vanessa Burton,,,,NC District Court Judge District 16B Seat 3,Angelica Chavis McIntyre,Dale Deese,,,,,,,,,,,,,,,,,,,,,
HERTFORD-20181106-Style008-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/HERTFORD-20181106-Style008-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASWELL-20181106-Style004-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CASWELL-20181106-Style004-GEN.pdf,NC District Court Judge District 17A Seat 1,Chris Freeman,,,,,NC District Court Judge District 17A Seat 2,Christine Fields Strader,,,,,NC District Court Judge District 17A Seat 3,Mike Gentry,Gabriel E. (Gabe) Zeller,Erica Standfield Brandon,,,,,,,,,,,,,,,,,,,,
YANCEY-20181106-Style006-JACKS_CREEK-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/YANCEY-20181106-Style006-JACKS_CREEK-GEN.pdf,NC Superior Court Judge District 24 Seat 1,Gary Gavenus,,,,,NC District Court Judge District 24 Seat 1,Larry Leake,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBESON-20181106-Style070-WHITEHOUSE-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROBESON-20181106-Style070-WHITEHOUSE-GEN.pdf,NC District Court Judge District 16B Seat 1,Brooke Locklear Clark,,,,,NC District Court Judge District 16B Seat 2,"Jack Moody, Jr.",Vanessa Burton,,,,NC District Court Judge District 16B Seat 3,Angelica Chavis McIntyre,Dale Deese,,,,,,,,,,,,,,,,,,,,,
WILSON-20181106-Style054-WILSON_I-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WILSON-20181106-Style054-WILSON_I-GEN.pdf,NC Superior Court Judge District 7C Seat 1,"Walter H. Godwin, Jr.",,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
BEAUFORT-20181106-Style005-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/BEAUFORT-20181106-Style005-GEN.pdf,NC Superior Court Judge District 2 Seat 1,"Wayland J. Sermons, Jr.",,,,,NC District Court Judge District 2 Seat 1,Sarah A. Homes,"Darrell B. Cayton, Jr.",,,,NC District Court Judge District 2 Seat 2,Regina R. Parker,,,,,,,,,,,,,,,,,,,,,,
ROWAN-20181106-Style024-LANDIS-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROWAN-20181106-Style024-LANDIS-GEN.pdf,NC Superior Court Judge District 19C Seat 1,Anna Mills Wagoner,,,,,NC District Court Judge District 19C Seat 1,Kevin Eddinger,,,,,NC District Court Judge District 19C Seat 2,Beth Dixon,,,,,NC District Court Judge District 19C Seat 3,Charlie Brown,,NC District Court Judge District 19C Seat 4,James Randolph,,,,,,,,,,,,,
VANCE-20181106-Style020-NH1-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/VANCE-20181106-Style020-NH1-GEN.pdf,NC Superior Court Judge District 9 Seat 1,Steven E. Hight,Paul Ross,Lawrence Tickle,John Dunlow,,NC Superior Court Judge District 9 Seat 2,Cindy Sturges,Mitchell Styers,Carolyn J. Thompson,,,NC District Court Judge District 9B Seat 1,Ben Hunter,"Michael W. Putney, Jr.",,,,,,,,,,,,,,,,,,,,,
WILSON-20181106-Style068-WILSON_N-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WILSON-20181106-Style068-WILSON_N-GEN.pdf,NC Superior Court Judge District 7B Seat 1,Lamont Wiggins,,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
WARREN-20181106-Style005-NUTBUSH-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WARREN-20181106-Style005-NUTBUSH-GEN.pdf,NC Superior Court Judge District 9 Seat 1,Steven E. Hight,Paul Ross,Lawrence Tickle,John Dunlow,,NC Superior Court Judge District 9 Seat 2,Cindy Sturges,Mitchell Styers,Carolyn J. Thompson,,,NC District Court Judge District 9B Seat 1,Ben Hunter,"Michael W. Putney, Jr.",,,,,,,,,,,,,,,,,,,,,
ANSON-20181106-Style008-POLKTON-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ANSON-20181106-Style008-POLKTON-GEN.pdf,NC District Court Judge District 16A Seat 1,Chris Rhue,,,,,NC District Court Judge District 16A Seat 3,Chevonne Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORANGE-20181106-Style002-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ORANGE-20181106-Style002-GEN.pdf,NC District Court Judge District 15B Seat 1,Joseph Moody (Joe) Buckner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITT-20181106-Style028-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/PITT-20181106-Style028-GEN.pdf,NC District Court Judge District 3A Seat 1,Mario E. Perez,Jarrette Pittman,Daniel Hines Entzminger,,,NC District Court Judge District 3A Seat 2,Lee Teague,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSON-20181106-Style006-OLIVE_HILL-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/PERSON-20181106-Style006-OLIVE_HILL-GEN.pdf,NC Superior Court Judge District 9 Seat 1,Steven E. Hight,Paul Ross,Lawrence Tickle,John Dunlow,,NC Superior Court Judge District 9 Seat 2,Cindy Sturges,Mitchell Styers,Carolyn J. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
NASH-20181106-Style022-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/NASH-20181106-Style022-GEN.pdf,NC Superior Court Judge District 7A Seat 1,Quentin T. Sumner,,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
ONSLOW-20181106-Style020-NR02-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ONSLOW-20181106-Style020-NR02-GEN.pdf,NC Superior Court Judge District 4 Seat 1,"Albert D. Kirby, Jr.",Henry L. Stevens IV,,,,NC District Court Judge District 4 Seat 1,Paul A. Hardison,,,,,NC District Court Judge District 4 Seat 2,Sarah C. Seaton,,,,,,,,,,,,,,,,,,,,,,
GATES-20181106-Style003-3-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/GATES-20181106-Style003-3-GEN.pdf,NC Superior Court Judge District 1 Seat 1,J. C. Cole,,,,,NC Superior Court Judge District 1 Seat 2,Jerry R. Tillett,,,,,NC District Court Judge District 1 Seat 1,Robert Parks Trivette,,,,,NC District Court Judge District 1 Seat 2,Eula E. Reid,,NC District Court Judge District 1 Seat 3,Meader Harriss,,,,,,,,,,,,,
CHEROKEE-20181106-Style014-RANGER-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CHEROKEE-20181106-Style014-RANGER-GEN.pdf,NC District Court Judge District 30 Seat 1,Donna Forga,,,,,NC District Court Judge District 30 Seat 2,Leo J. Phillips,Kristina L. Earwood,,,,NC District Court Judge District 30 Seat 3,Roy Wijewickrama,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20181106-Style023-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/FORSYTH-20181106-Style023-GEN.pdf,NC District Court Judge District 21 Seat 1,Denise S. Hartsfield,,,,,NC District Court Judge District 21 Seat 2,Lisa V. Menefee,,,,,NC District Court Judge District 21 Seat 3,Theodore (Ted) Kazakos,,,,,NC District Court Judge District 21 Seat 4,George A. Bedsworth,,,,,,,,,,,,,,,,
ROBESON-20181106-Style066-THOMPSON-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROBESON-20181106-Style066-THOMPSON-GEN.pdf,NC District Court Judge District 16B Seat 1,Brooke Locklear Clark,,,,,NC District Court Judge District 16B Seat 2,"Jack Moody, Jr.",Vanessa Burton,,,,NC District Court Judge District 16B Seat 3,Angelica Chavis McIntyre,Dale Deese,,,,,,,,,,,,,,,,,,,,,
ONSLOW-20181106-Style010-HM05-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ONSLOW-20181106-Style010-HM05-GEN.pdf,NC Superior Court Judge District 4 Seat 1,"Albert D. Kirby, Jr.",Henry L. Stevens IV,,,,NC District Court Judge District 4 Seat 1,Paul A. Hardison,,,,,NC District Court Judge District 4 Seat 2,Sarah C. Seaton,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20181106-Style005-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MECKLENBURG-20181106-Style005-GEN.pdf,NC District Court Judge District 26G Seat 1,Rickye McKoy-Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOHNSTON-20181106-Style002-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/JOHNSTON-20181106-Style002-GEN.pdf,NC District Court Judge District 11 Seat 1,Joy Jones,,,,,NC District Court Judge District 11 Seat 2,Addie Rawls,,,,,NC District Court Judge District 11 Seat 3,Caron Stewart,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20181106-Style015-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MECKLENBURG-20181106-Style015-GEN.pdf,NC Superior Court Judge District 26F Seat 1,Karen Eady-Williams,,,,,NC District Court Judge District 26F Seat 1,Tracy Hanna Hewett,,,,,NC District Court Judge District 26F Seat 2,Karen D. McCallum,Khalif Rhodes,,,,,,,,,,,,,,,,,,,,,
WAKE-20181106-Style047-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WAKE-20181106-Style047-GEN.pdf,NC District Court Judge District 10A Seat 1,Michael J. Denning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILSON-20181106-Style006-GARDNERS-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WILSON-20181106-Style006-GARDNERS-GEN.pdf,NC Superior Court Judge District 7B Seat 1,Lamont Wiggins,,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
WAKE-20181106-Style057-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WAKE-20181106-Style057-GEN.pdf,NC District Court Judge District 10A Seat 1,Michael J. Denning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRANVILLE-20181106-Style026-TALLY_HO-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/GRANVILLE-20181106-Style026-TALLY_HO-GEN.pdf,NC Superior Court Judge District 9 Seat 1,Steven E. Hight,Paul Ross,Lawrence Tickle,John Dunlow,,NC Superior Court Judge District 9 Seat 2,Cindy Sturges,Mitchell Styers,Carolyn J. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20181106-Style006-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/UNION-20181106-Style006-GEN.pdf,NC Superior Court Judge District 20B Seat 1,Chris Bragg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLADEN-20181106-Style005-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/BLADEN-20181106-Style005-GEN.pdf,NC District Court Judge District 13 Seat 1,W. Fred Gore,,,,,NC District Court Judge District 13 Seat 2,William F. Fairley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUMBUS-20181106-Style013-CHADBOURN-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/COLUMBUS-20181106-Style013-CHADBOURN-GEN.pdf,NC District Court Judge District 13 Seat 1,W. Fred Gore,,,,,NC District Court Judge District 13 Seat 2,William F. Fairley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOKE-20181106-Style009-WAYSIDE-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/HOKE-20181106-Style009-WAYSIDE-GEN.pdf,NC Superior Court Judge District 19D Seat 1,Michael (Mike) Stone,Gregory B. Thompson,,,,NC District Court Judge District 19D Seat 1,Warren McSweeney,,,,,NC District Court Judge District 19D Seat 2,Brian Godfrey,Regina M. Joe,Steve Bibey,,,,,,,,,,,,,,,,,,,,
ANSON-20181106-Style013-WHITE_STORE-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ANSON-20181106-Style013-WHITE_STORE-GEN.pdf,NC District Court Judge District 16A Seat 1,Chris Rhue,,,,,NC District Court Judge District 16A Seat 3,Chevonne Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOKE-20181106-Style004-BUCHAN-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/HOKE-20181106-Style004-BUCHAN-GEN.pdf,NC Superior Court Judge District 19D Seat 1,Michael (Mike) Stone,Gregory B. Thompson,,,,NC District Court Judge District 19D Seat 1,Warren McSweeney,,,,,NC District Court Judge District 19D Seat 2,Brian Godfrey,Regina M. Joe,Steve Bibey,,,,,,,,,,,,,,,,,,,,
VANCE-20181106-Style028-SCRK-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/VANCE-20181106-Style028-SCRK-GEN.pdf,NC Superior Court Judge District 9 Seat 1,Steven E. Hight,Paul Ross,Lawrence Tickle,John Dunlow,,NC Superior Court Judge District 9 Seat 2,Cindy Sturges,Mitchell Styers,Carolyn J. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20181106-Style053-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/GUILFORD-20181106-Style053-GEN.pdf,NC District Court Judge District 18 Seat 1,"H. Thomas (Tom) Jarrell, Jr.",,,,,NC District Court Judge District 18 Seat 2,Jonathan G. (Jon) Kreider,Larry L. Archie,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20181106-Style043-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/GUILFORD-20181106-Style043-GEN.pdf,NC Superior Court Judge District 18B Seat 1,Joe Craig,,,,,NC District Court Judge District 18 Seat 1,"H. Thomas (Tom) Jarrell, Jr.",,,,,NC District Court Judge District 18 Seat 2,Jonathan G. (Jon) Kreider,Larry L. Archie,,,,,,,,,,,,,,,,,,,,,
