pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,candidate1_4,candidate1_5,office2,candidate2_1,candidate2_2,candidate2_3,candidate2_4,candidate2_5,office3,candidate3_1,candidate3_2,candidate3_3,candidate3_4,candidate3_5,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,candidate8_2,office9,candidate9_1,candidate9_2
PAMLICO-20181106-Style004-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/PAMLICO-20181106-Style004-GEN.pdf,NC Superior Court Judge District 3B Seat 1,Paul M. Quinn,,,,,NC Superior Court Judge District 3B Seat 2,John Nobles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUNCOMBE-20181106-Style012-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/BUNCOMBE-20181106-Style012-GEN.pdf,NC Superior Court Judge District 28 Seat 1,Marvin P. Pope,,,,,NC Superior Court Judge District 28 Seat 2,Alan Thornburg,,,,,NC District Court Judge District 28 Seat 1,Ward D. Scott,,,,,NC District Court Judge District 28 Seat 2,Julie M. Kepple,,NC District Court Judge District 28 Seat 3,Patricia Kaufmann Young,,NC District Court Judge District 28 Seat 4,Susan (Smitty) Dotson-Smith,,NC District Court Judge District 28 Seat 5,Ed Clontz,,,,,,,
MECKLENBURG-20181106-Style103-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MECKLENBURG-20181106-Style103-GEN.pdf,NC District Court Judge District 26G Seat 1,Rickye McKoy-Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20181106-Style090-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WAKE-20181106-Style090-GEN.pdf,NC District Court Judge District 10E Seat 1,Ms. Sam Hamadani,,,,,NC District Court Judge District 10E Seat 2,Louis Meyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROWAN-20181106-Style012-FAITH-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROWAN-20181106-Style012-FAITH-GEN.pdf,NC Superior Court Judge District 19C Seat 1,Anna Mills Wagoner,,,,,NC District Court Judge District 19C Seat 1,Kevin Eddinger,,,,,NC District Court Judge District 19C Seat 2,Beth Dixon,,,,,NC District Court Judge District 19C Seat 3,Charlie Brown,,NC District Court Judge District 19C Seat 4,James Randolph,,,,,,,,,,,,,
CABARRUS-20181106-Style005-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CABARRUS-20181106-Style005-GEN.pdf,NC District Court Judge District 19A Seat 1,Christy E. Wilhelm,,,,,NC District Court Judge District 19A Seat 2,Michael G. Knox,Juanita Boger-Allen,James (Jim) DeMay,,,NC District Court Judge District 19A Seat 3,Darrin M. Gamradt,Steve Grossman,,,,NC District Court Judge District 19A Seat 4,Brent Cloninger,,,,,,,,,,,,,,,,
WAKE-20181106-Style080-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WAKE-20181106-Style080-GEN.pdf,NC District Court Judge District 10B Seat 1,Craig Croom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAYNE-20181106-Style002-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WAYNE-20181106-Style002-GEN.pdf,NC District Court Judge District 8 Seat 1,Beth Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRANVILLE-20181106-Style015-MT_ENERGY-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/GRANVILLE-20181106-Style015-MT_ENERGY-GEN.pdf,NC Superior Court Judge District 9 Seat 1,Steven E. Hight,Paul Ross,Lawrence Tickle,John Dunlow,,NC Superior Court Judge District 9 Seat 2,Cindy Sturges,Mitchell Styers,Carolyn J. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEVELAND-20181106-Style022-SHANGHAI-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CLEVELAND-20181106-Style022-SHANGHAI-GEN.pdf,NC Superior Court Judge District 27B Seat 1,Forrest Donald Bridges,,,,,NC District Court Judge District 27B Seat 1,"Ali Paksoy, Jr.",Micah J. Sanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20181106-Style060-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/GUILFORD-20181106-Style060-GEN.pdf,NC District Court Judge District 18 Seat 1,"H. Thomas (Tom) Jarrell, Jr.",,,,,NC District Court Judge District 18 Seat 2,Jonathan G. (Jon) Kreider,Larry L. Archie,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSYLVANIA-20181106-Style005-BOYD-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/TRANSYLVANIA-20181106-Style005-BOYD-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILSON-20181106-Style061-WILSON_L-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WILSON-20181106-Style061-WILSON_L-GEN.pdf,NC Superior Court Judge District 7C Seat 1,"Walter H. Godwin, Jr.",,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
MONTGOMERY-20181106-Style035-UWHARRIE-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MONTGOMERY-20181106-Style035-UWHARRIE-GEN.pdf,NC District Court Judge District 20A Seat 1,William C. (Bill) Tucker,,,,,NC District Court Judge District 20A Seat 2,John R. Nance,,,,,NC District Court Judge District 20A Seat 3,Beverly Routh Spencer,Thai Vang,,,,,,,,,,,,,,,,,,,,,
MONTGOMERY-20181106-Style024-TROY_1-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MONTGOMERY-20181106-Style024-TROY_1-GEN.pdf,NC District Court Judge District 20A Seat 1,William C. (Bill) Tucker,,,,,NC District Court Judge District 20A Seat 2,John R. Nance,,,,,NC District Court Judge District 20A Seat 3,Beverly Routh Spencer,Thai Vang,,,,,,,,,,,,,,,,,,,,,
CHEROKEE-20181106-Style009-HOT_HOUSE-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CHEROKEE-20181106-Style009-HOT_HOUSE-GEN.pdf,NC District Court Judge District 30 Seat 1,Donna Forga,,,,,NC District Court Judge District 30 Seat 2,Leo J. Phillips,Kristina L. Earwood,,,,NC District Court Judge District 30 Seat 3,Roy Wijewickrama,,,,,,,,,,,,,,,,,,,,,,
NASH-20181106-Style010-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/NASH-20181106-Style010-GEN.pdf,NC Superior Court Judge District 7A Seat 1,Quentin T. Sumner,,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
CHOWAN-20181106-Style002-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CHOWAN-20181106-Style002-GEN.pdf,NC Superior Court Judge District 1 Seat 1,J. C. Cole,,,,,NC Superior Court Judge District 1 Seat 2,Jerry R. Tillett,,,,,NC District Court Judge District 1 Seat 1,Robert Parks Trivette,,,,,NC District Court Judge District 1 Seat 2,Eula E. Reid,,NC District Court Judge District 1 Seat 3,Meader Harriss,,,,,,,,,,,,,
ROBESON-20181106-Style069-UNION-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROBESON-20181106-Style069-UNION-GEN.pdf,NC District Court Judge District 16B Seat 1,Brooke Locklear Clark,,,,,NC District Court Judge District 16B Seat 2,"Jack Moody, Jr.",Vanessa Burton,,,,NC District Court Judge District 16B Seat 3,Angelica Chavis McIntyre,Dale Deese,,,,,,,,,,,,,,,,,,,,,
VANCE-20181106-Style024-NV-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/VANCE-20181106-Style024-NV-GEN.pdf,NC Superior Court Judge District 9 Seat 1,Steven E. Hight,Paul Ross,Lawrence Tickle,John Dunlow,,NC Superior Court Judge District 9 Seat 2,Cindy Sturges,Mitchell Styers,Carolyn J. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20181106-Style011-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/FORSYTH-20181106-Style011-GEN.pdf,NC District Court Judge District 21 Seat 2,Lisa V. Menefee,,,,,NC District Court Judge District 21 Seat 3,Theodore (Ted) Kazakos,,,,,NC District Court Judge District 21 Seat 4,George A. Bedsworth,,,,,NC District Court Judge District 21 Seat 1,Denise S. Hartsfield,,,,,,,,,,,,,,,,
FRANKLIN-20181106-Style017-HAYESVILLE-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/FRANKLIN-20181106-Style017-HAYESVILLE-GEN.pdf,NC Superior Court Judge District 9 Seat 1,Steven E. Hight,Paul Ross,Lawrence Tickle,John Dunlow,,NC Superior Court Judge District 9 Seat 2,Cindy Sturges,Mitchell Styers,Carolyn J. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20181106-Style001-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/FORSYTH-20181106-Style001-GEN.pdf,NC District Court Judge District 21 Seat 1,Denise S. Hartsfield,,,,,NC District Court Judge District 21 Seat 2,Lisa V. Menefee,,,,,NC District Court Judge District 21 Seat 3,Theodore (Ted) Kazakos,,,,,NC District Court Judge District 21 Seat 4,George A. Bedsworth,,,,,,,,,,,,,,,,
IREDELL-20181106-Style030-SHILOH-B-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/IREDELL-20181106-Style030-SHILOH-B-GEN.pdf,NC District Court Judge District 22A Seat 1,Carole A. Hicks,Brantley Ostwalt,W. Carey Parker,Rob Young,"Daryl G. Davidson, Sr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEVELAND-20181106-Style018-SHELBY_5-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CLEVELAND-20181106-Style018-SHELBY_5-GEN.pdf,NC Superior Court Judge District 27B Seat 1,Forrest Donald Bridges,,,,,NC District Court Judge District 27B Seat 1,"Ali Paksoy, Jr.",Micah J. Sanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONSLOW-20181106-Style011-HN14-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ONSLOW-20181106-Style011-HN14-GEN.pdf,NC Superior Court Judge District 4 Seat 1,"Albert D. Kirby, Jr.",Henry L. Stevens IV,,,,NC District Court Judge District 4 Seat 1,Paul A. Hardison,,,,,NC District Court Judge District 4 Seat 2,Sarah C. Seaton,,,,,,,,,,,,,,,,,,,,,,
MCDOWELL-20181106-Style011-MARION_4-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MCDOWELL-20181106-Style011-MARION_4-GEN.pdf,NC District Court Judge District 29A Seat 1,Robert K. Martelle,,,,,NC District Court Judge District 29A Seat 2,Corey J. MacKinnon,Randy Pool,,,,NC District Court Judge District 29A Seat 3,Laura Anne Powell,,,,,,,,,,,,,,,,,,,,,,
WAKE-20181106-Style065-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WAKE-20181106-Style065-GEN.pdf,NC District Court Judge District 10F Seat 1,Kris D. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20181106-Style075-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WAKE-20181106-Style075-GEN.pdf,NC Superior Court Judge District 10B Seat 1,"Vince Rozier, Jr.",,,,,NC District Court Judge District 10E Seat 1,Ms. Sam Hamadani,,,,,NC District Court Judge District 10E Seat 2,Louis Meyer,,,,,,,,,,,,,,,,,,,,,,
GRANVILLE-20181106-Style008-CREDLE-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/GRANVILLE-20181106-Style008-CREDLE-GEN.pdf,NC Superior Court Judge District 9 Seat 1,Steven E. Hight,Paul Ross,Lawrence Tickle,John Dunlow,,NC Superior Court Judge District 9 Seat 2,Cindy Sturges,Mitchell Styers,Carolyn J. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20181106-Style027-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MECKLENBURG-20181106-Style027-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONTGOMERY-20181106-Style029-TROY_2-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MONTGOMERY-20181106-Style029-TROY_2-GEN.pdf,NC District Court Judge District 20A Seat 1,William C. (Bill) Tucker,,,,,NC District Court Judge District 20A Seat 2,John R. Nance,,,,,NC District Court Judge District 20A Seat 3,Beverly Routh Spencer,Thai Vang,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20181106-Style037-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MECKLENBURG-20181106-Style037-GEN.pdf,NC Superior Court Judge District 26H Seat 1,Lou Trosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20181106-Style030-SH1-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/VANCE-20181106-Style030-SH1-GEN.pdf,NC Superior Court Judge District 9 Seat 1,Steven E. Hight,Paul Ross,Lawrence Tickle,John Dunlow,,NC Superior Court Judge District 9 Seat 2,Cindy Sturges,Mitchell Styers,Carolyn J. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAWBA-20181106-Style034-OXFORD-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CATAWBA-20181106-Style034-OXFORD-GEN.pdf,NC Superior Court Judge District 25B Seat 1,Nathaniel (Nathan) J. Poovey,,,,,NC District Court Judge District 25 Seat 1,David W. Aycock,,,,,NC District Court Judge District 25 Seat 2,Wes W. Barkley,,,,,NC District Court Judge District 25 Seat 3,Sherri Wilson Elliott,,NC District Court Judge District 25 Seat 4,"Robert A. Mullinax, Jr.",,NC District Court Judge District 25 Seat 5,Amy Sigmon Walker,Scott M. Cranford,NC District Court Judge District 25 Seat 6,Clifton H. Smith,,NC District Court Judge District 25 Seat 7,Mark L. Killian,,,,
MECKLENBURG-20181106-Style045-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MECKLENBURG-20181106-Style045-GEN.pdf,NC Superior Court Judge District 26H Seat 1,Lou Trosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20181106-Style055-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MECKLENBURG-20181106-Style055-GEN.pdf,NC District Court Judge District 26A Seat 1,Michael J. Stading,Alicia D. Brooks,,,,NC District Court Judge District 26A Seat 2,Paulina N. Havelka,"Donald Cureton, Jr.",,,,NC District Court Judge District 26A Seat 3,Sean Smith,Sabrina Blain,,,,,,,,,,,,,,,,,,,,,
MONTGOMERY-20181106-Style025-TROY_1-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MONTGOMERY-20181106-Style025-TROY_1-GEN.pdf,NC District Court Judge District 20A Seat 1,William C. (Bill) Tucker,,,,,NC District Court Judge District 20A Seat 2,John R. Nance,,,,,NC District Court Judge District 20A Seat 3,Beverly Routh Spencer,Thai Vang,,,,,,,,,,,,,,,,,,,,,
MITCHELL-20181106-Style003-CANE_CREEK-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MITCHELL-20181106-Style003-CANE_CREEK-GEN.pdf,NC Superior Court Judge District 24 Seat 1,Gary Gavenus,,,,,NC District Court Judge District 24 Seat 1,Larry Leake,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20181106-Style007-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WAKE-20181106-Style007-GEN.pdf,NC Superior Court Judge District 10B Seat 1,"Vince Rozier, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUMBERLAND-20181106-Style039-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CUMBERLAND-20181106-Style039-GEN.pdf,NC Superior Court Judge District 12A Seat 1,Claire V. Hill,,,,,NC District Court Judge District 12 Seat 1,Toni S. King,,,,,NC District Court Judge District 12 Seat 2,Robert J. Stiehl III,,,,,NC District Court Judge District 12 Seat 3,David H. Hasty,,NC District Court Judge District 12 Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 Seat 5,Cheri Siler-Mack,,NC District Court Judge District 12 Seat 6,April Smith,,NC District Court Judge District 12 Seat 7,Tal Baggett,Caitlin Evans,,,
WARREN-20181106-Style009-JUDKINS-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WARREN-20181106-Style009-JUDKINS-GEN.pdf,NC Superior Court Judge District 9 Seat 1,Steven E. Hight,Paul Ross,Lawrence Tickle,John Dunlow,,NC Superior Court Judge District 9 Seat 2,Cindy Sturges,Mitchell Styers,Carolyn J. Thompson,,,NC District Court Judge District 9B Seat 1,Ben Hunter,"Michael W. Putney, Jr.",,,,,,,,,,,,,,,,,,,,,
WILSON-20181106-Style005-GARDNERS-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WILSON-20181106-Style005-GARDNERS-GEN.pdf,NC Superior Court Judge District 7B Seat 1,Lamont Wiggins,,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
WAKE-20181106-Style017-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WAKE-20181106-Style017-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUMBERLAND-20181106-Style029-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CUMBERLAND-20181106-Style029-GEN.pdf,NC Superior Court Judge District 12C Seat 1,"James (Jim) Floyd Ammons, Jr.",,,,,NC Superior Court Judge District 12C Seat 2,Mary Ann Tally,,,,,NC District Court Judge District 12 Seat 1,Toni S. King,,,,,NC District Court Judge District 12 Seat 2,Robert J. Stiehl III,,NC District Court Judge District 12 Seat 3,David H. Hasty,,NC District Court Judge District 12 Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 Seat 5,Cheri Siler-Mack,,NC District Court Judge District 12 Seat 6,April Smith,,NC District Court Judge District 12 Seat 7,Tal Baggett,Caitlin Evans
LINCOLN-20181106-Style002-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/LINCOLN-20181106-Style002-GEN.pdf,NC Superior Court Judge District 27B Seat 1,Forrest Donald Bridges,,,,,NC District Court Judge District 27B Seat 1,"Ali Paksoy, Jr.",Micah J. Sanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBESON-20181106-Style037-ORRUM-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROBESON-20181106-Style037-ORRUM-GEN.pdf,NC District Court Judge District 16B Seat 1,Brooke Locklear Clark,,,,,NC District Court Judge District 16B Seat 2,"Jack Moody, Jr.",Vanessa Burton,,,,NC District Court Judge District 16B Seat 3,Angelica Chavis McIntyre,Dale Deese,,,,,,,,,,,,,,,,,,,,,
JONES-20181106-Style002-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/JONES-20181106-Style002-GEN.pdf,NC Superior Court Judge District 4 Seat 1,"Albert D. Kirby, Jr.",Henry L. Stevens IV,,,,NC District Court Judge District 4 Seat 1,Paul A. Hardison,,,,,NC District Court Judge District 4 Seat 2,Sarah C. Seaton,,,,,,,,,,,,,,,,,,,,,,
WILSON-20181106-Style059-WILSON_K-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WILSON-20181106-Style059-WILSON_K-GEN.pdf,NC Superior Court Judge District 7C Seat 1,"Walter H. Godwin, Jr.",,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
VANCE-20181106-Style013-HTOP-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/VANCE-20181106-Style013-HTOP-GEN.pdf,NC Superior Court Judge District 9 Seat 1,Steven E. Hight,Paul Ross,Lawrence Tickle,John Dunlow,,NC Superior Court Judge District 9 Seat 2,Cindy Sturges,Mitchell Styers,Carolyn J. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBESON-20181106-Style045-RED_SPRINGS-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROBESON-20181106-Style045-RED_SPRINGS-GEN.pdf,NC District Court Judge District 16B Seat 1,Brooke Locklear Clark,,,,,NC District Court Judge District 16B Seat 2,"Jack Moody, Jr.",Vanessa Burton,,,,NC District Court Judge District 16B Seat 3,Angelica Chavis McIntyre,Dale Deese,,,,,,,,,,,,,,,,,,,,,
PASQUOTANK-20181106-Style008-NIXONTON-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/PASQUOTANK-20181106-Style008-NIXONTON-GEN.pdf,NC Superior Court Judge District 1 Seat 1,J. C. Cole,,,,,NC Superior Court Judge District 1 Seat 2,Jerry R. Tillett,,,,,NC District Court Judge District 1 Seat 1,Robert Parks Trivette,,,,,NC District Court Judge District 1 Seat 2,Eula E. Reid,,NC District Court Judge District 1 Seat 3,Meader Harriss,,,,,,,,,,,,,
CATAWBA-20181106-Style049-VIEWMONT_2-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CATAWBA-20181106-Style049-VIEWMONT_2-GEN.pdf,NC Superior Court Judge District 25B Seat 1,Nathaniel (Nathan) J. Poovey,,,,,NC District Court Judge District 25 Seat 1,David W. Aycock,,,,,NC District Court Judge District 25 Seat 2,Wes W. Barkley,,,,,NC District Court Judge District 25 Seat 3,Sherri Wilson Elliott,,NC District Court Judge District 25 Seat 4,"Robert A. Mullinax, Jr.",,NC District Court Judge District 25 Seat 5,Amy Sigmon Walker,Scott M. Cranford,NC District Court Judge District 25 Seat 6,Clifton H. Smith,,NC District Court Judge District 25 Seat 7,Mark L. Killian,,,,
COLUMBUS-20181106-Style016-FAIR_BLUFF-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/COLUMBUS-20181106-Style016-FAIR_BLUFF-GEN.pdf,NC District Court Judge District 13 Seat 1,W. Fred Gore,,,,,NC District Court Judge District 13 Seat 2,William F. Fairley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROWAN-20181106-Style017-HATTERS_SHOP-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROWAN-20181106-Style017-HATTERS_SHOP-GEN.pdf,NC Superior Court Judge District 19C Seat 1,Anna Mills Wagoner,,,,,NC District Court Judge District 19C Seat 1,Kevin Eddinger,,,,,NC District Court Judge District 19C Seat 2,Beth Dixon,,,,,NC District Court Judge District 19C Seat 3,Charlie Brown,,NC District Court Judge District 19C Seat 4,James Randolph,,,,,,,,,,,,,
GASTON-20181106-Style001-YORK_CHESTER-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/GASTON-20181106-Style001-YORK_CHESTER-GEN.pdf,NC Superior Court Judge District 27A Seat 1,David A. Phillips,,,,,NC District Court Judge District 27A Seat 1,Craig Collins,,,,,NC District Court Judge District 27A Seat 2,Michael K. Lands,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20181106-Style007-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/DURHAM-20181106-Style007-GEN.pdf,NC Superior Court Judge District 14B Seat 1,"James E. (Jim) Hardin, Jr.",,,,,NC Superior Court Judge District 14B Seat 2,Michael O'Foghludha,,,,,NC Superior Court Judge District 14B Seat 3,Josephine Kerr Davis,Dawn Baxton,,,,NC District Court Judge District 14 Seat 1,Dave Hall,"Fred Battaglia, Jr.",NC District Court Judge District 14 Seat 2,Doretta L. Walker,,NC District Court Judge District 14 Seat 3,Pat Evans,,NC District Court Judge District 14 Seat 4,Brian C. Wilks,,NC District Court Judge District 14 Seat 5,James T. (Jim) Hill,Clayton Jones,NC District Court Judge District 14 Seat 6,Amanda Maris,
CARTERET-20181106-Style015-MILL_CREEK-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CARTERET-20181106-Style015-MILL_CREEK-GEN.pdf,NC Superior Court Judge District 3B Seat 1,Paul M. Quinn,,,,,NC Superior Court Judge District 3B Seat 2,John Nobles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBESON-20181106-Style059-OXENDINE-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROBESON-20181106-Style059-OXENDINE-GEN.pdf,NC District Court Judge District 16B Seat 1,Brooke Locklear Clark,,,,,NC District Court Judge District 16B Seat 2,"Jack Moody, Jr.",Vanessa Burton,,,,NC District Court Judge District 16B Seat 3,Angelica Chavis McIntyre,Dale Deese,,,,,,,,,,,,,,,,,,,,,
HAYWOOD-20181106-Style003-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/HAYWOOD-20181106-Style003-GEN.pdf,NC Superior Court Judge District 30B Seat 1,Bradley B. Letts,Mark Melrose,,,,NC District Court Judge District 30 Seat 1,Donna Forga,,,,,NC District Court Judge District 30 Seat 2,Leo J. Phillips,Kristina L. Earwood,,,,NC District Court Judge District 30 Seat 3,Roy Wijewickrama,,,,,,,,,,,,,,,,
MECKLENBURG-20181106-Style018-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MECKLENBURG-20181106-Style018-GEN.pdf,NC Superior Court Judge District 26E Seat 1,Donnie Hoover,,,,,NC District Court Judge District 26E Seat 1,Paige McThenia,,,,,NC District Court Judge District 26E Seat 2,Regan A. Miller,,,,,,,,,,,,,,,,,,,,,,
