pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,office9,candidate9_1,office10,candidate10_1,office11,candidate11_1,office12,candidate12_1,office13,candidate13_1
MECKLENBURG-20241105-SAMPLE-E-B0006.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0006.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
STANLY-20241105-SAMPLE-E-B0013.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/STANLY-20241105-SAMPLE-E-B0013.pdf,NC Superior Court Judge District 28 Seat 1,Adam M. Elkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0030.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0030.pdf,NC District Court Judge District 10A Seat 2,Vartan A. (Woofer) Davidian III,,,NC District Court Judge District 10A Seat 3,Cindy Kenney,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0024.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0024.pdf,NC District Court Judge District 10D Seat 4,Rhonda Graham Young,,,NC District Court Judge District 10D Seat 5,Blair Williams,,NC District Court Judge District 10D Seat 3 Unexpired term ending 2027,Karl Roth,Kevin Boxberger,,,,,,,,,,,,,,,,,,,,,,,,
STANLY-20241105-SAMPLE-E-B0007.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/STANLY-20241105-SAMPLE-E-B0007.pdf,NC Superior Court Judge District 28 Seat 1,Adam M. Elkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0018.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0018.pdf,NC District Court Judge District 10E Seat 3,Crystal Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYDE-20241105-SAMPLE-E-B0004.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/HYDE-20241105-SAMPLE-E-B0004.pdf,NC Superior Court Judge District 2 Seat 2,Seth Edwards,,,NC District Court Judge District 2 Seat 3,Jonathan Jones,Jason Williams,NC District Court Judge District 2 Seat 4,Keith B. Mason,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0037-065_.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0037-065_.pdf,NC Superior Court Judge District 31C Seat 1,Eric Morgan,,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,NC District Court Judge District 31 Seat 11,David E. Sipprell,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0032.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0032.pdf,NC District Court Judge District 10C Seat 1,Mark L. Stevens,,,NC District Court Judge District 10C Seat 2,Christine M. Walczyk,,NC District Court Judge District 10C Seat 3,Renee Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
STANLY-20241105-SAMPLE-E-B0011.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/STANLY-20241105-SAMPLE-E-B0011.pdf,NC Superior Court Judge District 28 Seat 1,Adam M. Elkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STANLY-20241105-SAMPLE-E-B0005.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/STANLY-20241105-SAMPLE-E-B0005.pdf,NC Superior Court Judge District 28 Seat 1,Adam M. Elkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0026.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0026.pdf,NC District Court Judge District 10E Seat 3,Crystal Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20241105-SAMPLE-E-B0038.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0038.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
FORSYTH-20241105-SAMPLE-E-B0167-904__01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0167-904__01.pdf,NC District Court Judge District 31 Seat 11,David E. Sipprell,,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,,,,,,,,,,,
VANCE-20241105-SAMPLE-E-B0025-NH_NH_11.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/VANCE-20241105-SAMPLE-E-B0025-NH_NH_11.pdf,NC District Court Judge District 11B Seat 2,Adam S. Keith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20241105-SAMPLE-E-B0010.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0010.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
MECKLENBURG-20241105-SAMPLE-E-B0004.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0004.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
GREENE-20241105-SAMPLE-E-B0001-ARBA_ARBA.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/GREENE-20241105-SAMPLE-E-B0001-ARBA_ARBA.pdf,NC Superior Court Judge District 9A Seat 1,Imelda J. Pate,,,NC District Court Judge District 9 Seat 2,Jon Sargeant,,NC District Court Judge District 9 Seat 3,Curtis Stackhouse,,NC District Court Judge District 9 Seat 4,Chris Rogerson,,NC District Court Judge District 9 Seat 5,Justin Lee Minshew,,NC District Court Judge District 9 Seat 6,Annette W. Turik,,,,,,,,,,,,,,,,
WAYNE-20241105-SAMPLE-E-B0031-14_14_01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAYNE-20241105-SAMPLE-E-B0031-14_14_01.pdf,NC Superior Court Judge District 9B Seat 1,Ericka James,Billy Strickland II,,NC District Court Judge District 9 Seat 2,Jon Sargeant,,NC District Court Judge District 9 Seat 3,Curtis Stackhouse,,NC District Court Judge District 9 Seat 4,Chris Rogerson,,NC District Court Judge District 9 Seat 5,Justin Lee Minshew,,NC District Court Judge District 9 Seat 6,Annette W. Turik,,,,,,,,,,,,,,,,
VANCE-20241105-SAMPLE-E-B0022-NH_NH_05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/VANCE-20241105-SAMPLE-E-B0022-NH_NH_05.pdf,NC District Court Judge District 11A Seat 1,John W. Davis,,,NC District Court Judge District 11A Seat 2,Katherine Burnette,,NC District Court Judge District 11A Seat 3,Amanda Stevenson,,NC District Court Judge District 11A Seat 4,John Hoyte (J.) Stultz III,,NC District Court Judge District 11A Seat 5,Caroline S. Burnette,,,,,,,,,,,,,,,,,,,
HALIFAX-20241105-SAMPLE-U-B0005.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/HALIFAX-20241105-SAMPLE-U-B0005.pdf,NC District Court Judge District 7 Seat 1,W. Rob Lewis II,,,NC District Court Judge District 7 Seat 2,Teresa Raquel Robinson Freeman,Democratic Party,NC District Court Judge District 7 Seat 3,Takiya Lewis Blalock,,NC District Court Judge District 7 Seat 4,Jamal Summey,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0103-402__03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0103-402__03.pdf,NC District Court Judge District 31 Seat 11,David E. Sipprell,,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,,,,,,,,,,,
HAYWOOD-20241105-SAMPLE-E-B0002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/HAYWOOD-20241105-SAMPLE-E-B0002.pdf,NC District Court Judge District 43 Seat 4,Monica Hayes Leslie,,,NC District Court Judge District 43 Seat 5,Kristy L. Parton,,NC District Court Judge District 43 Seat 6,Kaleb Wingate,,NC District Court Judge District 43 Seat 7,Virginia Hornsby,,NC District Court Judge District 43 Seat 2 Unexpired term ending 2027,Justin B. Greene,,,,,,,,,,,,,,,,,,,
MARTIN-20241105-SAMPLE-E-B0004.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MARTIN-20241105-SAMPLE-E-B0004.pdf,NC Superior Court Judge District 2 Seat 2,Seth Edwards,,,NC District Court Judge District 2 Seat 3,Jonathan Jones,Jason Williams,NC District Court Judge District 2 Seat 4,Keith B. Mason,,,,,,,,,,,,,,,,,,,,,,,,,
BUNCOMBE-20241105-SAMPLE-E-B0018.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/BUNCOMBE-20241105-SAMPLE-E-B0018.pdf,NC District Court Judge District 40 Seat 6,Robin Leigh Merrell,,,NC District Court Judge District 40 Seat 7,Meredith Pressley Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20241105-SAMPLE-E-B0001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/GUILFORD-20241105-SAMPLE-E-B0001.pdf,NC District Court Judge District 24 Seat 3,Ashley Watlington-Simms,,,NC District Court Judge District 24 Seat 13,Brian Tomlin,,NC District Court Judge District 24 Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 24 Seat 14,Tomakio S. Gause,,NC District Court Judge District 24 Seat 5,Walter W. (Trip) Baker III,,NC District Court Judge District 24 Seat 6,Michelle Fletcher,,NC District Court Judge District 24 Seat 7,Angela C. Foster,,NC District Court Judge District 24 Seat 8,Angela Bullard (Angie) Fox,NC District Court Judge District 24 Seat 9,Tabatha Holliday,NC District Court Judge District 24 Seat 10,Charlene Y. Armstrong,NC District Court Judge District 24 Seat 11,Bill Davis,NC District Court Judge District 24 Seat 12,Kelvin Smith,,
GUILFORD-20241105-SAMPLE-E-B0015.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/GUILFORD-20241105-SAMPLE-E-B0015.pdf,NC District Court Judge District 24 Seat 3,Ashley Watlington-Simms,,,NC District Court Judge District 24 Seat 13,Brian Tomlin,,NC District Court Judge District 24 Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 24 Seat 14,Tomakio S. Gause,,NC District Court Judge District 24 Seat 5,Walter W. (Trip) Baker III,,NC District Court Judge District 24 Seat 6,Michelle Fletcher,,NC District Court Judge District 24 Seat 7,Angela C. Foster,,NC District Court Judge District 24 Seat 8,Angela Bullard (Angie) Fox,NC District Court Judge District 24 Seat 9,Tabatha Holliday,NC District Court Judge District 24 Seat 10,Charlene Y. Armstrong,NC District Court Judge District 24 Seat 11,Bill Davis,NC District Court Judge District 24 Seat 12,Kelvin Smith,,
ONSLOW-20241105-SAMPLE-V-B0015-NE22A.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/ONSLOW-20241105-SAMPLE-V-B0015-NE22A.pdf,NC District Court Judge District 5 Seat 10,Melissa Blizzard Stevens,,,NC District Court Judge District 5 Seat 3,Christopher J. Welch,Republican Party,NC District Court Judge District 5 Seat 4,Michael C. Surles,Republican Party,NC District Court Judge District 5 Seat 5,Robert H. Gilmore,Republican Party,NC District Court Judge District 5 Seat 6,"James L. (Jim) Moore, Jr.",Republican Party,NC District Court Judge District 5 Seat 7,William Shanahan,Republican Party,NC District Court Judge District 5 Seat 8,Billy Sutton,Republican Party,NC District Court Judge District 5 Seat 9,Walter Bateman,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0025-043__03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0025-043__03.pdf,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,NC District Court Judge District 31 Seat 11,David E. Sipprell,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,,,,,,,,,,,,
BUNCOMBE-20241105-SAMPLE-E-B0024.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/BUNCOMBE-20241105-SAMPLE-E-B0024.pdf,NC District Court Judge District 40 Seat 6,Robin Leigh Merrell,,,NC District Court Judge District 40 Seat 7,Meredith Pressley Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20241105-SAMPLE-E-B0029.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/GUILFORD-20241105-SAMPLE-E-B0029.pdf,NC District Court Judge District 24 Seat 3,Ashley Watlington-Simms,,,NC District Court Judge District 24 Seat 13,Brian Tomlin,,NC District Court Judge District 24 Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 24 Seat 14,Tomakio S. Gause,,NC District Court Judge District 24 Seat 5,Walter W. (Trip) Baker III,,NC District Court Judge District 24 Seat 6,Michelle Fletcher,,NC District Court Judge District 24 Seat 7,Angela C. Foster,,NC District Court Judge District 24 Seat 8,Angela Bullard (Angie) Fox,NC District Court Judge District 24 Seat 9,Tabatha Holliday,NC District Court Judge District 24 Seat 10,Charlene Y. Armstrong,NC District Court Judge District 24 Seat 11,Bill Davis,NC District Court Judge District 24 Seat 12,Kelvin Smith,,
FORSYTH-20241105-SAMPLE-E-B0119-504_.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0119-504_.pdf,NC District Court Judge District 31 Seat 11,David E. Sipprell,,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0146.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0146.pdf,NC District Court Judge District 10E Seat 3,Crystal Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0152.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0152.pdf,NC District Court Judge District 10E Seat 3,Crystal Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0049-081__01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0049-081__01.pdf,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,NC District Court Judge District 31 Seat 11,David E. Sipprell,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,,,,,,,,,,,,
WAYNE-20241105-SAMPLE-E-B0034-15_15_05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAYNE-20241105-SAMPLE-E-B0034-15_15_05.pdf,NC Superior Court Judge District 9B Seat 1,Ericka James,Billy Strickland II,,NC District Court Judge District 9 Seat 2,Jon Sargeant,,NC District Court Judge District 9 Seat 3,Curtis Stackhouse,,NC District Court Judge District 9 Seat 4,Chris Rogerson,,NC District Court Judge District 9 Seat 5,Justin Lee Minshew,,NC District Court Judge District 9 Seat 6,Annette W. Turik,,,,,,,,,,,,,,,,
WAYNE-20241105-SAMPLE-E-B0016-08_08_03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAYNE-20241105-SAMPLE-E-B0016-08_08_03.pdf,NC Superior Court Judge District 9B Seat 1,Ericka James,Billy Strickland II,,NC District Court Judge District 9 Seat 2,Jon Sargeant,,NC District Court Judge District 9 Seat 3,Curtis Stackhouse,,NC District Court Judge District 9 Seat 4,Chris Rogerson,,NC District Court Judge District 9 Seat 5,Justin Lee Minshew,,NC District Court Judge District 9 Seat 6,Annette W. Turik,,,,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0074-131__01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0074-131__01.pdf,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,NC District Court Judge District 31 Seat 11,David E. Sipprell,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,,,,,,,,,,,,
WAYNE-20241105-SAMPLE-E-B0024-11_11_03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAYNE-20241105-SAMPLE-E-B0024-11_11_03.pdf,NC Superior Court Judge District 9B Seat 1,Ericka James,Billy Strickland II,,NC District Court Judge District 9 Seat 2,Jon Sargeant,,NC District Court Judge District 9 Seat 3,Curtis Stackhouse,,NC District Court Judge District 9 Seat 4,Chris Rogerson,,NC District Court Judge District 9 Seat 5,Justin Lee Minshew,,NC District Court Judge District 9 Seat 6,Annette W. Turik,,,,,,,,,,,,,,,,
WILKES-20241105-SAMPLE-E-B0004.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WILKES-20241105-SAMPLE-E-B0004.pdf,NC District Court Judge District 34 Seat 4,Donna L. Shumate,,,NC District Court Judge District 34 Seat 5,Adam E. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
