pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,candidate8_2,office9,candidate9_1,candidate9_2,office10,candidate10_1,candidate10_2,office11,candidate11_1,candidate11_2,office12,candidate12_1
GUILFORD-20161108-Style043.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/GUILFORD-20161108-Style043.pdf,NC District Court Judge District 18,Betty J. Brown,,,NC District Court Judge District 18,Susan R. Burch,,NC District Court Judge District 18,Avery Michelle Crump,,NC District Court Judge District 18,Michelle Fletcher,,NC District Court Judge District 18,John Stone,Angela C. Foster,NC District Court Judge District 18,Angie Fox,,NC District Court Judge District 18,Tabatha Holliday,,NC District Court Judge District 18,Randle L. Jones,Tonia A. Cutchin,NC District Court Judge District 18,Miranda Reynolds Reavis,Bill Davis,NC District Court Judge District 18,Marc Tyrey,Mark Cummings,NC District Court Judge District 18,David Sherrill,Lora Christine Cubbage,NC District Court Judge District 18,Teresa Vincent
GASTON-20161108-Style003.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/GASTON-20161108-Style003.pdf,NC District Court Judge District 27A,James A. Jackson,,,NC District Court Judge District 27A,Pennie Miller Thrower,,NC District Court Judge District 27A,Richard B. Abernethy,,NC District Court Judge District 27A,John K. Greenlee,,NC District Court Judge District 27A,Angela G. Hoyle,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20161108-Style030.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MECKLENBURG-20161108-Style030.pdf,NC District Court Judge District 26,Louis A. Trosch,,,NC District Court Judge District 26,Kimberly Best-Staton,,NC District Court Judge District 26,Tracy H. Hewett,Aretha Blake,NC District Court Judge District 26,Ron Chapman,,NC District Court Judge District 26,Jena Culler,,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,,NC District Court Judge District 26,Gary L. Henderson,,NC District Court Judge District 26,Donnie Hoover,,NC District Court Judge District 26,Christy T. Mann,George Bell,NC District Court Judge District 26,David Strickland,Ben S. Thalheimer,NC District Court Judge District 26,Elizabeth Thornton Trosch
MECKLENBURG-20161108-Style024.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MECKLENBURG-20161108-Style024.pdf,NC District Court Judge District 26,Kimberly Best-Staton,,,NC District Court Judge District 26,Tracy H. Hewett,Aretha Blake,NC District Court Judge District 26,Ron Chapman,,NC District Court Judge District 26,Jena Culler,,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,,NC District Court Judge District 26,Gary L. Henderson,,NC District Court Judge District 26,Donnie Hoover,,NC District Court Judge District 26,Christy T. Mann,George Bell,NC District Court Judge District 26,David Strickland,Ben S. Thalheimer,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,Louis A. Trosch
MECKLENBURG-20161108-Style018.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MECKLENBURG-20161108-Style018.pdf,NC District Court Judge District 26,Kimberly Best-Staton,,,NC District Court Judge District 26,Tracy H. Hewett,Aretha Blake,NC District Court Judge District 26,Ron Chapman,,NC District Court Judge District 26,Jena Culler,,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,,NC District Court Judge District 26,Gary L. Henderson,,NC District Court Judge District 26,Donnie Hoover,,NC District Court Judge District 26,Christy T. Mann,George Bell,NC District Court Judge District 26,David Strickland,Ben S. Thalheimer,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,Louis A. Trosch
GRANVILLE-20161108-Style025-EAST_OXFORD.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/GRANVILLE-20161108-Style025-EAST_OXFORD.pdf,NC District Court Judge District 9,John W. Davis,,,NC District Court Judge District 9,S. Quon Bridges,Caroline S. Burnette,NC District Court Judge District 9,Amanda Stevenson,,NC District Court Judge District 9,Carolyn J. Yancey,,,,,,,,,,,,,,,,,,,,,,,,
PERQUIMANS-20161108-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/PERQUIMANS-20161108-Style001.pdf,NC District Court Judge District 1,Edgar L. Barnes,,,NC District Court Judge District 1,Amber Davis Malarney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-20161108-Style009.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/UNION-20161108-Style009.pdf,NC Superior Court Judge District 20B,Robert D. Palmer,Jeff Carpenter,,NC District Court Judge District 20B,Hunt Gwyn,,NC District Court Judge District 20D,Tripp Helms,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRAVEN-20161108-Style003-TRENT_WOODS.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CRAVEN-20161108-Style003-TRENT_WOODS.pdf,NC Superior Court Judge District 3B,Robert J. McAfee,Josh Willey,,NC District Court Judge District 3B,Karen A. Alexander,,NC District Court Judge District 3B,Peter Mack,,NC District Court Judge District 3B,W. David McFadyen III,,NC District Court Judge District 3B,Walter Mills,,NC District Court Judge District 3B,Paul M. Quinn,,NC District Court Judge District 3B,Clinton D. Rowe,,,,,,,,,,,,,,,
ALEXANDER-20161108-Style008-SHARPES_1_2.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/ALEXANDER-20161108-Style008-SHARPES_1_2.pdf,NC Superior Court Judge District 22A,Joe Crosswhite,,,NC District Court Judge District 22A,Deborah Brown,,NC District Court Judge District 22A,L. Dale Graham,,NC District Court Judge District 22A,Edward Lawrence Hedrick IV,,NC District Court Judge District 22A,Christine Underwood,,,,,,,,,,,,,,,,,,,,,
UNION-20161108-Style021.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/UNION-20161108-Style021.pdf,NC Superior Court Judge District 20B,Robert D. Palmer,Jeff Carpenter,,NC District Court Judge District 20C,Stephen Higdon,,NC District Court Judge District 20C,Joseph J. Williams,,NC District Court Judge District 20D,Tripp Helms,,,,,,,,,,,,,,,,,,,,,,,,
RANDOLPH-20161108-Style012-DEEP_RIVER.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/RANDOLPH-20161108-Style012-DEEP_RIVER.pdf,NC District Court Judge District 19B,Darren C. Allen,Don (Skipper) Creed,,NC District Court Judge District 19B,James P. (Jimmy) Hill,,NC District Court Judge District 19B,Rob Wilkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
NASH-20161108-Style029.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/NASH-20161108-Style029.pdf,NC District Court Judge District 7,John M. Britt,,,NC District Court Judge District 7,Anthony W. (Tony) Brown,,NC District Court Judge District 7,John J. Covolo,,NC District Court Judge District 7,William C. Farris,,NC District Court Judge District 7,Lamont Wiggins,Beth Freshwater-Smith,,,,,,,,,,,,,,,,,,,,
NASH-20161108-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/NASH-20161108-Style001.pdf,NC District Court Judge District 7,John M. Britt,,,NC District Court Judge District 7,Anthony W. (Tony) Brown,,NC District Court Judge District 7,John J. Covolo,,NC District Court Judge District 7,William C. Farris,,NC District Court Judge District 7,Lamont Wiggins,Beth Freshwater-Smith,,,,,,,,,,,,,,,,,,,,
NASH-20161108-Style015.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/NASH-20161108-Style015.pdf,NC District Court Judge District 7,John M. Britt,,,NC District Court Judge District 7,Anthony W. (Tony) Brown,,NC District Court Judge District 7,John J. Covolo,,NC District Court Judge District 7,William C. Farris,,NC District Court Judge District 7,Lamont Wiggins,Beth Freshwater-Smith,,,,,,,,,,,,,,,,,,,,
FRANKLIN-20161108-Style024-PILOT.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/FRANKLIN-20161108-Style024-PILOT.pdf,NC District Court Judge District 9,John W. Davis,,,NC District Court Judge District 9,S. Quon Bridges,Caroline S. Burnette,NC District Court Judge District 9,Amanda Stevenson,,NC District Court Judge District 9,Carolyn J. Yancey,,,,,,,,,,,,,,,,,,,,,,,,
PASQUOTANK-20161108-Style005.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/PASQUOTANK-20161108-Style005.pdf,NC District Court Judge District 1,Edgar L. Barnes,,,NC District Court Judge District 1,Amber Davis Malarney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUMBUS-20161108-Style016.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/COLUMBUS-20161108-Style016.pdf,NC Superior Court Judge District 13A,Chris Livingston,Douglas B. Sasser,,NC District Court Judge District 13,Pauline Hankins,W. Richard Cox,NC District Court Judge District 13,C. Ashley Gore,,NC District Court Judge District 13,Jason C. Disbrow,,NC District Court Judge District 13,Scott L. Ussery,,,,,,,,,,,,,,,,,,,,,
COLUMBUS-20161108-Style002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/COLUMBUS-20161108-Style002.pdf,NC Superior Court Judge District 13A,Chris Livingston,Douglas B. Sasser,,NC District Court Judge District 13,Pauline Hankins,W. Richard Cox,NC District Court Judge District 13,C. Ashley Gore,,NC District Court Judge District 13,Jason C. Disbrow,,NC District Court Judge District 13,Scott L. Ussery,,,,,,,,,,,,,,,,,,,,,
ROBESON-20161108-Style011.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/ROBESON-20161108-Style011.pdf,NC District Court Judge District 16B,Judith Milsap Daniels,,,NC District Court Judge District 16B,William Jeffrey Moore,Timothy J. Peterkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20161108-Style048.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAKE-20161108-Style048.pdf,NC District Court Judge District 10,Dan Nagle,Walter Rand,,NC District Court Judge District 10,Robert B. Rader,,NC District Court Judge District 10,Debra Sasser,,NC District Court Judge District 10,Christine M. Walczyk,,NC District Court Judge District 10,Marty E. Miller,Anna Elena Worley,NC District Court Judge District 10,Bryant Paris III,Monica M. Bousman,NC District Court Judge District 10,Jacqueline L. Brewer,,NC District Court Judge District 10,Eric Craig Chasse,,NC District Court Judge District 10,Lori G. Christian,,NC District Court Judge District 10,V.A. (Woofer) Davidian III,,NC District Court Judge District 10,Jefferson G. Griffin,,,
ROBESON-20161108-Style005.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/ROBESON-20161108-Style005.pdf,NC District Court Judge District 16B,Judith Milsap Daniels,,,NC District Court Judge District 16B,William Jeffrey Moore,Timothy J. Peterkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20161108-Style017-NH.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/VANCE-20161108-Style017-NH.pdf,NC District Court Judge District 9B,Adam Keith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20161108-Style080.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/FORSYTH-20161108-Style080.pdf,NC Superior Court Judge District 21C,Eric Morgan,Jonathan Scott Dills,,NC District Court Judge District 21,Gordon A. Miller,,NC District Court Judge District 21,Victoria L. (Tori) Roemer,,NC District Court Judge District 21,David E. Sipprell,,NC District Court Judge District 21,Camille Banks-Payne,,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,Carrie F. Vickery,Aaron J. Berlin,NC District Court Judge District 21,Laurie L. Hutchins,,,,,,,,,,,,
WAKE-20161108-Style074.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAKE-20161108-Style074.pdf,NC District Court Judge District 10,V.A. (Woofer) Davidian III,,,NC District Court Judge District 10,Jefferson G. Griffin,,NC District Court Judge District 10,Dan Nagle,Walter Rand,NC District Court Judge District 10,Robert B. Rader,,NC District Court Judge District 10,Debra Sasser,,NC District Court Judge District 10,Christine M. Walczyk,,NC District Court Judge District 10,Marty E. Miller,Anna Elena Worley,NC District Court Judge District 10,Bryant Paris III,Monica M. Bousman,NC District Court Judge District 10,Jacqueline L. Brewer,,NC District Court Judge District 10,Eric Craig Chasse,,NC District Court Judge District 10,Lori G. Christian,,,
WAKE-20161108-Style060.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAKE-20161108-Style060.pdf,NC District Court Judge District 10,Dan Nagle,Walter Rand,,NC District Court Judge District 10,Robert B. Rader,,NC District Court Judge District 10,Debra Sasser,,NC District Court Judge District 10,Christine M. Walczyk,,NC District Court Judge District 10,Marty E. Miller,Anna Elena Worley,NC District Court Judge District 10,Bryant Paris III,Monica M. Bousman,NC District Court Judge District 10,Jacqueline L. Brewer,,NC District Court Judge District 10,Eric Craig Chasse,,NC District Court Judge District 10,Lori G. Christian,,NC District Court Judge District 10,V.A. (Woofer) Davidian III,,NC District Court Judge District 10,Jefferson G. Griffin,,,
DAVIDSON-20161108-Style002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/DAVIDSON-20161108-Style002.pdf,NC Superior Court Judge District 22B,Lori Hamilton,Jeffrey J. Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRAVEN-20161108-Style031-HARLOWE.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CRAVEN-20161108-Style031-HARLOWE.pdf,NC Superior Court Judge District 3B,Robert J. McAfee,Josh Willey,,NC District Court Judge District 3B,Clinton D. Rowe,,NC District Court Judge District 3B,Karen A. Alexander,,NC District Court Judge District 3B,Peter Mack,,NC District Court Judge District 3B,W. David McFadyen III,,NC District Court Judge District 3B,Walter Mills,,NC District Court Judge District 3B,Paul M. Quinn,,,,,,,,,,,,,,,
LENOIR-20161108-Style009.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/LENOIR-20161108-Style009.pdf,NC Superior Court Judge District 8A,Imelda Pate,Stuart L. Stroud,,NC District Court Judge District 8,Curtis Stackhouse,Annette W. Turik,NC District Court Judge District 8,Charles P. Gaylor III,,NC District Court Judge District 8,Ericka James,,NC District Court Judge District 8,Les Turner,,NC District Court Judge District 8,David Bernard Brantley,,,,,,,,,,,,,,,,,,
FORSYTH-20161108-Style043.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/FORSYTH-20161108-Style043.pdf,NC District Court Judge District 21,David E. Sipprell,,,NC District Court Judge District 21,Camille Banks-Payne,,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,Carrie F. Vickery,Aaron J. Berlin,NC District Court Judge District 21,Laurie L. Hutchins,,NC District Court Judge District 21,Gordon A. Miller,,NC District Court Judge District 21,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,
MADISON-20161108-Style004-HOT_SPRINGS.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MADISON-20161108-Style004-HOT_SPRINGS.pdf,NC Superior Court Judge District 24,Greg Horne,,,NC District Court Judge District 24,Hal G. Harrison,,NC District Court Judge District 24,Ted McEntire,,NC District Court Judge District 24,Joshua J. (Josh) Teague,Rebecca (Becca) Eggers-Gryder,,,,,,,,,,,,,,,,,,,,,,,
PERSON-20161108-Style008-ROXBORO_CENTRAL.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/PERSON-20161108-Style008-ROXBORO_CENTRAL.pdf,NC District Court Judge District 9A,John Hoyte (J.) Stultz III,Mike Gentry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20161108-Style057.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/FORSYTH-20161108-Style057.pdf,NC District Court Judge District 21,Camille Banks-Payne,,,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,Carrie F. Vickery,Aaron J. Berlin,NC District Court Judge District 21,Laurie L. Hutchins,,NC District Court Judge District 21,Gordon A. Miller,,NC District Court Judge District 21,Victoria L. (Tori) Roemer,,NC District Court Judge District 21,David E. Sipprell,,,,,,,,,,,,,,,
ROWAN-20161108-Style032-TRADING_FORD.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/ROWAN-20161108-Style032-TRADING_FORD.pdf,NC District Court Judge District 19C,Marshall Bickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWAIN-20161108-Style001-ALARKA.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/SWAIN-20161108-Style001-ALARKA.pdf,NC District Court Judge District 30,Richard K. Walker,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Tessa Shelton Sellers,Kimberly N. Carpenter,,,,,,,,,,,,,,,,,,,,,,,,,,
RANDOLPH-20161108-Style028-TRINITY.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/RANDOLPH-20161108-Style028-TRINITY.pdf,NC District Court Judge District 19B,Darren C. Allen,Don (Skipper) Creed,,NC District Court Judge District 19B,James P. (Jimmy) Hill,,NC District Court Judge District 19B,Rob Wilkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRANKLIN-20161108-Style010-BUNN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/FRANKLIN-20161108-Style010-BUNN.pdf,NC District Court Judge District 9,John W. Davis,,,NC District Court Judge District 9,S. Quon Bridges,Caroline S. Burnette,NC District Court Judge District 9,Amanda Stevenson,,NC District Court Judge District 9,Carolyn J. Yancey,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20161108-Style053.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/FORSYTH-20161108-Style053.pdf,NC District Court Judge District 21,Camille Banks-Payne,,,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,Carrie F. Vickery,Aaron J. Berlin,NC District Court Judge District 21,Laurie L. Hutchins,,NC District Court Judge District 21,Gordon A. Miller,,NC District Court Judge District 21,Victoria L. (Tori) Roemer,,NC District Court Judge District 21,David E. Sipprell,,,,,,,,,,,,,,,
FORSYTH-20161108-Style047.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/FORSYTH-20161108-Style047.pdf,NC District Court Judge District 21,David E. Sipprell,,,NC District Court Judge District 21,Camille Banks-Payne,,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,Carrie F. Vickery,Aaron J. Berlin,NC District Court Judge District 21,Laurie L. Hutchins,,NC District Court Judge District 21,Gordon A. Miller,,NC District Court Judge District 21,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,
EDGECOMBE-20161108-Style008.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/EDGECOMBE-20161108-Style008.pdf,NC District Court Judge District 7,John M. Britt,,,NC District Court Judge District 7,Anthony W. (Tony) Brown,,NC District Court Judge District 7,John J. Covolo,,NC District Court Judge District 7,William C. Farris,,NC District Court Judge District 7,Lamont Wiggins,Beth Freshwater-Smith,,,,,,,,,,,,,,,,,,,,
ROBESON-20161108-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/ROBESON-20161108-Style001.pdf,NC District Court Judge District 16B,Judith Milsap Daniels,,,NC District Court Judge District 16B,William Jeffrey Moore,Timothy J. Peterkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IREDELL-20161108-Style029-OLIN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/IREDELL-20161108-Style029-OLIN.pdf,NC Superior Court Judge District 22A,Joe Crosswhite,,,NC District Court Judge District 22A,Edward Lawrence Hedrick IV,,NC District Court Judge District 22A,Christine Underwood,,NC District Court Judge District 22A,Deborah Brown,,NC District Court Judge District 22A,L. Dale Graham,,,,,,,,,,,,,,,,,,,,,
WAKE-20161108-Style058.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAKE-20161108-Style058.pdf,NC District Court Judge District 10,Dan Nagle,Walter Rand,,NC District Court Judge District 10,Robert B. Rader,,NC District Court Judge District 10,Debra Sasser,,NC District Court Judge District 10,Christine M. Walczyk,,NC District Court Judge District 10,Marty E. Miller,Anna Elena Worley,NC District Court Judge District 10,Bryant Paris III,Monica M. Bousman,NC District Court Judge District 10,Jacqueline L. Brewer,,NC District Court Judge District 10,Eric Craig Chasse,,NC District Court Judge District 10,Lori G. Christian,,NC District Court Judge District 10,V.A. (Woofer) Davidian III,,NC District Court Judge District 10,Jefferson G. Griffin,,,
PERSON-20161108-Style011-WOODSDALE.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/PERSON-20161108-Style011-WOODSDALE.pdf,NC District Court Judge District 9A,John Hoyte (J.) Stultz III,Mike Gentry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCDOWELL-20161108-Style012-MARION_5.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MCDOWELL-20161108-Style012-MARION_5.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20161108-Style064.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAKE-20161108-Style064.pdf,NC Superior Court Judge District 10F,A. Graham Shirley,,,NC District Court Judge District 10,Lori G. Christian,,NC District Court Judge District 10,V.A. (Woofer) Davidian III,,NC District Court Judge District 10,Jefferson G. Griffin,,NC District Court Judge District 10,Dan Nagle,Walter Rand,NC District Court Judge District 10,Robert B. Rader,,NC District Court Judge District 10,Debra Sasser,,NC District Court Judge District 10,Christine M. Walczyk,,NC District Court Judge District 10,Marty E. Miller,Anna Elena Worley,NC District Court Judge District 10,Bryant Paris III,Monica M. Bousman,NC District Court Judge District 10,Jacqueline L. Brewer,,NC District Court Judge District 10,Eric Craig Chasse
GRANVILLE-20161108-Style005-BEREA.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/GRANVILLE-20161108-Style005-BEREA.pdf,NC District Court Judge District 9,John W. Davis,,,NC District Court Judge District 9,S. Quon Bridges,Caroline S. Burnette,NC District Court Judge District 9,Amanda Stevenson,,NC District Court Judge District 9,Carolyn J. Yancey,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20161108-Style070.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAKE-20161108-Style070.pdf,NC District Court Judge District 10,Dan Nagle,Walter Rand,,NC District Court Judge District 10,Robert B. Rader,,NC District Court Judge District 10,Debra Sasser,,NC District Court Judge District 10,Christine M. Walczyk,,NC District Court Judge District 10,Marty E. Miller,Anna Elena Worley,NC District Court Judge District 10,Bryant Paris III,Monica M. Bousman,NC District Court Judge District 10,Jacqueline L. Brewer,,NC District Court Judge District 10,Eric Craig Chasse,,NC District Court Judge District 10,Lori G. Christian,,NC District Court Judge District 10,V.A. (Woofer) Davidian III,,NC District Court Judge District 10,Jefferson G. Griffin,,,
RANDOLPH-20161108-Style006-ARCHDALE.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/RANDOLPH-20161108-Style006-ARCHDALE.pdf,NC District Court Judge District 19B,Darren C. Allen,Don (Skipper) Creed,,NC District Court Judge District 19B,James P. (Jimmy) Hill,,NC District Court Judge District 19B,Rob Wilkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE-20161108-Style015-TOPTON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CHEROKEE-20161108-Style015-TOPTON.pdf,NC District Court Judge District 30,Richard K. Walker,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Tessa Shelton Sellers,Kimberly N. Carpenter,,,,,,,,,,,,,,,,,,,,,,,,,,
ROWAN-20161108-Style019-EAST_SPENCER.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/ROWAN-20161108-Style019-EAST_SPENCER.pdf,NC District Court Judge District 19C,Marshall Bickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20161108-Style015-MIDD.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/VANCE-20161108-Style015-MIDD.pdf,NC District Court Judge District 9B,Adam Keith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROCKINGHAM-20161108-Style008-LINCOLN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/ROCKINGHAM-20161108-Style008-LINCOLN.pdf,NC District Court Judge District 17A,James (Tony) Grogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUMBUS-20161108-Style006.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/COLUMBUS-20161108-Style006.pdf,NC Superior Court Judge District 13A,Chris Livingston,Douglas B. Sasser,,NC District Court Judge District 13,Pauline Hankins,W. Richard Cox,NC District Court Judge District 13,C. Ashley Gore,,NC District Court Judge District 13,Jason C. Disbrow,,NC District Court Judge District 13,Scott L. Ussery,,,,,,,,,,,,,,,,,,,,,
COLUMBUS-20161108-Style012.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/COLUMBUS-20161108-Style012.pdf,NC Superior Court Judge District 13A,Chris Livingston,Douglas B. Sasser,,NC District Court Judge District 13,Pauline Hankins,W. Richard Cox,NC District Court Judge District 13,C. Ashley Gore,,NC District Court Judge District 13,Jason C. Disbrow,,NC District Court Judge District 13,Scott L. Ussery,,,,,,,,,,,,,,,,,,,,,
PASQUOTANK-20161108-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/PASQUOTANK-20161108-Style001.pdf,NC District Court Judge District 1,Edgar L. Barnes,,,NC District Court Judge District 1,Amber Davis Malarney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NASH-20161108-Style039.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/NASH-20161108-Style039.pdf,NC District Court Judge District 7,John M. Britt,,,NC District Court Judge District 7,Anthony W. (Tony) Brown,,NC District Court Judge District 7,John J. Covolo,,NC District Court Judge District 7,William C. Farris,,NC District Court Judge District 7,Lamont Wiggins,Beth Freshwater-Smith,,,,,,,,,,,,,,,,,,,,
NASH-20161108-Style011.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/NASH-20161108-Style011.pdf,NC District Court Judge District 7,John M. Britt,,,NC District Court Judge District 7,Anthony W. (Tony) Brown,,NC District Court Judge District 7,John J. Covolo,,NC District Court Judge District 7,William C. Farris,,NC District Court Judge District 7,Lamont Wiggins,Beth Freshwater-Smith,,,,,,,,,,,,,,,,,,,,
