pdf_file,pdf_url
9NALAM01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NALAM02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NALAM03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NALAM04.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NALAM05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NALAM06.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NALAM07.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NALAM08.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NALAM09.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NALAM10.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NALLE01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NANSO01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NANSO02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NANSO03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NANSO04.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NANSO05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NANSO06.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NANSO07.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NASHE01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NASHE02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NASHE03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NAVER01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NAVER02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NAVER03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NAVER04.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NAVER05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NAVER06.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NBEAU01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NBEAU02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NBEAU03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NBEAU04.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NBEAU05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NBEAU06.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NBEAU07.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
9NBERT01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2009-11-03.zip
