pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,candidate8_2,office9,candidate9_1,candidate9_2,office10,candidate10_1,candidate10_2,office11,candidate11_1,candidate11_2,office12,candidate12_1
8GALAM01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 15A,Wayne Abernathy,,,DISTRICT COURT JUDGE DISTRICT 15A,Tom Lambeth,Keith Whited,DISTRICT COURT JUDGE DISTRICT 15A,James K. (Jim) Roberson,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GALAM02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 15A,Wayne Abernathy,,,DISTRICT COURT JUDGE DISTRICT 15A,Tom Lambeth,Keith Whited,DISTRICT COURT JUDGE DISTRICT 15A,James K. (Jim) Roberson,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GALAM03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 15A,Wayne Abernathy,,,DISTRICT COURT JUDGE DISTRICT 15A,Tom Lambeth,Keith Whited,DISTRICT COURT JUDGE DISTRICT 15A,James K. (Jim) Roberson,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GALEX01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 22A,Joe Crosswhite,,,DISTRICT COURT JUDGE DISTRICT 22A,Dale Graham,,DISTRICT COURT JUDGE DISTRICT 22A,Lynn Shuping Gullett,Christine Underwood,DISTRICT COURT JUDGE DISTRICT 22A,"Edward L. Hedrick, IV",,DISTRICT COURT JUDGE DISTRICT 22A,Deborah Brown,Peter A. Smith,,,,,,,,,,,,,,,,,,,,
8GALEX02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 22A,Joe Crosswhite,,,DISTRICT COURT JUDGE DISTRICT 22A,Dale Graham,,DISTRICT COURT JUDGE DISTRICT 22A,Lynn Shuping Gullett,Christine Underwood,DISTRICT COURT JUDGE DISTRICT 22A,"Edward L. Hedrick, IV",,DISTRICT COURT JUDGE DISTRICT 22A,Deborah Brown,Peter A. Smith,,,,,,,,,,,,,,,,,,,,
8GALEX03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 22A,Joe Crosswhite,,,DISTRICT COURT JUDGE DISTRICT 22A,Dale Graham,,DISTRICT COURT JUDGE DISTRICT 22A,Lynn Shuping Gullett,Christine Underwood,DISTRICT COURT JUDGE DISTRICT 22A,"Edward L. Hedrick, IV",,DISTRICT COURT JUDGE DISTRICT 22A,Deborah Brown,Peter A. Smith,,,,,,,,,,,,,,,,,,,,
8GALEX04.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 22A,Joe Crosswhite,,,DISTRICT COURT JUDGE DISTRICT 22A,Dale Graham,,DISTRICT COURT JUDGE DISTRICT 22A,Lynn Shuping Gullett,Christine Underwood,DISTRICT COURT JUDGE DISTRICT 22A,"Edward L. Hedrick, IV",,DISTRICT COURT JUDGE DISTRICT 22A,Deborah Brown,Peter A. Smith,,,,,,,,,,,,,,,,,,,,
8GALLE01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 23,"Robert (Bert) Greene, Jr.",Jeanie Reavis Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GANSO01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 20A,Kevin M. Bridges,Charles Weaver Collini,Tanya Wallace,DISTRICT COURT JUDGE DISTRICT 20A,Lisa Blue Thacker,,DISTRICT COURT JUDGE DISTRICT 20A,John Daniel,Amanda L. (Amy) Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
8GANSO02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 20A,Kevin M. Bridges,Charles Weaver Collini,Tanya Wallace,DISTRICT COURT JUDGE DISTRICT 20A,Lisa Blue Thacker,,DISTRICT COURT JUDGE DISTRICT 20A,John Daniel,Amanda L. (Amy) Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
8GANSO03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 20A,Kevin M. Bridges,Charles Weaver Collini,Tanya Wallace,DISTRICT COURT JUDGE DISTRICT 20A,Lisa Blue Thacker,,DISTRICT COURT JUDGE DISTRICT 20A,John Daniel,Amanda L. (Amy) Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
8GANSO04.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 20A,Kevin M. Bridges,Charles Weaver Collini,Tanya Wallace,DISTRICT COURT JUDGE DISTRICT 20A,John Daniel,Amanda L. (Amy) Wilson,DISTRICT COURT JUDGE DISTRICT 20A,Lisa Blue Thacker,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GANSO05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 20A,Kevin M. Bridges,Charles Weaver Collini,Tanya Wallace,DISTRICT COURT JUDGE DISTRICT 20A,Lisa Blue Thacker,,DISTRICT COURT JUDGE DISTRICT 20A,John Daniel,Amanda L. (Amy) Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
8GANSO06.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 20A,Kevin M. Bridges,Charles Weaver Collini,Tanya Wallace,DISTRICT COURT JUDGE DISTRICT 20A,Lisa Blue Thacker,,DISTRICT COURT JUDGE DISTRICT 20A,John Daniel,Amanda L. (Amy) Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
8GANSO07.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 20A,Kevin M. Bridges,Charles Weaver Collini,Tanya Wallace,DISTRICT COURT JUDGE DISTRICT 20A,John Daniel,Amanda L. (Amy) Wilson,DISTRICT COURT JUDGE DISTRICT 20A,Lisa Blue Thacker,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GANSO08.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 20A,Kevin M. Bridges,Charles Weaver Collini,Tanya Wallace,DISTRICT COURT JUDGE DISTRICT 20A,John Daniel,Amanda L. (Amy) Wilson,DISTRICT COURT JUDGE DISTRICT 20A,Lisa Blue Thacker,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GANSO09.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 20A,Kevin M. Bridges,Charles Weaver Collini,Tanya Wallace,DISTRICT COURT JUDGE DISTRICT 20A,Lisa Blue Thacker,,DISTRICT COURT JUDGE DISTRICT 20A,John Daniel,Amanda L. (Amy) Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
8GANSO10.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 20A,Kevin M. Bridges,Charles Weaver Collini,Tanya Wallace,DISTRICT COURT JUDGE DISTRICT 20A,Lisa Blue Thacker,,DISTRICT COURT JUDGE DISTRICT 20A,John Daniel,Amanda L. (Amy) Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
8GANSO11.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 20A,Kevin M. Bridges,Charles Weaver Collini,Tanya Wallace,DISTRICT COURT JUDGE DISTRICT 20A,Lisa Blue Thacker,,DISTRICT COURT JUDGE DISTRICT 20A,John Daniel,Amanda L. (Amy) Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
8GANSO12.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 20A,Kevin M. Bridges,Charles Weaver Collini,Tanya Wallace,DISTRICT COURT JUDGE DISTRICT 20A,John Daniel,Amanda L. (Amy) Wilson,DISTRICT COURT JUDGE DISTRICT 20A,Lisa Blue Thacker,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GANSO13.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 20A,Kevin M. Bridges,Charles Weaver Collini,Tanya Wallace,DISTRICT COURT JUDGE DISTRICT 20A,John Daniel,Amanda L. (Amy) Wilson,DISTRICT COURT JUDGE DISTRICT 20A,Lisa Blue Thacker,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GASHE01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 23,"Robert (Bert) Greene, Jr.",Jeanie Reavis Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GAVER01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 24,Ted McEntire,,,DISTRICT COURT JUDGE DISTRICT 24,Greg Horne,,DISTRICT COURT JUDGE DISTRICT 24,R. Alexander (Alex) Lyerly,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GBEAU01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 2,Chris McLendon,,,DISTRICT COURT JUDGE DISTRICT 2,Michael A. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GBEAU02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 2,Chris McLendon,,,DISTRICT COURT JUDGE DISTRICT 2,Michael A. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GBEAU03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 2,Chris McLendon,,,DISTRICT COURT JUDGE DISTRICT 2,Michael A. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GBEAU04.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 2,Chris McLendon,,,DISTRICT COURT JUDGE DISTRICT 2,Michael A. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GBEAU05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 2,Chris McLendon,,,DISTRICT COURT JUDGE DISTRICT 2,Michael A. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GBEAU06.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 2,Chris McLendon,,,DISTRICT COURT JUDGE DISTRICT 2,Michael A. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GBEAU07.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 2,Chris McLendon,,,DISTRICT COURT JUDGE DISTRICT 2,Michael A. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GBEAU08.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 2,Chris McLendon,,,DISTRICT COURT JUDGE DISTRICT 2,Michael A. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GBEAU09.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 2,Chris McLendon,,,DISTRICT COURT JUDGE DISTRICT 2,Michael A. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GBEAU10.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 2,Chris McLendon,,,DISTRICT COURT JUDGE DISTRICT 2,Michael A. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GBERT01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 6B,Thomas R J Newbern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GBLAD01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 13A,"Douglas B. Sasser, Sr.",,,DISTRICT COURT JUDGE DISTRICT 13,Napoleon Barefoot,,DISTRICT COURT JUDGE DISTRICT 13,Jerry Arnold Jolly,,DISTRICT COURT JUDGE DISTRICT 13,Scott L. Ussery,,DISTRICT COURT JUDGE DISTRICT 13,Marion Roscoe Warren,,,,,,,,,,,,,,,,,,,,,
8GBLAD02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 13A,"Douglas B. Sasser, Sr.",,,DISTRICT COURT JUDGE DISTRICT 13,Napoleon Barefoot,,DISTRICT COURT JUDGE DISTRICT 13,Jerry Arnold Jolly,,DISTRICT COURT JUDGE DISTRICT 13,Scott L. Ussery,,DISTRICT COURT JUDGE DISTRICT 13,Marion Roscoe Warren,,,,,,,,,,,,,,,,,,,,,
8GBLAD03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 13A,"Douglas B. Sasser, Sr.",,,DISTRICT COURT JUDGE DISTRICT 13,Napoleon Barefoot,,DISTRICT COURT JUDGE DISTRICT 13,Jerry Arnold Jolly,,DISTRICT COURT JUDGE DISTRICT 13,Scott L. Ussery,,DISTRICT COURT JUDGE DISTRICT 13,Marion Roscoe Warren,,,,,,,,,,,,,,,,,,,,,
8GBRUN01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 13,Scott L. Ussery,,,DISTRICT COURT JUDGE DISTRICT 13,Marion Roscoe Warren,,DISTRICT COURT JUDGE DISTRICT 13,Napoleon Barefoot,,DISTRICT COURT JUDGE DISTRICT 13,Jerry Arnold Jolly,,,,,,,,,,,,,,,,,,,,,,,,
8GBRUN02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 13,Scott L. Ussery,,,DISTRICT COURT JUDGE DISTRICT 13,Marion Roscoe Warren,,DISTRICT COURT JUDGE DISTRICT 13,Napoleon Barefoot,,DISTRICT COURT JUDGE DISTRICT 13,Jerry Arnold Jolly,,,,,,,,,,,,,,,,,,,,,,,,
8GBUNC01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 28,J. Calvin Hill,,,DISTRICT COURT JUDGE DISTRICT 28,Marvin Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GBUNC02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 28,J. Calvin Hill,,,DISTRICT COURT JUDGE DISTRICT 28,Marvin Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GBUNC03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 28,J. Calvin Hill,,,DISTRICT COURT JUDGE DISTRICT 28,Marvin Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GBUNC04.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 28,J. Calvin Hill,,,DISTRICT COURT JUDGE DISTRICT 28,Marvin Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GBUNC05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 28,J. Calvin Hill,,,DISTRICT COURT JUDGE DISTRICT 28,Marvin Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GBUNC06.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 28,J. Calvin Hill,,,DISTRICT COURT JUDGE DISTRICT 28,Marvin Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GBUNC07.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 28,J. Calvin Hill,,,DISTRICT COURT JUDGE DISTRICT 28,Marvin Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GBUNC08.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 28,J. Calvin Hill,,,DISTRICT COURT JUDGE DISTRICT 28,Marvin Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GBURK01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 25,Burford A. Cherry,,,DISTRICT COURT JUDGE DISTRICT 25,Gary Dellinger,John R. Mull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GBURK02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 25,Burford A. Cherry,,,DISTRICT COURT JUDGE DISTRICT 25,Gary Dellinger,John R. Mull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCABA01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCABA02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCABA03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCABA04.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCABA05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCALD01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 25,Burford A. Cherry,,,DISTRICT COURT JUDGE DISTRICT 25,Gary Dellinger,John R. Mull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCALD02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 25,Burford A. Cherry,,,DISTRICT COURT JUDGE DISTRICT 25,Gary Dellinger,John R. Mull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCAMD01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 1,Edgar L. Barnes,,,DISTRICT COURT JUDGE DISTRICT 1,Amber Davis Malarney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCART01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 3B,Karen A. Alexander,,,DISTRICT COURT JUDGE DISTRICT 3B,"Peter Mack, Jr.",,DISTRICT COURT JUDGE DISTRICT 3B,L. Walter Mills,,DISTRICT COURT JUDGE DISTRICT 3B,Paul M. Quinn,,DISTRICT COURT JUDGE DISTRICT 3B,Cheryl Spencer,,DISTRICT COURT JUDGE DISTRICT 3B,Jerry F. Waddell,,,,,,,,,,,,,,,,,,
8GCASW01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 9A,Mike Gentry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCASW02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 9A,Mike Gentry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCASW03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 9A,Mike Gentry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCATA01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 25,Gary Dellinger,John R. Mull,,DISTRICT COURT JUDGE DISTRICT 25,Burford A. Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCATA02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 25,Gary Dellinger,John R. Mull,,DISTRICT COURT JUDGE DISTRICT 25,Burford A. Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCATA03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 25,Gary Dellinger,John R. Mull,,DISTRICT COURT JUDGE DISTRICT 25,Burford A. Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCATA04.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 25,Gary Dellinger,John R. Mull,,DISTRICT COURT JUDGE DISTRICT 25,Burford A. Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCATA05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 25,Gary Dellinger,John R. Mull,,DISTRICT COURT JUDGE DISTRICT 25,Burford A. Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCATA06.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 25,Gary Dellinger,John R. Mull,,DISTRICT COURT JUDGE DISTRICT 25,Burford A. Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCHAT01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 15B,Charles (Chuck) Anderson,,,DISTRICT COURT JUDGE DISTRICT 15B,"Alonzo Brown Coleman, Jr",Betsy J. Wolfenden,DISTRICT COURT JUDGE DISTRICT 15B,Glenn Gerding,Page Vernon,DISTRICT COURT JUDGE DISTRICT 15B,Beverly A. Scarlett,,,,,,,,,,,,,,,,,,,,,,,,
8GCHAT02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 15B,Charles (Chuck) Anderson,,,DISTRICT COURT JUDGE DISTRICT 15B,"Alonzo Brown Coleman, Jr",Betsy J. Wolfenden,DISTRICT COURT JUDGE DISTRICT 15B,Glenn Gerding,Page Vernon,DISTRICT COURT JUDGE DISTRICT 15B,Beverly A. Scarlett,,,,,,,,,,,,,,,,,,,,,,,,
8GCHER01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 30,Richard K. Walker,,,DISTRICT COURT JUDGE DISTRICT 30,Richlyn D. Holt,,DISTRICT COURT JUDGE DISTRICT 30,Monica Leslie,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCHER02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 30,Richard K. Walker,,,DISTRICT COURT JUDGE DISTRICT 30,Richlyn D. Holt,,DISTRICT COURT JUDGE DISTRICT 30,Monica Leslie,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCHER03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 30,Richard K. Walker,,,DISTRICT COURT JUDGE DISTRICT 30,Richlyn D. Holt,,DISTRICT COURT JUDGE DISTRICT 30,Monica Leslie,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCHER04.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 30,Richard K. Walker,,,DISTRICT COURT JUDGE DISTRICT 30,Richlyn D. Holt,,DISTRICT COURT JUDGE DISTRICT 30,Monica Leslie,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCHER05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 30,Richard K. Walker,,,DISTRICT COURT JUDGE DISTRICT 30,Richlyn D. Holt,,DISTRICT COURT JUDGE DISTRICT 30,Monica Leslie,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCHER06.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 30,Richard K. Walker,,,DISTRICT COURT JUDGE DISTRICT 30,Richlyn D. Holt,,DISTRICT COURT JUDGE DISTRICT 30,Monica Leslie,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GCHER07.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 30,Richard K. Walker,,,DISTRICT COURT JUDGE DISTRICT 30,Richlyn D. Holt,,DISTRICT COURT JUDGE DISTRICT 30,Monica Leslie,,,,,,,,,,,,,,,,,,,,,,,,,,,
