pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,candidate8_2,office9,candidate9_1,candidate9_2,office10,candidate10_1,candidate10_2,office11,candidate11_1,candidate11_2,office12,candidate12_1
8GFRAN26.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 9,S. Quon Bridges,Amanda Stevenson,,DISTRICT COURT JUDGE DISTRICT 9,John W. Davis,,DISTRICT COURT JUDGE DISTRICT 9,Daniel F. Finch,,DISTRICT COURT JUDGE DISTRICT 9,A. Chance Wilkinson,Carolyn J. Yancey,,,,,,,,,,,,,,,,,,,,,,,
8GGAST01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 27A,Richard B. Abernethy,,,DISTRICT COURT JUDGE DISTRICT 27A,John K. Greenlee,,DISTRICT COURT JUDGE DISTRICT 27A,Angela G. Hoyle,,DISTRICT COURT JUDGE DISTRICT 27A,James A. Jackson,,DISTRICT COURT JUDGE DISTRICT 27A,Thomas G. Taylor,,,,,,,,,,,,,,,,,,,,,
8GGAST02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 27A,Richard B. Abernethy,,,DISTRICT COURT JUDGE DISTRICT 27A,John K. Greenlee,,DISTRICT COURT JUDGE DISTRICT 27A,Angela G. Hoyle,,DISTRICT COURT JUDGE DISTRICT 27A,James A. Jackson,,DISTRICT COURT JUDGE DISTRICT 27A,Thomas G. Taylor,,,,,,,,,,,,,,,,,,,,,
8GGAST03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 27A,Richard B. Abernethy,,,DISTRICT COURT JUDGE DISTRICT 27A,John K. Greenlee,,DISTRICT COURT JUDGE DISTRICT 27A,Angela G. Hoyle,,DISTRICT COURT JUDGE DISTRICT 27A,James A. Jackson,,DISTRICT COURT JUDGE DISTRICT 27A,Thomas G. Taylor,,,,,,,,,,,,,,,,,,,,,
8GGAST04.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 27A,Richard B. Abernethy,,,DISTRICT COURT JUDGE DISTRICT 27A,John K. Greenlee,,DISTRICT COURT JUDGE DISTRICT 27A,Angela G. Hoyle,,DISTRICT COURT JUDGE DISTRICT 27A,James A. Jackson,,DISTRICT COURT JUDGE DISTRICT 27A,Thomas G. Taylor,,,,,,,,,,,,,,,,,,,,,
8GGAST05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 27A,Richard B. Abernethy,,,DISTRICT COURT JUDGE DISTRICT 27A,John K. Greenlee,,DISTRICT COURT JUDGE DISTRICT 27A,Angela G. Hoyle,,DISTRICT COURT JUDGE DISTRICT 27A,James A. Jackson,,DISTRICT COURT JUDGE DISTRICT 27A,Thomas G. Taylor,,,,,,,,,,,,,,,,,,,,,
8GGAST06.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 27A,Richard B. Abernethy,,,DISTRICT COURT JUDGE DISTRICT 27A,John K. Greenlee,,DISTRICT COURT JUDGE DISTRICT 27A,Angela G. Hoyle,,DISTRICT COURT JUDGE DISTRICT 27A,James A. Jackson,,DISTRICT COURT JUDGE DISTRICT 27A,Thomas G. Taylor,,,,,,,,,,,,,,,,,,,,,
8GGAST07.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 27A,Richard B. Abernethy,,,DISTRICT COURT JUDGE DISTRICT 27A,John K. Greenlee,,DISTRICT COURT JUDGE DISTRICT 27A,Angela G. Hoyle,,DISTRICT COURT JUDGE DISTRICT 27A,James A. Jackson,,DISTRICT COURT JUDGE DISTRICT 27A,Thomas G. Taylor,,,,,,,,,,,,,,,,,,,,,
8GGATE01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 1,Edgar L. Barnes,,,DISTRICT COURT JUDGE DISTRICT 1,Amber Davis Malarney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GGRAH01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 30,Richlyn D. Holt,,,DISTRICT COURT JUDGE DISTRICT 30,Monica Leslie,,DISTRICT COURT JUDGE DISTRICT 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GGRAH02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 30,Richlyn D. Holt,,,DISTRICT COURT JUDGE DISTRICT 30,Monica Leslie,,DISTRICT COURT JUDGE DISTRICT 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GGRAH03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 30,Richlyn D. Holt,,,DISTRICT COURT JUDGE DISTRICT 30,Monica Leslie,,DISTRICT COURT JUDGE DISTRICT 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GGRAH04.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 30,Richlyn D. Holt,,,DISTRICT COURT JUDGE DISTRICT 30,Monica Leslie,,DISTRICT COURT JUDGE DISTRICT 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GGRAN01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 9,Daniel F. Finch,,,DISTRICT COURT JUDGE DISTRICT 9,A. Chance Wilkinson,Carolyn J. Yancey,DISTRICT COURT JUDGE DISTRICT 9,S. Quon Bridges,Amanda Stevenson,DISTRICT COURT JUDGE DISTRICT 9,John W. Davis,,,,,,,,,,,,,,,,,,,,,,,,
8GGRAN02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 9,John W. Davis,,,DISTRICT COURT JUDGE DISTRICT 9,Daniel F. Finch,,DISTRICT COURT JUDGE DISTRICT 9,A. Chance Wilkinson,Carolyn J. Yancey,DISTRICT COURT JUDGE DISTRICT 9,S. Quon Bridges,Amanda Stevenson,,,,,,,,,,,,,,,,,,,,,,,
8GGRAN03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 9,John W. Davis,,,DISTRICT COURT JUDGE DISTRICT 9,Daniel F. Finch,,DISTRICT COURT JUDGE DISTRICT 9,A. Chance Wilkinson,Carolyn J. Yancey,DISTRICT COURT JUDGE DISTRICT 9,S. Quon Bridges,Amanda Stevenson,,,,,,,,,,,,,,,,,,,,,,,
8GGRAN04.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 9,S. Quon Bridges,Amanda Stevenson,,DISTRICT COURT JUDGE DISTRICT 9,John W. Davis,,DISTRICT COURT JUDGE DISTRICT 9,Daniel F. Finch,,DISTRICT COURT JUDGE DISTRICT 9,A. Chance Wilkinson,Carolyn J. Yancey,,,,,,,,,,,,,,,,,,,,,,,
8GGRAN05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 9,John W. Davis,,,DISTRICT COURT JUDGE DISTRICT 9,Daniel F. Finch,,DISTRICT COURT JUDGE DISTRICT 9,A. Chance Wilkinson,Carolyn J. Yancey,DISTRICT COURT JUDGE DISTRICT 9,S. Quon Bridges,Amanda Stevenson,,,,,,,,,,,,,,,,,,,,,,,
8GGRAN06.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 9,John W. Davis,,,DISTRICT COURT JUDGE DISTRICT 9,Daniel F. Finch,,DISTRICT COURT JUDGE DISTRICT 9,A. Chance Wilkinson,Carolyn J. Yancey,DISTRICT COURT JUDGE DISTRICT 9,S. Quon Bridges,Amanda Stevenson,,,,,,,,,,,,,,,,,,,,,,,
8GGRAN07.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 9,John W. Davis,,,DISTRICT COURT JUDGE DISTRICT 9,Daniel F. Finch,,DISTRICT COURT JUDGE DISTRICT 9,A. Chance Wilkinson,Carolyn J. Yancey,DISTRICT COURT JUDGE DISTRICT 9,S. Quon Bridges,Amanda Stevenson,,,,,,,,,,,,,,,,,,,,,,,
8GGRAN08.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 9,Daniel F. Finch,,,DISTRICT COURT JUDGE DISTRICT 9,A. Chance Wilkinson,Carolyn J. Yancey,DISTRICT COURT JUDGE DISTRICT 9,S. Quon Bridges,Amanda Stevenson,DISTRICT COURT JUDGE DISTRICT 9,John W. Davis,,,,,,,,,,,,,,,,,,,,,,,,
8GGRAN09.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 9,John W. Davis,,,DISTRICT COURT JUDGE DISTRICT 9,Daniel F. Finch,,DISTRICT COURT JUDGE DISTRICT 9,A. Chance Wilkinson,Carolyn J. Yancey,DISTRICT COURT JUDGE DISTRICT 9,S. Quon Bridges,Amanda Stevenson,,,,,,,,,,,,,,,,,,,,,,,
8GGREE01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GGUIL01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 18,Sherry Fowler Alloway,,,DISTRICT COURT JUDGE DISTRICT 18,Susan E. Bray,,DISTRICT COURT JUDGE DISTRICT 18,Susan R. Burch,Tabatha Phillips Holliday,DISTRICT COURT JUDGE DISTRICT 18,Robert Enochs,Angela C. Foster,DISTRICT COURT JUDGE DISTRICT 18,Michelle Fletcher,,DISTRICT COURT JUDGE DISTRICT 18,Avery Michelle Crump,A. Robinson Hassell,DISTRICT COURT JUDGE DISTRICT 18,Patrice A. Hinnant,,DISTRICT COURT JUDGE DISTRICT 18,William K. (Pete) Hunter,,DISTRICT COURT JUDGE DISTRICT 18,Betty J. Brown,Charles L. (Chuck) White,DISTRICT COURT JUDGE DISTRICT 18,Polly D. Sizemore,Barbara Gore Washington,DISTRICT COURT JUDGE DISTRICT 18,Joseph E. Turner,,DISTRICT COURT JUDGE DISTRICT 18,Teresa Vincent
8GGUIL02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 18,Sherry Fowler Alloway,,,DISTRICT COURT JUDGE DISTRICT 18,Susan E. Bray,,DISTRICT COURT JUDGE DISTRICT 18,Susan R. Burch,Tabatha Phillips Holliday,DISTRICT COURT JUDGE DISTRICT 18,Robert Enochs,Angela C. Foster,DISTRICT COURT JUDGE DISTRICT 18,Michelle Fletcher,,DISTRICT COURT JUDGE DISTRICT 18,Avery Michelle Crump,A. Robinson Hassell,DISTRICT COURT JUDGE DISTRICT 18,Patrice A. Hinnant,,DISTRICT COURT JUDGE DISTRICT 18,William K. (Pete) Hunter,,DISTRICT COURT JUDGE DISTRICT 18,Betty J. Brown,Charles L. (Chuck) White,DISTRICT COURT JUDGE DISTRICT 18,Polly D. Sizemore,Barbara Gore Washington,DISTRICT COURT JUDGE DISTRICT 18,Joseph E. Turner,,DISTRICT COURT JUDGE DISTRICT 18,Teresa Vincent
8GGUIL03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 18,Sherry Fowler Alloway,,,DISTRICT COURT JUDGE DISTRICT 18,Susan E. Bray,,DISTRICT COURT JUDGE DISTRICT 18,Susan R. Burch,Tabatha Phillips Holliday,DISTRICT COURT JUDGE DISTRICT 18,Robert Enochs,Angela C. Foster,DISTRICT COURT JUDGE DISTRICT 18,Michelle Fletcher,,DISTRICT COURT JUDGE DISTRICT 18,Avery Michelle Crump,A. Robinson Hassell,DISTRICT COURT JUDGE DISTRICT 18,Patrice A. Hinnant,,DISTRICT COURT JUDGE DISTRICT 18,William K. (Pete) Hunter,,DISTRICT COURT JUDGE DISTRICT 18,Betty J. Brown,Charles L. (Chuck) White,DISTRICT COURT JUDGE DISTRICT 18,Polly D. Sizemore,Barbara Gore Washington,DISTRICT COURT JUDGE DISTRICT 18,Joseph E. Turner,,DISTRICT COURT JUDGE DISTRICT 18,Teresa Vincent
8GGUIL04.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 18,Sherry Fowler Alloway,,,DISTRICT COURT JUDGE DISTRICT 18,Susan E. Bray,,DISTRICT COURT JUDGE DISTRICT 18,Susan R. Burch,Tabatha Phillips Holliday,DISTRICT COURT JUDGE DISTRICT 18,Robert Enochs,Angela C. Foster,DISTRICT COURT JUDGE DISTRICT 18,Michelle Fletcher,,DISTRICT COURT JUDGE DISTRICT 18,Avery Michelle Crump,A. Robinson Hassell,DISTRICT COURT JUDGE DISTRICT 18,Patrice A. Hinnant,,DISTRICT COURT JUDGE DISTRICT 18,William K. (Pete) Hunter,,DISTRICT COURT JUDGE DISTRICT 18,Betty J. Brown,Charles L. (Chuck) White,DISTRICT COURT JUDGE DISTRICT 18,Polly D. Sizemore,Barbara Gore Washington,DISTRICT COURT JUDGE DISTRICT 18,Joseph E. Turner,,DISTRICT COURT JUDGE DISTRICT 18,Teresa Vincent
8GGUIL05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 18,Sherry Fowler Alloway,,,DISTRICT COURT JUDGE DISTRICT 18,Susan E. Bray,,DISTRICT COURT JUDGE DISTRICT 18,Susan R. Burch,Tabatha Phillips Holliday,DISTRICT COURT JUDGE DISTRICT 18,Robert Enochs,Angela C. Foster,DISTRICT COURT JUDGE DISTRICT 18,Michelle Fletcher,,DISTRICT COURT JUDGE DISTRICT 18,Avery Michelle Crump,A. Robinson Hassell,DISTRICT COURT JUDGE DISTRICT 18,Patrice A. Hinnant,,DISTRICT COURT JUDGE DISTRICT 18,William K. (Pete) Hunter,,DISTRICT COURT JUDGE DISTRICT 18,Betty J. Brown,Charles L. (Chuck) White,DISTRICT COURT JUDGE DISTRICT 18,Polly D. Sizemore,Barbara Gore Washington,DISTRICT COURT JUDGE DISTRICT 18,Joseph E. Turner,,DISTRICT COURT JUDGE DISTRICT 18,Teresa Vincent
8GGUIL06.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 18,Sherry Fowler Alloway,,,DISTRICT COURT JUDGE DISTRICT 18,Susan E. Bray,,DISTRICT COURT JUDGE DISTRICT 18,Susan R. Burch,Tabatha Phillips Holliday,DISTRICT COURT JUDGE DISTRICT 18,Robert Enochs,Angela C. Foster,DISTRICT COURT JUDGE DISTRICT 18,Michelle Fletcher,,DISTRICT COURT JUDGE DISTRICT 18,Avery Michelle Crump,A. Robinson Hassell,DISTRICT COURT JUDGE DISTRICT 18,Patrice A. Hinnant,,DISTRICT COURT JUDGE DISTRICT 18,William K. (Pete) Hunter,,DISTRICT COURT JUDGE DISTRICT 18,Betty J. Brown,Charles L. (Chuck) White,DISTRICT COURT JUDGE DISTRICT 18,Polly D. Sizemore,Barbara Gore Washington,DISTRICT COURT JUDGE DISTRICT 18,Joseph E. Turner,,DISTRICT COURT JUDGE DISTRICT 18,Teresa Vincent
8GGUIL07.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 18,Sherry Fowler Alloway,,,DISTRICT COURT JUDGE DISTRICT 18,Susan E. Bray,,DISTRICT COURT JUDGE DISTRICT 18,Susan R. Burch,Tabatha Phillips Holliday,DISTRICT COURT JUDGE DISTRICT 18,Robert Enochs,Angela C. Foster,DISTRICT COURT JUDGE DISTRICT 18,Michelle Fletcher,,DISTRICT COURT JUDGE DISTRICT 18,Avery Michelle Crump,A. Robinson Hassell,DISTRICT COURT JUDGE DISTRICT 18,Patrice A. Hinnant,,DISTRICT COURT JUDGE DISTRICT 18,William K. (Pete) Hunter,,DISTRICT COURT JUDGE DISTRICT 18,Betty J. Brown,Charles L. (Chuck) White,DISTRICT COURT JUDGE DISTRICT 18,Polly D. Sizemore,Barbara Gore Washington,DISTRICT COURT JUDGE DISTRICT 18,Joseph E. Turner,,DISTRICT COURT JUDGE DISTRICT 18,Teresa Vincent
8GGUIL08.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 18,Sherry Fowler Alloway,,,DISTRICT COURT JUDGE DISTRICT 18,Susan E. Bray,,DISTRICT COURT JUDGE DISTRICT 18,Susan R. Burch,Tabatha Phillips Holliday,DISTRICT COURT JUDGE DISTRICT 18,Robert Enochs,Angela C. Foster,DISTRICT COURT JUDGE DISTRICT 18,Michelle Fletcher,,DISTRICT COURT JUDGE DISTRICT 18,Avery Michelle Crump,A. Robinson Hassell,DISTRICT COURT JUDGE DISTRICT 18,Patrice A. Hinnant,,DISTRICT COURT JUDGE DISTRICT 18,William K. (Pete) Hunter,,DISTRICT COURT JUDGE DISTRICT 18,Betty J. Brown,Charles L. (Chuck) White,DISTRICT COURT JUDGE DISTRICT 18,Polly D. Sizemore,Barbara Gore Washington,DISTRICT COURT JUDGE DISTRICT 18,Joseph E. Turner,,DISTRICT COURT JUDGE DISTRICT 18,Teresa Vincent
8GGUIL09.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 18,Sherry Fowler Alloway,,,DISTRICT COURT JUDGE DISTRICT 18,Susan E. Bray,,DISTRICT COURT JUDGE DISTRICT 18,Susan R. Burch,Tabatha Phillips Holliday,DISTRICT COURT JUDGE DISTRICT 18,Robert Enochs,Angela C. Foster,DISTRICT COURT JUDGE DISTRICT 18,Michelle Fletcher,,DISTRICT COURT JUDGE DISTRICT 18,Avery Michelle Crump,A. Robinson Hassell,DISTRICT COURT JUDGE DISTRICT 18,Patrice A. Hinnant,,DISTRICT COURT JUDGE DISTRICT 18,William K. (Pete) Hunter,,DISTRICT COURT JUDGE DISTRICT 18,Betty J. Brown,Charles L. (Chuck) White,DISTRICT COURT JUDGE DISTRICT 18,Polly D. Sizemore,Barbara Gore Washington,DISTRICT COURT JUDGE DISTRICT 18,Joseph E. Turner,,DISTRICT COURT JUDGE DISTRICT 18,Teresa Vincent
8GGUIL10.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 18,Sherry Fowler Alloway,,,DISTRICT COURT JUDGE DISTRICT 18,Susan E. Bray,,DISTRICT COURT JUDGE DISTRICT 18,Susan R. Burch,Tabatha Phillips Holliday,DISTRICT COURT JUDGE DISTRICT 18,Robert Enochs,Angela C. Foster,DISTRICT COURT JUDGE DISTRICT 18,Michelle Fletcher,,DISTRICT COURT JUDGE DISTRICT 18,Avery Michelle Crump,A. Robinson Hassell,DISTRICT COURT JUDGE DISTRICT 18,Patrice A. Hinnant,,DISTRICT COURT JUDGE DISTRICT 18,William K. (Pete) Hunter,,DISTRICT COURT JUDGE DISTRICT 18,Betty J. Brown,Charles L. (Chuck) White,DISTRICT COURT JUDGE DISTRICT 18,Polly D. Sizemore,Barbara Gore Washington,DISTRICT COURT JUDGE DISTRICT 18,Joseph E. Turner,,DISTRICT COURT JUDGE DISTRICT 18,Teresa Vincent
8GGUIL11.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 18,Sherry Fowler Alloway,,,DISTRICT COURT JUDGE DISTRICT 18,Susan E. Bray,,DISTRICT COURT JUDGE DISTRICT 18,Susan R. Burch,Tabatha Phillips Holliday,DISTRICT COURT JUDGE DISTRICT 18,Robert Enochs,Angela C. Foster,DISTRICT COURT JUDGE DISTRICT 18,Michelle Fletcher,,DISTRICT COURT JUDGE DISTRICT 18,Avery Michelle Crump,A. Robinson Hassell,DISTRICT COURT JUDGE DISTRICT 18,Patrice A. Hinnant,,DISTRICT COURT JUDGE DISTRICT 18,William K. (Pete) Hunter,,DISTRICT COURT JUDGE DISTRICT 18,Betty J. Brown,Charles L. (Chuck) White,DISTRICT COURT JUDGE DISTRICT 18,Polly D. Sizemore,Barbara Gore Washington,DISTRICT COURT JUDGE DISTRICT 18,Joseph E. Turner,,DISTRICT COURT JUDGE DISTRICT 18,Teresa Vincent
8GGUIL12.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 18,Sherry Fowler Alloway,,,DISTRICT COURT JUDGE DISTRICT 18,Susan E. Bray,,DISTRICT COURT JUDGE DISTRICT 18,Susan R. Burch,Tabatha Phillips Holliday,DISTRICT COURT JUDGE DISTRICT 18,Robert Enochs,Angela C. Foster,DISTRICT COURT JUDGE DISTRICT 18,Michelle Fletcher,,DISTRICT COURT JUDGE DISTRICT 18,Avery Michelle Crump,A. Robinson Hassell,DISTRICT COURT JUDGE DISTRICT 18,Patrice A. Hinnant,,DISTRICT COURT JUDGE DISTRICT 18,William K. (Pete) Hunter,,DISTRICT COURT JUDGE DISTRICT 18,Betty J. Brown,Charles L. (Chuck) White,DISTRICT COURT JUDGE DISTRICT 18,Polly D. Sizemore,Barbara Gore Washington,DISTRICT COURT JUDGE DISTRICT 18,Joseph E. Turner,,DISTRICT COURT JUDGE DISTRICT 18,Teresa Vincent
8GGUIL13.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 18,Sherry Fowler Alloway,,,DISTRICT COURT JUDGE DISTRICT 18,Susan E. Bray,,DISTRICT COURT JUDGE DISTRICT 18,Susan R. Burch,Tabatha Phillips Holliday,DISTRICT COURT JUDGE DISTRICT 18,Robert Enochs,Angela C. Foster,DISTRICT COURT JUDGE DISTRICT 18,Michelle Fletcher,,DISTRICT COURT JUDGE DISTRICT 18,Avery Michelle Crump,A. Robinson Hassell,DISTRICT COURT JUDGE DISTRICT 18,Patrice A. Hinnant,,DISTRICT COURT JUDGE DISTRICT 18,William K. (Pete) Hunter,,DISTRICT COURT JUDGE DISTRICT 18,Betty J. Brown,Charles L. (Chuck) White,DISTRICT COURT JUDGE DISTRICT 18,Polly D. Sizemore,Barbara Gore Washington,DISTRICT COURT JUDGE DISTRICT 18,Joseph E. Turner,,DISTRICT COURT JUDGE DISTRICT 18,Teresa Vincent
8GGUIL14.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 18,Sherry Fowler Alloway,,,DISTRICT COURT JUDGE DISTRICT 18,Susan E. Bray,,DISTRICT COURT JUDGE DISTRICT 18,Susan R. Burch,Tabatha Phillips Holliday,DISTRICT COURT JUDGE DISTRICT 18,Robert Enochs,Angela C. Foster,DISTRICT COURT JUDGE DISTRICT 18,Michelle Fletcher,,DISTRICT COURT JUDGE DISTRICT 18,Avery Michelle Crump,A. Robinson Hassell,DISTRICT COURT JUDGE DISTRICT 18,Patrice A. Hinnant,,DISTRICT COURT JUDGE DISTRICT 18,William K. (Pete) Hunter,,DISTRICT COURT JUDGE DISTRICT 18,Betty J. Brown,Charles L. (Chuck) White,DISTRICT COURT JUDGE DISTRICT 18,Polly D. Sizemore,Barbara Gore Washington,DISTRICT COURT JUDGE DISTRICT 18,Joseph E. Turner,,DISTRICT COURT JUDGE DISTRICT 18,Teresa Vincent
8GGUIL15.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 18,Sherry Fowler Alloway,,,DISTRICT COURT JUDGE DISTRICT 18,Susan E. Bray,,DISTRICT COURT JUDGE DISTRICT 18,Susan R. Burch,Tabatha Phillips Holliday,DISTRICT COURT JUDGE DISTRICT 18,Robert Enochs,Angela C. Foster,DISTRICT COURT JUDGE DISTRICT 18,Michelle Fletcher,,DISTRICT COURT JUDGE DISTRICT 18,Avery Michelle Crump,A. Robinson Hassell,DISTRICT COURT JUDGE DISTRICT 18,Patrice A. Hinnant,,DISTRICT COURT JUDGE DISTRICT 18,William K. (Pete) Hunter,,DISTRICT COURT JUDGE DISTRICT 18,Betty J. Brown,Charles L. (Chuck) White,DISTRICT COURT JUDGE DISTRICT 18,Polly D. Sizemore,Barbara Gore Washington,DISTRICT COURT JUDGE DISTRICT 18,Joseph E. Turner,,DISTRICT COURT JUDGE DISTRICT 18,Teresa Vincent
8GGUIL16.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 18,Sherry Fowler Alloway,,,DISTRICT COURT JUDGE DISTRICT 18,Susan E. Bray,,DISTRICT COURT JUDGE DISTRICT 18,Susan R. Burch,Tabatha Phillips Holliday,DISTRICT COURT JUDGE DISTRICT 18,Robert Enochs,Angela C. Foster,DISTRICT COURT JUDGE DISTRICT 18,Michelle Fletcher,,DISTRICT COURT JUDGE DISTRICT 18,Avery Michelle Crump,A. Robinson Hassell,DISTRICT COURT JUDGE DISTRICT 18,Patrice A. Hinnant,,DISTRICT COURT JUDGE DISTRICT 18,William K. (Pete) Hunter,,DISTRICT COURT JUDGE DISTRICT 18,Betty J. Brown,Charles L. (Chuck) White,DISTRICT COURT JUDGE DISTRICT 18,Polly D. Sizemore,Barbara Gore Washington,DISTRICT COURT JUDGE DISTRICT 18,Joseph E. Turner,,DISTRICT COURT JUDGE DISTRICT 18,Teresa Vincent
