pdf_file,pdf_url
ALAMANCE-Style01-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ALAMANCE-Style02-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ALAMANCE-Style03-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ALAMANCE-Style04-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ALAMANCE-Style05-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ALAMANCE-Style06-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ALAMANCE-Style07-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ALAMANCE-Style08-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ALAMANCE-Style09-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ALAMANCE-Style10-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ALEXANDER-TAYLORSVILLE_1-Style01-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ALEXANDER-TAYLORSVILLE_2-Style02-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ALEXANDER-TAYLORSVILLE_3-Style03-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ALEXANDER-TAYLORSVILLE_4-Style04-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ALEXANDER-TAYLORSVILLE_5-Style05-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ALLEGHANY-Style01-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ANSON-ANSONVILLE-Style01-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ANSON-LILESVILLE-Style02-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ANSON-MORVEN_MCFARLAN-Style03-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ANSON-MORVEN_MCFARLAN-Style04-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ANSON-PEACHLAND-Style05-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ANSON-POLKTON-Style06-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ANSON-WADESBORO_1-Style07-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ANSON-WADESBORO_2-Style08-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ANSON-WADESBORO_3-Style09-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ASHE-Style01-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ASHE-Style02-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
ASHE-Style03-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
AVERY-ALTAMONT-Style01-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
AVERY-BANNER_ELK-Style02-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
AVERY-BANNER_ELK-Style03-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
AVERY-ELK_PARK-Style04-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
AVERY-LINVILLE-Style05-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
AVERY-NEWLAND_1-Style06-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
AVERY-NEWLAND_2-Style07-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
BEAUFORT-Style01-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
BEAUFORT-Style02-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
BEAUFORT-Style03-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
BEAUFORT-Style04-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
BEAUFORT-Style05-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
BEAUFORT-Style06-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
BEAUFORT-Style07-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
BERTIE-Style01-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
BERTIE-Style02-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
BERTIE-Style03-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
BERTIE-Style04-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
BERTIE-Style05-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
BERTIE-Style06-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
BERTIE-Style07-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
BERTIE-Style08-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
BLADEN-BETHEL-Style01-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
BLADEN-BLADENBORO_1-Style02-20111108.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2011-11-08.zip
