,shop_name,language,year,brand,modell,condition,category_shop,stock_status,stock_text,stock_sizes,url-detail,price,rrp,image,Laufradgröße,Gewicht (ca.),Bremssystem,Federweg (mm),Einsatzzweck,Geschlecht,Hauptinformationen Laufradgröße,Hauptinformationen Anzahl Gänge gesamt,Hauptinformationen Typ,Lieferumfang inklusive Pedale,Maß Gewicht (ca.),Rahmen Bauart,Rahmen Material Typ,Rahmen weitere Merkmale,Gabel Bauart,Gabel Marke,Gabel Typ,Federgabel Federweg (mm),Schaltwerk Antriebstyp,Schaltwerk Anzahl Gänge,Schaltwerk Marke,Schaltwerk Typ,Umwerfer Ausführung,Umwerfer Marke,Umwerfer Typ,Schalthebel Modell,Kurbel Modell,Kurbel Übersetzung 1,Kurbel Übersetzung 2,Kurbel Übersetzung 3,Innenlager Modell,Kette Modell,Zahnkranz Übersetzung Zahnkranz (Zähne),Zahnkranz Modell,Bremsen vorne Marke,Bremsen vorne Typ,Bremsen vorne Bremssystem,Bremsen vorne Bremsscheibendurchmesser,Bremsen hinten Marke,Bremsen hinten Typ,Bremsen hinten Bremssystem,Bremsen hinten Bremsscheibendurchmesser,Lenker Bauart,Lenker Modell,Lenker Material,Lenker Griffe,Vorbau Bauart,Vorbau Modell,Vorbau Material,Steuersatz Steuersatz,Sattelstütze Bauart,Sattelstütze Typ,Sattelstütze Material,Nabe vorne Modell,Nabe hinten Modell,Felgen Modell,Felgen Material,Felgen Bauart,Speichen Speichen,Reifen vorne Größe (in Zoll),Reifen vorne Breite,Reifen vorne Modell,Reifen hinten Größe (in Zoll),Reifen hinten Breite,Reifen hinten Modell,Ausstattung Pedale,Modelljahr,Artikelnummer,Sitzrohrlänge (mm) XS,Sitzrohrlänge (mm) S,Sitzrohrlänge (mm) M,Oberrohrlänge Horizontal (mm) XS,Oberrohrlänge Horizontal (mm) S,Oberrohrlänge Horizontal (mm) M,Steuerrohrlänge (mm) XS,Steuerrohrlänge (mm) S,Steuerrohrlänge (mm) M,Sitzrohrwinkel (deg) XS,Sitzrohrwinkel (deg) S,Sitzrohrwinkel (deg) M,Steuerrohrwinkel (deg) XS,Steuerrohrwinkel (deg) S,Steuerrohrwinkel (deg) M,Stack (mm) XS,Stack (mm) S,Stack (mm) M,Reach (mm) XS,Reach (mm) S,Reach (mm) M,Tretlagerabsenkung (mm) XS,Tretlagerabsenkung (mm) S,Tretlagerabsenkung (mm) M,Radstand (mm) XS,Radstand (mm) S,Radstand (mm) M,Kettenstrebenlänge (mm) XS,Kettenstrebenlänge (mm) S,Kettenstrebenlänge (mm) M,Gabelversatz / Offset (mm) XS,Gabelversatz / Offset (mm) S,Gabelversatz / Offset (mm) M,Überstandshöhe (mm) XS,Überstandshöhe (mm) S,Überstandshöhe (mm) M,Bremshebel Modell,Sattel Sattel,Sattelstütze Durchmesser,Sitzrohrlänge (mm) L,Oberrohrlänge Horizontal (mm) L,Steuerrohrlänge (mm) L,Sitzrohrwinkel (deg) L,Steuerrohrwinkel (deg) L,Stack (mm) L,Reach (mm) L,Umwerfer Modell,Sitzrohrlänge (mm) XL,Sitzrohrlänge (mm) XXL,Oberrohrlänge Horizontal (mm) XL,Oberrohrlänge Horizontal (mm) XXL,Steuerrohrlänge (mm) XL,Steuerrohrlänge (mm) XXL,Sitzrohrwinkel (deg) XL,Sitzrohrwinkel (deg) XXL,Steuerrohrwinkel (deg) XL,Steuerrohrwinkel (deg) XXL,Stack (mm) XL,Stack (mm) XXL,Reach (mm) XL,Reach (mm) XXL,Tretlagerabsenkung (mm) L,Tretlagerabsenkung (mm) XL,Tretlagerabsenkung (mm) XXL,Radstand (mm) L,Radstand (mm) XL,Radstand (mm) XXL,Kettenstrebenlänge (mm) L,Kettenstrebenlänge (mm) XL,Kettenstrebenlänge (mm) XXL,Gabelversatz / Offset (mm) L,Gabelversatz / Offset (mm) XL,Gabelversatz / Offset (mm) XXL,Rahmen Dämpfer Marke,Rahmen Dämpfer-Modell,Rahmen Federweg (mm),Systemlaufräder Modell,Felgen Größe (in Zoll),Distanz Vorderrad-Tretlager (mm) S,Distanz Vorderrad-Tretlager (mm) M,Distanz Vorderrad-Tretlager (mm) L,Überstandshöhe (mm) L,Gabellänge (mm) S,Gabellänge (mm) M,Gabellänge (mm) L,Gabellänge (mm) XL,Bremsen vorne Rotor,Bremsen hinten Rotor,Ausstattung Sonstiges,Distanz Vorderrad-Tretlager (mm) XL,Rahmen Fatbike,Maß zulässiges Gesamtgewicht,Gabellänge (mm) XS,Gabellänge (mm) XXL,Überstandshöhe (mm) XL,Überstandshöhe (mm) XXL,Lieferumfang Licht,Innenlager Bauart,Antriebstyp,inklusive Pedale,Rahmen ATB,Reifen vorne Reifenbreite,Reifen hinten Reifenbreite,Stützräder,,Hauptinformationen empfohlenes Alter,Rahmen Kid,Ausstattung Stützräder,Antrieb Antriebseinheit,Antrieb Sicherheitskettenkasten,Bremshebel Typ,Lenker Typ,Vorbau Typ,Nabe vorne Typ,Nabe hinten Typ,Schutzbleche Material,Hauptinformationen StVZO,Bauart,Rahmen Typ,Distanz Vorderrad-Tretlager (mm) XS,Lieferumfang Inklusive,Ständer Bauart,Frontlicht Bauart,Frontlicht Modell,Sitzrohrlänge (mm) XXS,Oberrohrlänge Horizontal (mm) XXS,Steuerrohrlänge (mm) XXS,Sitzrohrwinkel (deg) XXS,Steuerrohrwinkel (deg) XXS,Stack (mm) XXS,Reach (mm) XXS,Tretlagerabsenkung (mm) XXS,Radstand (mm) XXS,Kettenstrebenlänge (mm) XXS,Gabelversatz / Offset (mm) XXS,Sitzrohrlänge (mm) ML,Oberrohrlänge Horizontal (mm) ML,Steuerrohrlänge (mm) ML,Sitzrohrwinkel (deg) ML,Steuerrohrwinkel (deg) ML,Stack (mm) ML,Reach (mm) ML,Radstand (mm) ML,Kettenstrebenlänge (mm) ML,Gabelversatz / Offset (mm) ML,Überstandshöhe (mm) ML
0,fahrrad,de,2023,Marin,"Marin Bolinas Ridge 1 27.5"" blau",new,MountainBikes,1,,"Verfügbar
XS | 33cm (27.5"") , S | 38,1cm (27.5"") , M | 43,1cm (27.5"") ",https://www.fahrrad.de/marin-bolinas-ridge-1-27.5-M765299.html?vgid=G1057337,429.00,599.00,https://images.internetstores.de/products/1057337/02/bdc2f1/marin-bolinas-ridge-1-275-gloss-blue-off-white-roarange-2.jpg?forceSize=true&forceAspectRatio=true&useTrim=true&size=613x613,27.5 Zoll,15.38 kg,mechanische Scheibenbremse,100,"Marathon/Cross Country, Tour / Cross Country, All Mountain / Trail","Herren, Damen",27.5 Zoll,21,kein E-Bike,Ja,15.38 kg,Hardtail,Aluminium,"Low Stanover, 68 mm BB shell, 135 mm Forged Dropouts, Chainstay Mounted Disc Brakes",Federgabel,Suntour,"XCE Disc, Preload Adjustment",100,Kettenschaltung,7,Shimano,Tourney,3-fach,Shimano,Tourney,Shimano Tourney 3x7-Speed,Shimano FC-TY301,42 Zähne,34 Zähne,24 Zähne,"Sealed Cartridge Bearings, Square Taper","Sealed Cartridge Bearings, Square Taper",11-34,SunRace 7-Speed,Power,CX7,mechanische Scheibenbremse,160 mm,Power,CX7,mechanische Scheibenbremse,160 mm,Rise Bar,"Marin 31.8 Riser, 12 mm Rise, 780 mm Width",Alu,Marin Dual Density,A-Head,"Marin Alloy, 31.8 Clamp, 45 mm",Alu,FSA No.10-P,Patentstütze,Marin,Alu,"Formula, 32H","Formula, 32H",Marin,Aluminium,Hohlkammer,15g Black Stainless Steel,27.5,2.25 Zoll,MTB,27.5,2.25 Zoll,MTB,MTB,2023,1057337,330,381,431,566.5,583,599.2,100,105,110,74,74,74,68.5,68.5,68.5,580.8,585.5,590,400,415,430,48,48,48,1084.5,1101.3,1118.2,430,430,430,46,46,46,649.1,663,706.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,fahrrad,de,2022,Cannondale,Cannondale Trail 6 Damen oliv/lila,new,MountainBikes,1,,"Ausverkauft
XS | 34,5cm | 27,5"" (27.5"") , M | 44cm | 29"" (29"") , L | 48cm | 29"" (29"") 

Verfügbar
S | 40cm | 27,5"" (27.5"") ",https://www.fahrrad.de/cannondale-trail-6-damen-M899008.html?vgid=G1287760,639.00,899.00,https://images.internetstores.de/products/1287760/02/907499/cannondale-trail-6-damen-mantis-7.jpg?forceSize=true&forceAspectRatio=true&useTrim=true&size=613x613,27.5 / 29 Zoll,14.97 kg,hydraulische Scheibenbremse,100,"Allround / Beginner, Tour / Cross Country, All Mountain / Trail",Damen,27.5 / 29 Zoll,18,kein E-Bike,Nein,14.97 kg,Hardtail,Aluminium,"SmartForm C3 Alloy, SAVE, 1-1/8""-Steuerrohr, Post Mount Disc, StraightShot interne Kabelführung, Dropper-Post-kompatibel, BSA-73",Federgabel,Suntour,"XCM-RL, Lockout, Coil, 42mm Offset (27.5"") 46mm Offset (29"")",100,Kettenschaltung,9,Shimano,Alivio,2-fach,Shimano,Altus,Shimano Alivio,Shimano MT210,36 Zähne,22 Zähne,,,KMC X9,11-36,Shimano HG200,Shimano,MT200,hydraulische Scheibenbremse,160 mm,Shimano,MT200,hydraulische Scheibenbremse,160 mm,Rise Bar,"Cannondale, 25mm Rise, 8° Sweep, 6° Rise, 720mm",Alu,Cannondale Dual-Density,A-Head,"31.8mm, 7°",Alu,"Teilintegriert, 1-1/8",Patentstütze,Cannondale 3,Alu,Shimano HBTX 505,Shimano FHTX505,"WTB SX19, 32h",Aluminium,Hohlkammer,"Edelstahl, 14g",,2.25 Zoll,"Schwalbe Rocket Rick, K-Guard (XS/S_ 27,5""; M/L: 29"")",,2.25 Zoll,"Schwalbe Rocket Rick, K-Guard (XS/S_ 27,5""; M/L: 29"")",,2022,1287760,345,400,440,545,585,610,95,105,115,73.5,73.5,73.5,68,68,68.5,607,616,624,365,402,425,,,,,,,,,,,,,,,,Shimano MT200,Cannondale Stage 2 Women's,31.6 mm,480,635,125,73.5,68.5,633,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,fahrrad,de,2023,Giant,Giant Talon 3 schwarz,new,MountainBikes,1,,"Ausverkauft
XS | 35cm (27.5"") , S | 38,5cm (27.5"") , M | 43cm (27,5"") (27.5"") , M | 44cm (29"") (29"") , L | 49cm (29"") , XL | 53,5cm (29"") 

Verfügbar
XXL | 56,5cm (29"") ",https://www.fahrrad.de/giant-talon-3-M1038881.html?vgid=G1532030,679.00,,https://images.internetstores.de/products/1532030/02/036e02/giant-talon-3-black-chrome-7.jpg?forceSize=true&forceAspectRatio=true&useTrim=true&size=613x613,27.5 / 29 Zoll,14.68 kg,hydraulische Scheibenbremse,100,"Allround / Beginner, Tour / Cross Country","Herren, Damen",27.5 / 29 Zoll,16,kein E-Bike,Ja,14.68 kg,Hardtail,Aluminium,"AluxX Rahmen, QR",Federgabel,Suntour,"SR Suntour XCE Coil, (XS:80 mm), QR",100,Kettenschaltung,8,Shimano,Altus,2-fach,,,MicroShift TS 39,Shimano FC M315,36 Zähne,22 Zähne,,FP-B902W,KMC 8.3,12-32,Shimano CS-HG200,Tektro,HDC TKD 149,hydraulische Scheibenbremse,180 mm,Tektro,HDC TKD 149,hydraulische Scheibenbremse,160 mm,Rise Bar,"GIANT Connect Trail 31.8, 20 mm rise",Alu,Giant Sole-O,A-Head,Giant Sport,Alu,,Patentstütze,Giant Sport,Alu,M50,M504,"Giant GX03V, 21 mm Innenweite",Aluminium,Hohlkammer,Edelstahl,,2.2 Zoll,"Kenda Booster (XS-M:27.5""; M-XXL:29"")",,2.2 Zoll,"Kenda Booster (XS-M:27.5""; M-XXL:29"")",,2023,1532030,350,385,"430, 440",544,569,"597, 599",95,115,"130, 105",74,74,"74, 74",67.5,67.5,"67.5, 68.5",533,571,"598, 611",385,405,"425, 424",45,45,"45, 55",1079,1106,"1137, 1150",440,440,"440, 455",42,42,"42, 51",,,,Tektro TKD 149,Giant Sport,30.9 mm,490,620,125,74,68.5,630,439,MicroShift FD-M282,535,565,639,658,140,155,74,74,68.5,68.5,644,658,454,469,55,55,55,1172,1192,1213,455,455,455,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,fahrrad,de,2023,Nukeproof,Nukeproof Mega 297 Pro Alloy intl. rot,new,MountainBikes,1,,"Verfügbar
S | 38cm (27.5"") , M | 41cm (27.5"") , L | 44cm (27.5"") ",https://www.fahrrad.de/nukeproof-mega-297-pro-alloy-asian-built-M1293507.html?vgid=G1921512,4229.00,4699.00,https://images.internetstores.de/products/1921512/02/1cc12b/nukeproof-mega-297-pro-alloy-asian-built-rosso-red-1.jpg?forceSize=true&forceAspectRatio=true&useTrim=true&size=613x613,,15.49 kg,hydraulische Scheibenbremse,170 mm,Enduro,"Herren, Damen",27.5 / 29 Zoll,12,kein E-Bike,Nein,15.49 kg,Fullsuspension,Aluminium,"Nukeproof Mega V4 297, dreifach konifizierter, hydrogeformter Rohrsatz, interne Kabelführung, ISCG 05 Halterung, Enduro Lager, 73mm Gewinde Tretlager, 148mm Boost Hinterachsabstand, 3D konturierter Gummi Rahmenschutz",Federgabel,RockShox,"ZEB Select+ Charger 2.1 RC, 44 mm Offset, BOOST, Debonair",170 mm,Kettenschaltung,12,Sram,GX Eagle,,,,Sram GX Eagle,"SRAM Descendant 7K Eagle, 170 mm",32 Zähne,,,,Sram GX Eagle,10-52 Zähne,SRAM GX Eagle,Sram,Guide RE,hydraulische Scheibenbremse,200 mm,Sram,Guide RE,hydraulische Scheibenbremse,200 mm,Rise Bar,"Nukeproof Horizon V2, 25 mm Rise, S: 780 mm, M: 780 mm, L: 800 mm",Alu,Nukeproof Sam Hill Signature,A-Head,"Nukeproof Neutron AM, 45 mm",Alu,"Nukeproof, 44-56 IITS","absenkbar, Remote-Control vom Lenker aus","Brand X Ascend, S: 125 mm; M: 150 mm; L: 170 mm",Alu,,,,,,,29,2.5 Zoll,"Maxxis Assegai WT, 3C MaxxGrip DD TR",27.5,2.4 Zoll,"Maxxis Minion DHR II WT, 3C MaxxTerra DD TR",,2023,1921512,,380,410,,567.7,592.7,,100,100,,77.5,77.5,,64,64,,621.2,621.2,,430,455,,,,,,,,,,,,,,,,Sram Guide RE,Nukeproof,31.6 mm,440,610.9,120,78,64,639.2,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rock Shox,"Super Deluxe Select+ RT, Custom LIN L1 HOTDOG S320 tune, 230 x 62.5 mm, Bearing End, 2 bottomless tokens montiert",165,"Nukeproof Neutron V2 (vorne: 29"", hinten: 27.5""), 15 x 110 mm / 12 x 148 mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,fahrrad,de,2022,NS,NS Bikes Eccentric Lite 1 blau,new,MountainBikes,1,,"Ausverkauft
S | 40,7cm (29"") 

Verfügbar
M | 44,5cm (29"") , L | 49,5cm (29"") ",https://www.fahrrad.de/ns-bikes-eccentric-lite-1-M1183178.html?vgid=G1748723,1279.00,1599.00,https://images.internetstores.de/products/1748723/02/87cc23/ns-bikes-eccentric-lite-1-blue-1.jpg?forceSize=true&forceAspectRatio=true&useTrim=true&size=613x613,29 Zoll,13.2 kg,hydraulische Scheibenbremse,120,"Tour / Cross Country, Marathon / XC","Herren, Damen",29 Zoll,12,kein E-Bike,Nein,13.2 kg,Hardtail,Aluminium,NS Bikes AL,Federgabel,RockShox,Judy Silver TK E-MTB Solo Air,120,Kettenschaltung,12,Shimano,Deore,,,,Shimano Deore M6100,"Shimano Deore FC-MT5101, 170 mm",32 Zähne,,,Shimano BSA 73 mm,Shimano Deore M6100,11-51,Sunrace CSMZ800,Shimano,MT410,hydraulische Scheibenbremse,180 mm,Shimano,MT410,hydraulische Scheibenbremse,180 mm,Rise Bar,"NS Bikes 31.8, 760 mm 12 mm Rise",Alu,NS Bikes Hold Fast,A-Head,"NS Bikes Drop 31.8, 50 mm, –10°",Alu,"GW integrated tapered IS42/IS52, gedichtete Lager",Patentstütze,Kalloy,Alu,"NS Bikes, 110 x 15 mm Boost","NS Bikes, 135 x 10 mm","Octane One Solar, 32h, tubeless ready",Aluminium,Hohlkammer,,29,2.4 Zoll,"Maxxis Rekon EXO, TR, WT",29,2.4 Zoll,"Maxxis Rekon EXO, TR, WT",,2022,1748723,,407,445,,587,610,,,,,74.5,74.5,,66.5,66.5,,618,628,,415,435,,,,,1132,1157,,420,420,,,,,725,751,Shimano MT410,WTB Volt Medium Steel,31.6 mm,495,637,,74.5,66.5,637,460,,,,,,,,,,,,,,,,,,,1185,,,420,,,,,,,,,,29 Zoll,718,743,771,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,fahrrad,de,2022,Orbea,Orbea Oiz M20 TR orange,new,MountainBikes,1,,"Ausverkauft
S | 40,5cm (29"") 

Verfügbar
M | 43,2cm (29"") , L | 47cm (29"") , XL | 52cm (29"") ",https://www.fahrrad.de/orbea-oiz-m20-tr-M1015535.html?vgid=G1491893,3959.00,4399.00,https://images.internetstores.de/products/1491893/02/ed6e4d/orbea-oiz-m20-tr-coral-black-2.jpg?forceSize=true&forceAspectRatio=true&useTrim=true&size=613x613,,12.08 kg,hydraulische Scheibenbremse,120 mm,Tour / Cross Country,"Herren, Damen",29 Zoll,12,kein E-Bike,Nein,12.08 kg,Fullsuspension,Carbon,"Orbea Oiz OMR 2021, Boost PF Taper UFO2 I-Line",Federgabel,Fox,34 Float SC Performance Grip Remote Push-Unlock QR 15 x 110 mm,120 mm,Kettenschaltung,12,Sram,GX Eagle,,,,Sram GX Eagle,"Sram GX Eagle, Dub, Carbon, Boost",32 Zähne,,,,Sram GX Eagle,10-50 Zähne,"SRAM XG-1275 Eagle, 12-fach",Shimano,M6100,hydraulische Scheibenbremse,,Shimano,M6100,hydraulische Scheibenbremse,,Flat Bar,"Orbea OC1, Breite: 740 mm",,,A-Head,"Orbea OC1, 31.8 mm / interface -7º",,"ACROS 1-1/8 - 1-1/2"" integriert","absenkbar, Remote-Control vom Lenker aus","Orbea OC2 Dropper, Hub: 125 mm",,,,,,,,29,2.35 Zoll,"Maxxis Forekaster, FB 120 TPI Dual Exo",29,2.35 Zoll,Maxxis Rekon Race 120 TPI Exo TLR,,2022,1491893,,405,432,,567,596,,90,95,,74,74,,68,68,,593,598,,387,425,,40,40,,1101,1131,,435,435,,44,44,,,,SRAM GX Eagle Lunar,Fizik Taiga S-alloy,31.6 mm,470,610,105,74,68,608,446,,520,,643,,120,,74,,68,,622,,466,,40,40,,1155,1181,,435,435,,44,44,,Fox,i-line DPS Factory Remote Push-Unlock Evol custom tune 190 x 45 mm,120,DT Swiss X-1900 Spline 25c TLR 15/110 mm CL,,,,,,524,524,524,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,fahrrad,de,2023,Vitus,Vitus Sentier 27 VRX grün,new,MountainBikes,1,,"Ausverkauft
S | 38cm (27.5+"") , M | 43cm (27.5+"") , XL | 52cm (27.5+"") 

Verfügbar
L | 48cm (27.5+"") ",https://www.fahrrad.de/vitus-sentier-27-vrx-M1257886.html?vgid=G1852792,1939.00,2149.00,https://images.internetstores.de/products/1852792/02/a7c60a/vitus-sentier-27-vrx-racing-green-1.jpg?forceSize=true&forceAspectRatio=true&useTrim=true&size=613x613,27.5+ Zoll,12.3 kg,hydraulische Scheibenbremse,140,All Mountain / Trail,"Herren, Damen",27.5+ Zoll,12,kein E-Bike,Nein,12.3 kg,Hardtail,Aluminium,"IS-Scheibenbremshalterungen, BSA-Gewinde-Tretlager, Boost-Nabenabstand - 148 mm x 12 mm Steckachse, Achsenspezifikationen: 179 mm Länge, 18 mm Gewindelänge, M12 x P1.5 Gewindesteigung",Federgabel,Fox,"34 Float Performance, GRIP Dämpfer, Float Luftfeder, 34 mm Standrohre, konischer Aluminium Gabelschaft, Boost Nabenabstand - 110 mm x 15 mm Steckachse",140,Kettenschaltung,12,Shimano,XT,,,,"Shimano SLX M7100, Rapidfire Plus","Shimano SLX M7100, 170 mm",32 Zähne,,,"Shimano BB52, BSA, 73 mm",Shimano SLX M7100,10-51,Shimano SLX M7100,Shimano,SLX M7100,hydraulische Scheibenbremse,180 mm,Shimano,SLX M7100,hydraulische Scheibenbremse,180 mm,Rise Bar,"Nukeproof Neutron V2, 25 mm Rise, S & M: 760 mm, L: 780 mm, XL: 800 mm",Alu,Vitus Lock On,A-Head,"Vitus, 50 mm",Alu,Acros AZX-212-CO R5,absenkbar,"Brand-X Ascend Dropper, S: 100 mm, M: 125 mm, L & XL: 150 mm",Alu,"DT Swiss M 1900 Spline, 28H, 110 mm x 15 mm","DT Swiss M 1900 Spline, 28H, 148 mm x 12 mm",DT Swiss M 1900 Spline Tubeless Ready,Aluminium,Hohlkammer,,27.5,2.6 Zoll,"Schwalbe Magic Mary, SnakeSkin, TL Easy, Apex, Addix Soft",27.5,2.6 Zoll,"Schwalbe Hans Dampf, SnakeSkin, TL Easy, Apex, Addix SpeedGrip",,2023,1852792,,380,432,,600,620,,105,110,,73,73,,66,66,,613,617,,413,432,,,,,,,,,,,,,,,,Shimano BL-M7100,Nukeproof Neutron,31.6 mm,483,640,120,73,66,626,449,,520,,665,,130,,73,,66,,635,,471,,,,,,,,,,,,,,,,,,27.5 Zoll,,,,,,,,,Shimano RT66 6-Loch,Shimano RT66 6-Loch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,fahrrad,de,2022,Cannondale,Cannondale Scalpel HT Carbon 3 gelb/schwarz,new,MountainBikes,1,,"Ausverkauft
S | 39cm (29"") , L | 48cm (29"") , XL | 53cm (29"") 

Verfügbar
M | 44cm (29"") ",https://www.fahrrad.de/cannondale-scalpel-ht-carbon-3-M1230229.html?vgid=G1802803,2529.00,3499.00,https://images.internetstores.de/products/1802803/02/ea7201/cannondale-scalpel-ht-carbon-3-highlighter-1.jpg?forceSize=true&forceAspectRatio=true&useTrim=true&size=613x613,29 Zoll,10.5 kg,hydraulische Scheibenbremse,100,Marathon / XC,"Herren, Damen",29 Zoll,12,kein E-Bike,Nein,10.5 kg,Hardtail,Carbon,"Scalpel HT Carbon, Proportional Response Design, PF30-83, konisches Steuerrohr, 55 mm Kettenlinie, Speed Release 12 mm",Federgabel,RockShox,"SID SL Select+ RL, Debonair, remote lockout, 15x110mm thru-axle, tapered steerer, 44mm offset",100,Kettenschaltung,12,Shimano,XT,,,,Shimano SLX,"Cannondale 1, BB30 83MTB, OPI SpideRing, 55 mm Kettenlinie",34 Zähne,,,Cannondale Alloy PressFit30,Shimano SLX,10-51,Shimano SLX,Shimano,M6100,hydraulische Scheibenbremse,160 mm,Shimano,M6100,hydraulische Scheibenbremse,160 mm,Flat Bar,"Cannondale 2, 31.8 mm, 3° rise, 8° sweep, 760 mm",Alu,Cannondale XC Silicone,A-Head,"Cannondale 2, 31.8, 7°",Alu,"Integrated, 1-1/8 to 1.5"", sealed angular contact bearings",Patentstütze,"C2, 400 mm",Carbon,"Shimano MT410, 15 x 110 mm","Shimano MT510, 12 x 148 mm","Stan's NoTubes Crest MK4, 28h, tubeless ready",Aluminium,Hohlkammer,DT Swiss Competition,29,2.25 Zoll,"Schwalbe Racing Ray EVO, Twinskin, tubeless ready",29,2.25 Zoll,"Schwalbe Racing Ralph EVO, SnakeSkin, Addix compound, tubeless ready",,2022,1802803,,390,440,,571,594,,99,110,,75,75,,67,67,,602,612,,410,430,,62,62,,1124,1154,,430,435,,55,55,,,,Shimano M6100,"Cannondale Scoop Shallow Elite, hollow cro-mo rails",27.2 mm,480,617,122,75,67,623,450,,530,,640,,135,,75,,67,,635,,470,,62,62,,1183,1214,,440,445,,55,55,,,,,,29 Zoll,702,726,750,,,,,,Shimano RT64,Shimano RT64,Cannondale Radsensor,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,fahrrad,de,2022,NS,NS Bikes Define AL 160 blau,new,MountainBikes,1,,"Ausverkauft
S | 39,6cm (27.5"") 

Verfügbar
M | 43,2cm (27.5"") , L | 48,3cm (27.5"") ",https://www.fahrrad.de/ns-bikes-define-al-160-M1183157.html?vgid=G1748702,2949.00,3599.00,https://images.internetstores.de/products/1748702/02/5f4966/ns-bikes-define-al-160-blue-1.jpg?forceSize=true&forceAspectRatio=true&useTrim=true&size=613x613,,16.9 kg,hydraulische Scheibenbremse,160 mm,Enduro,"Herren, Damen",27.5 Zoll,12,kein E-Bike,Nein,16.9 kg,Fullsuspension,Aluminium,NS Bikes Define AL,Federgabel,RockShox,35 Gold RL,160 mm,Kettenschaltung,12,Shimano,Deore,,,,Shimano Deore M6100,"Shimano Deore FC-MT5101, 170 mm",34 Zähne,,,Shimano BSA 73 mm,Shimano Deore M6100,11-51 Zähne,Sunrace CSMZ800,Shimano,MT410,hydraulische Scheibenbremse,200 mm,Shimano,MT410,hydraulische Scheibenbremse,180 mm,Rise Bar,"NS Bikes Bar 35, 780 mm, 20 mm Rise",Alu,NS Bikes Hold Fast supersoft,A-Head,"NS Bikes Tone 35, 45 mm",Alu,"GW integrated tapered IS42/IS52, gedichtete Lager","absenkbar, Remote-Control vom Lenker aus","Kind Shock rage i internal 125 mm (S), 150 mm (M), 170 mm (L)",Alu,NS Bikes 110 x 15 mm Boost,NS Bikes 148 x 12 mm Boost,"Octane One Solar, 32h, tubeless ready",Aluminium,Hohlkammer,,27.5,2.4 Zoll,Schwalbe Big Betty BikePark,27.5,2.4 Zoll,Schwalbe Big Betty BikePark,,2022,1748702,,396,432,,583,616,,100,110,,76.5,76.5,,64.5,64.5,,594,603,,440,470,,,,,1198,1232,,438,438,,,,,743,743,Shimano MT410,WTB Volt Medium Steel SL,31.6 mm,483,649,120,76.5,64.5,612,500,,,,,,,,,,,,,,,,,,,1266,,,438,,,,,,Marzocchi,"Bomber CR Trunnion, 400 (S), 450 (M), 500 (L) lbs/in",160,,27.5 Zoll,760,794,828,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
