,shop_name,language,year,brand,modell,condition,category_shop,stock_status,stock_text,stock_sizes,url-detail,price,rrp
355,buycycle,de,2021,Haibike,SEET 7 | Shimano Acera,Refurbished,Crosscountry,1,,M,https://buycycle.com/de/bike/seet-7-1,479 ,549
356,buycycle,de,2019,Cannondale,F Si Limited Edition | Shimano XTR,Refurbished,Trail,1,,L,https://buycycle.com/de/bike/f-si-limited-edition-4,4699 ,7900
357,buycycle,de,2021,BULLS,Wildtail 1 | Other Shimano,Refurbished,Crosscountry,1,,L,https://buycycle.com/de/bike/wildtail-1-4,459 ,599
358,buycycle,de,2021,BULLS,Copperhead FSX | Shimano Deore,Refurbished,Trail,1,,48 cm,https://buycycle.com/de/bike/copperhead-fsx-4,1999 ,2599
359,buycycle,de,2020,Bergamont,Contrail Pro | Shimano SLX,Refurbished,Trail,1,,S,https://buycycle.com/de/bike/contrail-pro-1,2599 ,3299
360,buycycle,de,2021,CUBE,REACTION HYBRID PRO 625 ALLROAD | SRAM SX Eagle,new,Crosscountry,1,,XL,https://buycycle.com/de/bike/reaction-hybrid-pro-625-allroad-17,2049 ,3249
361,buycycle,de,2023,Moustache,Game 7 | Shimano Deore XT,Händler,Trail,1,,S,https://buycycle.com/de/bike/game-7,6499 ,7299
362,buycycle,de,2015,KTM,Ultra Pro XT 29 | Shimano Deore XT,new,Crosscountry,1,,L,https://buycycle.com/de/bike/ultra-pro-xt-29-1,800 ,1100
363,buycycle,de,2023,Moustache,Samedi Trail 7 | Shimano Deore XT,Händler,Trail,1,,XL,https://buycycle.com/de/bike/samedi-trail-7-1,6399 ,7199
364,buycycle,de,2019,Niner,RIP9 RDO | SRAM GX Eagle,new,Trail,1,,M,https://buycycle.com/de/bike/rip9-rdo,3900 ,6900
365,buycycle,de,2021,Marin,San Quentin 1 | Microshift Advent,new,Crosscountry,1,,L,https://buycycle.com/de/bike/san-quentin-1-3,750 ,999
366,buycycle,de,2021,Specialized,Rockhopper Elite 29 | Shimano Deore,new,Crosscountry,1,,M,https://buycycle.com/de/bike/rockhopper-elite-29-2,700 ,999
367,buycycle,de,2021,Trek,Fuel EX 9.9 XO1 AXS | SRAM X01 Eagle AXS,new,Trail,1,,L,https://buycycle.com/de/bike/fuel-ex-99-xo1-axs,5999 ,9300
368,buycycle,de,2011,Giant,Reign 0 | Shimano Deore XT,new,Enduro,1,,M,https://buycycle.com/de/bike/reign-0,1099 ,4850
369,buycycle,de,2022,Focus,Jam 8.9 | Shimano Deore XT,new,Trail,1,,M,https://buycycle.com/de/bike/jam-89-1,3000 ,4320
370,buycycle,de,2021,Cannondale,Moterra Neo Carbon SE | SRAM GX Eagle,new,Enduro,1,,M,https://buycycle.com/de/bike/moterra-neo-carbon-se,3500 ,6990
371,buycycle,de,2022,Specialized,Turbo Kenevo SL Comp | SRAM GX Eagle,new,Enduro,1,,M,https://buycycle.com/de/bike/turbo-kenevo-sl-comp-4,6200 ,7900
372,buycycle,de,2021,Specialized,Rockhopper Comp 29 | Shimano Acera,new,Crosscountry,1,,L,https://buycycle.com/de/bike/rockhopper-comp-29-1,700 ,799
373,buycycle,de,2016,BMC,trailfox 02 | Shimano Deore XT,new,Trail,1,,L,https://buycycle.com/de/bike/trailfox-02-263cf92ba9981f,1150 ,5999
374,buycycle,de,2019,Specialized,Enduro Coil 29/6Fattie | SRAM GX Eagle,Händler,Enduro,1,,M,https://buycycle.com/de/bike/enduro-coil-296fattie-5,2500 ,5800
375,buycycle,de,2022,CUBE,REACTION HYBRID SLT 750 29 | Shimano Deore XT,new,Trail,1,,L,https://buycycle.com/de/bike/reaction-hybrid-slt-750-29-13,3650 ,4199
376,buycycle,de,2017,Cannondale,Trigger Carbon 1 | SRAM XX1,new,Enduro,1,,L,https://buycycle.com/de/bike/trigger-carbon-1-1,1600 ,7499
377,buycycle,de,2023,BH,ILynx Trail 8.9 Carbon | Shimano XTR,Händler,Trail,1,,M,https://buycycle.com/de/bike/ilynx-trail-89-carbon,8200 ,9099
378,buycycle,de,2022,BH,LYNX RACE CARBON RC 6.0 | Shimano Deore XT,Händler,Enduro,1,,M,https://buycycle.com/de/bike/lynx-race-carbon-rc-60-6,2999 ,3300
379,buycycle,de,2022,BH,LYNX RACE CARBON RC 6.0 | Shimano Deore XT,Händler,Enduro,1,,S,https://buycycle.com/de/bike/lynx-race-carbon-rc-60-5,2999 ,3300
380,buycycle,de,2022,BH,LYNX RACE CARBON RC 6.0 | Shimano Deore XT,Händler,Enduro,1,,L,https://buycycle.com/de/bike/lynx-race-carbon-rc-60-4,2999 ,3300
381,buycycle,de,2022,BH,LYNX RACE CARBON RC 6.0 | Shimano Deore XT,Händler,Enduro,1,,M,https://buycycle.com/de/bike/lynx-race-carbon-rc-60-3,2999 ,3300
382,buycycle,de,2021,Conway,Xyron S 827 | Shimano Deore XT,new,Enduro,1,,M,https://buycycle.com/de/bike/xyron-s-827-7,4000 ,6249
383,buycycle,de,2022,BH,LYNX RACE CARBON RC 6.0 | Shimano Deore XT,Händler,Enduro,1,,S,https://buycycle.com/de/bike/lynx-race-carbon-rc-60-2,2999 ,3300
384,buycycle,de,2014,Specialized,Enduro EVO | Other SRAM,new,Downhill,1,,M,https://buycycle.com/de/bike/enduro-evo-6,899 ,4499
385,buycycle,de,2016,CUBE,Stereo 120 HPA SL | Shimano Deore XT,new,Trail,1,,L,https://buycycle.com/de/bike/stereo-120-hpa-sl-6,1350 ,2499
386,buycycle,de,2018,Haibike,Xduro Nduro 10.0 | Other SRAM,new,Enduro,1,,M,https://buycycle.com/de/bike/xduro-nduro-100-8,3500 ,6499
387,buycycle,de,2018,Kona,Process 153 AL 29 | SRAM NX,new,Enduro,1,,L,https://buycycle.com/de/bike/process-153-al-29,1600 ,2999
388,buycycle,de,2020,Fuji,Auric 27.5 1.1 | SRAM GX Eagle,new,Trail,1,,S,https://buycycle.com/de/bike/auric-275-11-1,2000 ,3499
389,buycycle,de,2022,Trek,Remedy 8 | SRAM GX Eagle,new,Enduro,1,,M,https://buycycle.com/de/bike/remedy-8-663ced86783f12,2750 ,3749
390,buycycle,de,2018,Giant,Dirt-E+ 1 Pro | Shimano Deore XT,new,Trail,1,,M,https://buycycle.com/de/bike/dirt-e-1-pro-3,1700 ,3930
391,buycycle,de,2020,Scott,Spark RC 900 World Cup AXS | SRAM XX1 Eagle AXS,Hot Deal,Crosscountry,1,,M,https://buycycle.com/de/bike/spark-rc-900-world-cup-axs-6,4300 ,7299
392,buycycle,de,2022,Cannondale,Scalpel HT Carbon 4 | Shimano Deore XT,Händler,Crosscountry,1,,S,https://buycycle.com/de/bike/scalpel-ht-carbon-4-7,2158 ,2499
393,buycycle,de,2021,CUBE,STEREO 120 RACE 29 | Shimano Deore XT,new,Trail,1,,L,https://buycycle.com/de/bike/stereo-120-race-29-20,1400 ,2049
394,buycycle,de,2020,Propain,Spindrift Performance | SRAM X01 Eagle,new,Enduro,1,,M,https://buycycle.com/de/bike/spindrift-performance-1,3900 ,4399
395,buycycle,de,2018,Focus,RAVEN MAX Team | SRAM XX1 Eagle,new,Crosscountry,1,,M,https://buycycle.com/de/bike/raven-max-team-5,3600 ,6999
396,buycycle,de,2020,Scott,Ransom 900 Tuned | SRAM X01 Eagle,new,Enduro,1,,L,https://buycycle.com/de/bike/ransom-900-tuned-5,4150 ,7599
397,buycycle,de,2021,Ibis,Ripmo AF GX | SRAM GX Eagle,new,Trail,1,,L,https://buycycle.com/de/bike/ripmo-af-gx,2790 ,4299
398,buycycle,de,2022,CUBE,Reaction Hybrid EXC 750 | SRAM NX Eagle,new,Crosscountry,1,,L,https://buycycle.com/de/bike/reaction-hybrid-exc-750,3400 ,3499
399,buycycle,de,2021,Trek,Fuel EX 5 | Shimano Deore,Refurbished,Trail,1,,L,https://buycycle.com/de/bike/fuel-ex-5-5,2099 ,2369
400,buycycle,de,2022,Mondraker,CHRONO R | SRAM SX Eagle,new,Crosscountry,1,,L,https://buycycle.com/de/bike/chrono-r,1359 ,1499
401,buycycle,de,2022,Mondraker,Play 26 | SRAM NX,new,Trail,1,,43 cm,https://buycycle.com/de/bike/play-26-1,2000 ,2499
402,buycycle,de,2018,BMC,Agonist 01 ONE | SRAM XX1 Eagle,new,Enduro,1,,M,https://buycycle.com/de/bike/agonist-01-one-1,3600 ,7499
403,buycycle,de,2017,Scott,Aspect 930 | Shimano Deore,new,Crosscountry,1,,L,https://buycycle.com/de/bike/aspect-930-2,500 ,799
404,buycycle,de,2020,Rocky Mountain,"Slayer Alloy 30 (27.5"") | SRAM SX Eagle",new,Enduro,1,,M,https://buycycle.com/de/bike/slayer-alloy-30-275-4,2500 ,3299
405,buycycle,de,2005,Batavus,AS350 | Other,new,Trail,1,,L,https://buycycle.com/de/bike/as350,175 ,675
406,buycycle,de,2021,BULLS,Wild Creed Team | Shimano XTR,new,Enduro,1,,M,https://buycycle.com/de/bike/wild-creed-team-4,3600 ,4849
407,buycycle,de,2017,Scott,Spark 960 | Shimano SLX,new,Trail,1,,M,https://buycycle.com/de/bike/spark-960-11,1200 ,1999
408,buycycle,de,2020,Specialized,Turbo Levo Comp | SRAM NX Eagle,new,Enduro,1,,L,https://buycycle.com/de/bike/turbo-levo-comp-56,4200 ,5975
409,buycycle,de,2021,Focus,JAM2 6.7 NINE | Shimano SLX,new,Enduro,1,,M,https://buycycle.com/de/bike/jam2-67-nine-263ce5ef0c8924,3900 ,4399
410,buycycle,de,2020,Vitoria,KNOB BOOST | SRAM NX Eagle,new,Crosscountry,1,,XL,https://buycycle.com/de/bike/knob-boost,970 ,2300
411,buycycle,de,2021,Scott,Contessa Scale 950 | SRAM SX Eagle,new,Crosscountry,1,,M,https://buycycle.com/de/bike/contessa-scale-950,850 ,1099
412,buycycle,de,2022,Haibike,AllMtn 3 | SRAM SX Eagle,Händler,Trail,1,,M,https://buycycle.com/de/bike/allmtn-3-6,4779 ,5059
413,buycycle,de,2019,CUBE,REACTION HYBRID Exc 500 Allroad | Shimano Deore XT,new,Crosscountry,1,,L,https://buycycle.com/de/bike/reaction-hybrid-exc-500-allroad-2,1200 ,2599
414,buycycle,de,2018,CUBE,REACTION HYBRID Pro 500 27.5 | SRAM SX Eagle,new,Crosscountry,1,,S,https://buycycle.com/de/bike/reaction-hybrid-pro-500-275-1,1500 ,2299
415,buycycle,de,2022,CUBE,STEREO HYBRID 120 PRO 625 ALLROAD | Shimano Deore,new,Trail,1,,XL,https://buycycle.com/de/bike/stereo-hybrid-120-pro-625-allroad-4,3300 ,3949
416,buycycle,de,2018,Santa Cruz,Nomad C R | SRAM GX Eagle,new,Downhill,1,,XL,https://buycycle.com/de/bike/nomad-c-r-263ce36112e810,3100 ,3799
417,buycycle,de,1990,Raleigh,Boston | Shimano Acera,Händler,Other,1,,XL,https://buycycle.com/de/bike/boston,200 ,1000
418,buycycle,de,2020,Specialized,Turbo Levo Comp | SRAM GX,new,Enduro,1,,L,https://buycycle.com/de/bike/turbo-levo-comp-55,4000 ,5975
419,buycycle,de,2019,Santa Cruz,Nomad S / Carbon C / 27.5 | SRAM GX Eagle,new,Enduro,1,,XL,https://buycycle.com/de/bike/nomad-s-carbon-c-275-18,3000 ,5299
420,buycycle,de,2023,Riese & Müller,Nevo GT Vario | Other,Händler,Crosscountry,1,,47 cm,https://buycycle.com/de/bike/nevo-gt-vario,5600 ,5648
421,buycycle,de,2022,Riese & Müller,Delite GT Touring ABS | Shimano Deore XT,Händler,Trail,1,,47 cm,https://buycycle.com/de/bike/delite-gt-touring-abs,5550 ,7398
422,buycycle,de,2020,Cannondale,Scalpel Carbon 2 | Shimano Deore XT,new,Trail,1,,L,https://buycycle.com/de/bike/scalpel-carbon-2-38,3300 ,6000
423,buycycle,de,2019,BMC,Sportelite SE THREE (Super Red) | Shimano Alivio,new,Crosscountry,1,,M,https://buycycle.com/de/bike/sportelite-se-three-super-red-1,600 ,749
424,buycycle,de,2020,ROCKRIDER,"ST 120 Mountain Bike, / - 27.5"" | Other",new,Crosscountry,1,,M,https://buycycle.com/de/bike/st-120-mountain-bike-275-6,200 ,249
425,buycycle,de,2019,Giant,Anthem 1 | SRAM GX Eagle,new,Crosscountry,1,,M,https://buycycle.com/de/bike/anthem-1,1499 ,3000
426,buycycle,de,2017,CUBE,STEREO 140 C:62 Race 27.5 | Shimano Deore XT,new,Trail,1,,M,https://buycycle.com/de/bike/stereo-140-c62-race-275-4,1500 ,3799
427,buycycle,de,2022,Wilier,e803TRB SHIMANO SLX 1x12 + SHIMANO EP8 | Shimano SLX,Händler,Trail,1,,L,https://buycycle.com/de/bike/e803trb-shimano-slx-1x12-shimano-ep8-1,4399 ,4400
428,buycycle,de,2019,Santa Cruz,Bronson S / Carbon C / 27.5 | SRAM GX Eagle,new,Enduro,1,,M,https://buycycle.com/de/bike/bronson-s-carbon-c-275-263cd62016d5d0,3500 ,5199
429,buycycle,de,2022,Pivot,Trail 429 Pro X01 Enduro | SRAM X01 Eagle AXS,new,Trail,1,,M,https://buycycle.com/de/bike/trail-429-pro-x01-enduro,6700 ,8999
430,buycycle,de,2019,Ghost,SLAMR 6.9 LC | SRAM NX Eagle,new,Trail,1,,L,https://buycycle.com/de/bike/slamr-69-lc-1,2200 ,3999
431,buycycle,de,2022,Orbea,"Onna 50 29"" | Other Shimano",Händler,Crosscountry,1,,M,https://buycycle.com/de/bike/onna-50-29-163cd40461e7f8,459 ,629
432,buycycle,de,2023,Orbea,"Onna 30 29"" | Shimano Deore",Händler,Crosscountry,1,,XL,https://buycycle.com/de/bike/onna-30-29-363cd3dde82f8f,659 ,849
433,buycycle,de,2023,Orbea,"Onna 30 29"" | Shimano Deore",Händler,Crosscountry,1,,M,https://buycycle.com/de/bike/onna-30-29-363cd3d1357391,659 ,849
434,buycycle,de,2011,Specialized,ASTRO | Other Shimano,new,Trail,1,,XL,https://buycycle.com/de/bike/astro,125 ,790
435,buycycle,de,2020,YT Industries,Jeffsy Pro Race | SRAM X01 Eagle AXS,new,Enduro,1,,L,https://buycycle.com/de/bike/jeffsy-pro-race-20,2600 ,5299
436,buycycle,de,2023,Orbea,"Onna 30 29"" | Shimano Deore",Händler,Crosscountry,1,,M,https://buycycle.com/de/bike/onna-30-29-3,659 ,849
437,buycycle,de,2022,Orbea,"Onna 30 29"" | Shimano Deore",Händler,Crosscountry,1,,S,https://buycycle.com/de/bike/onna-30-29-1,659 ,849
438,buycycle,de,2022,Orbea,"Onna 30 29"" | Shimano Deore",Händler,Crosscountry,1,,L,https://buycycle.com/de/bike/onna-30-29,659 ,849
439,buycycle,de,2022,Mondraker,LEVEL RR | SRAM X01 Eagle,new,Enduro,1,,S,https://buycycle.com/de/bike/level-rr-1,8000 ,8699
440,buycycle,de,2022,Orbea,MX 20 XC | Shimano Altus,Händler,Crosscountry,1,,XXS,https://buycycle.com/de/bike/mx-20-xc-1,399 ,479
441,buycycle,de,2022,Orbea,MX 20 XC | Shimano Altus,Händler,Crosscountry,1,,XXS,https://buycycle.com/de/bike/mx-20-xc,359 ,459
442,buycycle,de,2018,CUBE,AIM SL 27.5 | Shimano Deore,new,Crosscountry,1,,M,https://buycycle.com/de/bike/aim-sl-275-1,410 ,599
443,buycycle,de,2022,Orbea,MX 24 XC | Shimano Altus,Händler,Crosscountry,1,,XXS,https://buycycle.com/de/bike/mx-24-xc-1,399 ,479
444,buycycle,de,2022,Orbea,MX 24 XC | Shimano Altus,Händler,Crosscountry,1,,XXS,https://buycycle.com/de/bike/mx-24-xc,399 ,479
445,buycycle,de,2022,Orbea,MX 24 Team | Shimano Altus,Händler,Crosscountry,1,,XXS,https://buycycle.com/de/bike/mx-24-team,429 ,549
446,buycycle,de,2022,Orbea,MX 24 Dirt | Shimano Altus,Händler,Crosscountry,1,,XXS,https://buycycle.com/de/bike/mx-24-dirt-1,359 ,459
447,buycycle,de,2022,Orbea,MX 24 Dirt | Shimano Altus,Händler,Crosscountry,1,,XXS,https://buycycle.com/de/bike/mx-24-dirt,359 ,459
448,buycycle,de,2022,Thok,MIG-HT | Shimano Deore,Händler,Crosscountry,1,,M,https://buycycle.com/de/bike/mig-ht-1,1999 ,2999
449,buycycle,de,2016,Ghost,SE2950 Hardtail | Shimano Deore XT,new,Trail,1,,L,https://buycycle.com/de/bike/se2950-hardtail,550 ,1400
450,buycycle,de,2014,Devinci,Wilson | Other,new,Trail,1,,M,https://buycycle.com/de/bike/wilson-1,1400 ,2000
451,buycycle,de,2018,Lapierre,Zesty AM 327 | SRAM NX,new,Enduro,1,,M,https://buycycle.com/de/bike/zesty-am-327-1,2100 ,2499
452,buycycle,de,2021,Trek,Slash 9.8 GX | SRAM X01 Eagle,new,Enduro,1,,XL,https://buycycle.com/de/bike/slash-98-gx-363ccf69a0204f,6200 ,6899
453,buycycle,de,2021,Radon,RENDER 8.0 | Shimano Deore XT,new,Trail,1,,XL,https://buycycle.com/de/bike/render-80-5,2900 ,4399
454,buycycle,de,2022,Canyon,Lux Trail CF 6 | Shimano SLX,new,Crosscountry,1,,L,https://buycycle.com/de/bike/lux-trail-cf-6-6,2700 ,3299
455,buycycle,de,2018,Berria,Bravo BR Team | SRAM XX1,new,Crosscountry,1,,M,https://buycycle.com/de/bike/bravo-br-team,1550 ,4999
456,buycycle,de,2020,Liv,Bliss 2 Disc | Other Shimano,new,Crosscountry,1,,M,https://buycycle.com/de/bike/bliss-2-disc,250 ,629
457,buycycle,de,2020,Orbea,ALMA H20 29'' | Shimano SLX,new,Crosscountry,1,,M,https://buycycle.com/de/bike/alma-h20-29-2,825 ,1199
458,buycycle,de,2021,ROCKRIDER,"Women's 27.5"" Mountain Bike ST 120 | Other",new,Crosscountry,1,,L,https://buycycle.com/de/bike/womens-275-mountain-bike-st-120-3,220 ,299
459,buycycle,de,2020,BMC,Agonist 02 TWO | SRAM GX Eagle AXS,new,Trail,1,,M,https://buycycle.com/de/bike/agonist-02-two,2600 ,3999
460,buycycle,de,2021,CUBE,STEREO 150 C:68 TM 29 | Shimano Deore XT,new,Enduro,1,,XL,https://buycycle.com/de/bike/stereo-150-c68-tm-29-5,4249 ,4749
461,buycycle,de,2019,Norco,Range C3 29 | SRAM NX Eagle,new,Enduro,1,,M,https://buycycle.com/de/bike/range-c3-29-2,2200 ,4399
462,buycycle,de,2019,Scott,Spark RC 900 Team | SRAM GX Eagle,new,Crosscountry,1,,L,https://buycycle.com/de/bike/spark-rc-900-team-27,2300 ,3799
463,buycycle,de,2021,Giant,Trance X 29 3 | SRAM GX Eagle,new,Enduro,1,,M,https://buycycle.com/de/bike/trance-x-29-3-5,2000 ,3099
464,buycycle,de,2018,Scott,E-Genius 700 Tuned | Shimano Deore XT Di2,new,Enduro,1,,L,https://buycycle.com/de/bike/e-genius-700-tuned-1,3600 ,7199
465,buycycle,de,2019,CUBE,REACTION C:62 Race Eagle | SRAM GX Eagle,new,Crosscountry,1,,M,https://buycycle.com/de/bike/reaction-c62-race-eagle-4,1300 ,2299
466,buycycle,de,2021,Specialized,Epic Hardtail | SRAM GX Eagle AXS,Hot Deal,Crosscountry,1,,M,https://buycycle.com/de/bike/epic-hardtail-28,1850 ,2399
467,buycycle,de,2020,Haibike,SDURO HardNine 1.0 | Shimano Altus,Händler,Crosscountry,1,,L,https://buycycle.com/de/bike/sduro-hardnine-10-2,1469 ,1999
468,buycycle,de,2020,Stevens,Sonora XO | SRAM X01 Eagle,new,Crosscountry,1,,M,https://buycycle.com/de/bike/sonora-xo-1,1500 ,3299
469,buycycle,de,2022,Thok,TK01 R | Shimano XTR,Händler,Trail,1,,M,https://buycycle.com/de/bike/tk01-r,6099 ,6999
470,buycycle,de,2021,Specialized,Stumpjumper Expert | SRAM X01 Eagle,new,Trail,1,,L,https://buycycle.com/de/bike/stumpjumper-expert-6,4300 ,5499
471,buycycle,de,2022,Propain,"Rage AL 27.5"" Performance | Shimano SLX",Händler,Downhill,1,,S,https://buycycle.com/de/bike/rage-al-275-performance-1,2999 ,4299
472,buycycle,de,2023,Orbea,"Onna 50 29"" | Other Shimano",Händler,Crosscountry,1,,M,https://buycycle.com/de/bike/onna-50-29-163cbdab38a8eb,479 ,629
473,buycycle,de,2022,Orbea,"Onna 50 29"" | Other Shimano",Händler,Crosscountry,1,,M,https://buycycle.com/de/bike/onna-50-29-163cbd94557205,479 ,629
474,buycycle,de,2022,Orbea,"Onna 50 29"" | Other Shimano",Händler,Crosscountry,1,,L,https://buycycle.com/de/bike/onna-50-29-1,479 ,629
475,buycycle,de,2023,Orbea,"Onna 50 29"" | Other Shimano",Händler,Trail,1,,XL,https://buycycle.com/de/bike/onna-50-29-163cbd78749644,479 ,629
476,buycycle,de,2020,Mondraker,PODIUM CARBON RR SL | SRAM X01 Eagle,new,Crosscountry,1,,L,https://buycycle.com/de/bike/podium-carbon-rr-sl-263cbd64313cdd,2450 ,5199
477,buycycle,de,2020,Scott,Aspect 770 | Other Shimano,new,Trail,1,,M,https://buycycle.com/de/bike/aspect-770-3,230 ,428
478,buycycle,de,2020,Orange,Stage 5 RS | SRAM X01,new,Trail,1,,L,https://buycycle.com/de/bike/stage-5-rs,3600 ,5400
479,buycycle,de,2023,Orbea,"Onna 50 29"" | Other Shimano",Händler,Crosscountry,1,,S,https://buycycle.com/de/bike/onna-50-29-163cbd799d0685,479 ,629
480,buycycle,de,2023,Orbea,"Onna 50 29"" | Other Shimano",Händler,Crosscountry,1,,L,https://buycycle.com/de/bike/onna-50-29-163cbd7a804aa5,479 ,629
481,buycycle,de,2022,Merida,eONE-SIXTY 775 | Shimano Deore XT,new,Enduro,1,,M,https://buycycle.com/de/bike/eone-sixty-775,4995 ,5864
482,buycycle,de,2022,Orbea,Laufey 20 H30 | Shimano Deore,Händler,Trail,1,,XXS,https://buycycle.com/de/bike/laufey-20-h30,479 ,639
483,buycycle,de,2022,Orbea,Laufey 24 H30 | Shimano Deore,Händler,Trail,1,,XXS,https://buycycle.com/de/bike/laufey-24-h30,599 ,739
484,buycycle,de,2022,Orbea,Laufey 24 H20 | Shimano Deore,Händler,Trail,1,,XXS,https://buycycle.com/de/bike/laufey-24-h20-1,849 ,999
485,buycycle,de,2022,Mondraker,F-PODIUM CARBON R | SRAM X01 Eagle,Händler,Crosscountry,1,,M,https://buycycle.com/de/bike/f-podium-carbon-r-3,5099 ,6799
486,buycycle,de,2022,Mondraker,CRAFTY R | SRAM GX Eagle,Händler,Enduro,1,,XL,https://buycycle.com/de/bike/crafty-r-9,5999 ,6499
487,buycycle,de,2022,Mondraker,SUMMUM CARBON RR | Shimano Saint,Händler,Downhill,1,,M,https://buycycle.com/de/bike/summum-carbon-rr,6499 ,9799
488,buycycle,de,2022,Orbea,Laufey 20 H30 | Shimano Altus,Händler,Trail,1,,XXS,https://buycycle.com/de/bike/laufey-20-h30-1,479 ,639
489,buycycle,de,2021,Specialized,Epic Expert | SRAM X01 Eagle,new,Crosscountry,1,,M,https://buycycle.com/de/bike/epic-expert-263cbab51c44e2,4900 ,6999
490,buycycle,de,2021,Pivot,Switchblade Pro XT/XTR | Shimano XTR,new,Enduro,1,,L,https://buycycle.com/de/bike/switchblade-pro-xtxtr-3,4250 ,7999
491,buycycle,de,2021,Transition,Scout Carbon GX | SRAM GX Eagle,Händler,Trail,1,,L,https://buycycle.com/de/bike/scout-carbon-gx-1,4600 ,5899
492,buycycle,de,2019,Scott,Genius 950 | SRAM NX Eagle,new,Enduro,1,,L,https://buycycle.com/de/bike/genius-950-4,1300 ,2599
493,buycycle,de,2018,Canyon,Spectral AL 5.0 | Shimano SLX,new,Trail,1,,L,https://buycycle.com/de/bike/spectral-al-50-13,2000 ,2600
494,buycycle,de,2013,BH,Lynx 4.8 8.7 | Shimano Deore XT,new,Crosscountry,1,,M,https://buycycle.com/de/bike/lynx-48-87,500 ,2400
495,buycycle,de,2010,Stevens,SMC Flight ES | Shimano Deore XT,Händler,Trail,1,,L,https://buycycle.com/de/bike/smc-flight-es-1,1099 ,2499
496,buycycle,de,2008,Merida,matts tfs 900 custom | Other SRAM,new,Crosscountry,1,,M,https://buycycle.com/de/bike/matts-tfs-900-custom,890 ,1699
497,buycycle,de,2022,Orbea,Kemen 30 SUV | Shimano Deore,Händler,Crosscountry,1,,M,https://buycycle.com/de/bike/kemen-30-suv-1,3499 ,4157
498,buycycle,de,2022,Orbea,vibe MID H30 | Shimano Deore,Händler,Crosscountry,1,,M,https://buycycle.com/de/bike/vibe-mid-h30-163cac4903d314,2499 ,2999
499,buycycle,de,2021,Scott,Spark 950 | SRAM GX Eagle,Refurbished,Trail,1,,M,https://buycycle.com/de/bike/spark-950-3637c8a7d335a3,1999 ,2899
500,buycycle,de,2022,BMC,Twostroke 01 ONE | SRAM GX Eagle AXS,new,Crosscountry,1,,M,https://buycycle.com/de/bike/twostroke-01-one-6,5100 ,5699
501,buycycle,de,2020,Specialized,Enduro Elite | SRAM GX Eagle,new,Enduro,1,,S,https://buycycle.com/de/bike/enduro-elite-12,3800 ,6399
502,buycycle,de,2019,Specialized,Epic Comp EVO | SRAM NX Eagle,new,Crosscountry,1,,M,https://buycycle.com/de/bike/epic-comp-evo-463caacacf2fdb,1950 ,3220
503,buycycle,de,2022,Orbea,vibe MID H30 | Shimano Deore,Händler,Crosscountry,1,,M,https://buycycle.com/de/bike/vibe-mid-h30-163caade1e5657,2499 ,2999
504,buycycle,de,2022,Orbea,Urun 10 | Shimano Deore XT,Händler,Crosscountry,1,,L,https://buycycle.com/de/bike/urun-10,4457 ,4957
505,buycycle,de,2022,Orbea,OIZ M20 TR | SRAM GX Eagle,Händler,Trail,1,,L,https://buycycle.com/de/bike/oiz-m20-tr-9,3899 ,4399
506,buycycle,de,2016,Norco,Range A7.2 | Other SRAM,new,Enduro,1,,M,https://buycycle.com/de/bike/range-a72-1,1500 ,2750
507,buycycle,de,2020,Cannondale,Scalpel Carbon 3 | Shimano Deore XT,new,Trail,1,,L,https://buycycle.com/de/bike/scalpel-carbon-3-363caa46d2416b,1895 ,4799
508,buycycle,de,2022,Orbea,ALMA M50 | Shimano SLX,Händler,Crosscountry,1,,M,https://buycycle.com/de/bike/alma-m50-7,1499 ,1937
509,buycycle,de,2022,Orbea,OCCAM M30 LT | Shimano Deore XT,Händler,Enduro,1,,L,https://buycycle.com/de/bike/occam-m30-lt,3499 ,4299
510,buycycle,de,2018,Radon,"Skeen Trail 10.0 29"" | SRAM GX Eagle",new,Trail,1,,L,https://buycycle.com/de/bike/skeen-trail-100-29-3,2049 ,2999
511,buycycle,de,2022,Orbea,OCCAM H20 LT | Shimano SLX,Händler,Enduro,1,,L,https://buycycle.com/de/bike/occam-h20-lt-6,3299 ,3699
512,buycycle,de,2017,Specialized,S-Works Enduro | SRAM XX1 Eagle AXS,new,Enduro,1,,M,https://buycycle.com/de/bike/s-works-enduro-16,2959 ,8999
513,buycycle,de,2020,Canyon,Sender CFR | SRAM X01,new,Downhill,1,,M,https://buycycle.com/de/bike/sender-cfr-2,3051 ,4699
514,buycycle,de,2022,Orbea,OCCAM H20 LT | Shimano SLX,Händler,Enduro,1,,XL,https://buycycle.com/de/bike/occam-h20-lt-4,3149 ,3712
515,buycycle,de,2020,YT Industries,Jeffsy Pro Race | SRAM X01 Eagle AXS,new,Enduro,1,,L,https://buycycle.com/de/bike/jeffsy-pro-race-18,2999 ,5299
516,buycycle,de,2020,Orbea,OIZ H30 | Shimano SLX,Händler,Trail,1,,L,https://buycycle.com/de/bike/oiz-h30-20,1999 ,2658
517,buycycle,de,2022,Orbea,LAUFEY H10 | Shimano SLX,Händler,Trail,1,,L,https://buycycle.com/de/bike/laufey-h10-16,1499 ,1899
